Height in ft,B,C,D
9,0.0,0.21166843539063196,0.4705147235049172
18,0.0,0.2590805944927692,0.5178890525332372
27,0.0,0.3712775767808136,0.6287881293177201
36,0.0,0.38294546091127285,0.6254359403034819
45,0.0,0.3599363618967,0.5853866559102958
54,0.0,0.34142102462149276,0.553397624831786
