Height in ft,B,C,D
9,0.0,0.21166843539063182,0.47051472350491697
18,0.0,0.2590805944927691,0.5178890525332371
27,0.0,0.3712775767808136,0.62878812931772
36,0.0,0.38294546091127296,0.625435940303482
45,0.0,0.3599363618967001,0.5853866559102959
54,0.0,0.34142102462149265,0.5533976248317861
