wind speed,debris name,alongwind_mean,alongwind_std_dev,acrosswind_mean,acrosswind_std_dev
70,ENG SHINGL,111.13388774519102,55.69520341693583,-0.3950197957221483,55.69520341693583
70,COMP SHNGL,98.0311158285259,48.668249300782286,0.9656583987268312,48.668249300782286
70,STAND SEAM,125.50792498929363,63.81429271493247,-0.5000638502144349,63.81429271493247
70,MODULAR MT,133.30202263800717,63.97533581249241,0.40024749304595486,63.97533581249241
70,BUILT-UP,17.242323371750064,16.025539908500626,-0.1739664701390386,16.025539908500626
70,POLY TPO,22.364833145399846,17.622018209170506,-0.14953965083679485,17.622018209170506
75,ENG SHINGL,123.29107857820823,62.637796385090624,1.4427211663822215,62.637796385090624
75,COMP SHNGL,107.1950582403124,53.913490735358614,0.3910187205552015,53.913490735358614
75,STAND SEAM,135.75129947897165,69.75437883137101,-0.46755145864594316,69.75437883137101
75,MODULAR MT,139.23113283639574,62.582104295496684,-0.6848704183394708,62.582104295496684
75,BUILT-UP,19.896775457418205,18.085687747868292,-0.10580128601504873,18.085687747868292
75,POLY TPO,22.559572076415854,17.666912261909236,0.06687573954983095,17.666912261909236
80,ENG SHINGL,134.42151573673064,67.85562820205267,0.8424491965702877,67.85562820205267
80,COMP SHNGL,117.8801430584505,58.684938166291225,-0.29752830945377473,58.684938166291225
80,STAND SEAM,149.73215588773064,75.92362058551089,-0.6132911207018952,75.92362058551089
80,MODULAR MT,139.24816109693404,61.13123732046061,1.521042099836452,61.13123732046061
80,BUILT-UP,22.107876536212693,19.918376990697308,0.053739639455551984,19.918376990697308
80,POLY TPO,22.54061062549124,17.38329712168043,-0.2398612122661049,17.38329712168043
85,ENG SHINGL,147.48292119508125,75.08420809400475,-0.6706604196054574,75.08420809400475
85,COMP SHNGL,128.98985031684813,62.511067345838,0.7736506895206958,62.511067345838
85,STAND SEAM,159.41785391645448,77.16836122554409,-0.0935573133246939,77.16836122554409
85,MODULAR MT,135.54637035483393,63.64764289991778,-0.01999459050960918,63.64764289991778
85,BUILT-UP,23.467977895438974,21.780537628040804,0.18631737764822628,21.780537628040804
85,POLY TPO,22.58392818116887,17.897086993865358,0.020655397816110144,17.897086993865358
90,ENG SHINGL,160.58909799064116,80.9394311450002,0.17559230176334986,80.9394311450002
90,COMP SHNGL,136.284971899001,68.28402658308339,0.9175092848698437,68.28402658308339
90,STAND SEAM,169.0584222571104,79.81579867928869,1.1242333392470136,79.81579867928869
90,MODULAR MT,138.70755101936808,64.49687843814965,-0.1641698904166915,64.49687843814965
90,BUILT-UP,26.336696341464425,23.733461097803833,0.028917898441039553,23.733461097803833
90,POLY TPO,22.299246603744596,17.454972533586066,0.08250871307966724,17.454972533586066
95,ENG SHINGL,172.75931217475605,88.94208852761267,-1.1329786650196432,88.94208852761267
95,COMP SHNGL,148.99086396668957,73.48955632995015,-0.1678375201351957,73.48955632995015
95,STAND SEAM,175.51090880955869,78.47755633687113,-0.34879794794216723,78.47755633687113
95,MODULAR MT,139.96613990005326,66.52996755860268,0.007893672663273446,66.52996755860268
95,BUILT-UP,28.53899317981525,26.01309537614501,0.3370549613771039,26.01309537614501
95,POLY TPO,22.572783104502467,17.78475220715244,0.113948498761272,17.78475220715244
100,ENG SHINGL,186.59876982338707,96.32056816584085,-0.4748360661622339,96.32056816584085
100,COMP SHNGL,160.24650606722687,80.0876814003173,0.6039161715465139,80.0876814003173
100,STAND SEAM,172.43772510006457,77.8835063571013,-0.22399441538908924,77.8835063571013
100,MODULAR MT,141.46641624920733,67.21560070480957,-0.30646005887349304,67.21560070480957
100,BUILT-UP,30.37883825496597,27.126035885074725,0.08997124777914405,27.126035885074725
100,POLY TPO,22.143608129769063,17.47595187313385,0.2549827379752949,17.47595187313385
105,ENG SHINGL,196.34981991404936,101.14337022424458,0.4790079929700013,101.14337022424458
105,COMP SHNGL,171.1270283335453,86.25811735627178,0.43465288547562975,86.25811735627178
105,STAND SEAM,167.82805233011604,81.14182693111152,-0.1578652442657957,81.14182693111152
105,MODULAR MT,142.80939570000962,66.62430516517753,0.48325385408969057,66.62430516517753
105,BUILT-UP,33.07291065827128,28.861066029323467,0.11045119749818891,28.861066029323467
105,POLY TPO,22.907592104167435,17.932697618627113,-0.13001407056845124,17.932697618627113
110,ENG SHINGL,213.14143764732768,102.66959215824977,0.8263860662496653,102.66959215824977
110,COMP SHNGL,184.6360497216627,93.23838873700798,0.9918164406228139,93.23838873700798
110,STAND SEAM,170.42459604057888,80.59840660575945,0.9697199153510726,80.59840660575945
110,MODULAR MT,145.78271735368358,67.71615065643876,-0.7810386911721732,67.71615065643876
110,BUILT-UP,35.684434417461574,31.156309477813043,0.13192473542154987,31.156309477813043
110,POLY TPO,22.542737401132023,17.729427434540973,-0.11835853515615147,17.729427434540973
115,ENG SHINGL,217.80872207517257,104.44978320076874,0.2176116730942912,104.44978320076874
115,COMP SHNGL,195.80046438930216,100.05619139532264,0.66837691286393,100.05619139532264
115,STAND SEAM,172.96437123668986,80.17133602889207,-0.46371496830640363,80.17133602889207
115,MODULAR MT,146.69273201126782,68.03421577838135,-0.2630143359822191,68.03421577838135
115,BUILT-UP,37.61662119878623,33.25009573393006,0.40548130241033586,33.25009573393006
115,POLY TPO,22.797505613564066,17.805083249939024,-0.08419103974343493,17.805083249939024
120,ENG SHINGL,225.27597834728135,103.91363981182724,0.2496774334765666,103.91363981182724
120,COMP SHNGL,207.1685878293264,105.43049923497658,-0.35569536382140315,105.43049923497658
120,STAND SEAM,171.8327411621465,81.85757989345547,-0.28602123631345056,81.85757989345547
