Parcel Id,Address,roof cover,Stories,Disaster Permit,Permit Description,Demand Value,Value,Year Built
11aed7c3-d692-47d3-9ca9-241ff43264d4,113 PECAN HARBOR ROCKPORT ARANSAS COUNTY TX,ASPHALT SHINGLES,1,False,None,133.0,20.0,2012
cd9130ac-a376-450a-a6aa-ae0d8fbe066d,107 PECAN HARBOR ROCKPORT ARANSAS COUNTY TX,ASPHALT SHINGLES,1,False,None,133.0,30.0,2011
00be5265-3d71-43bd-af64-aede58edaba6,102 PECAN HARBOR ROCKPORT ARANSAS COUNTY TX,ASPHALT SHINGLES,1,False,None,133.0,0.0,2012
b9439e4c-effb-4e49-9f2e-60af80490f87,108 PECAN HARBOR ROCKPORT ARANSAS COUNTY TX,ASPHALT SHINGLES,1,False,None,133.0,20.0,2012
6e7551b3-03e5-4215-bdaa-27bddf3e971d,114 PECAN HARBOR ROCKPORT ARANSAS COUNTY TX,ASPHALT SHINGLES,1,False,None,133.0,10.0,2013
27099997-f13c-4dfe-8b85-84a24e749f04,120 PECAN HARBOR ROCKPORT ARANSAS COUNTY TX,ASPHALT SHINGLES,1,False,None,133.0,10.0,2012
873b7ca2-eb32-4af1-b71c-2b84a877cb0b,128 PECAN HARBOR ST ROCKPORT ARANSAS COUNTY TX,ASPHALT SHINGLES,1,False,None,133.0,10.0,2013
f852b392-b148-4dcf-9631-3415463dcfd3,134 PECAN HARBOR ST ROCKPORT ARANSAS COUNTY TX,ASPHALT SHINGLES,1,False,None,133.0,10.0,2011
c470e368-309c-4cfd-b6bd-e58d24958dd2,230 PINTAIL LANE ROCKPORT ARANSAS COUNTY TX,ASPHALT SHINGLES,1,False,None,135.0,60.0,1974
6c287b2a-ca67-4b84-9b00-bd21d0f441b2,219 PINTAIL LANE ROCKPORT ARANSAS COUNTY TX,ASPHALT SHINGLES,1,False,None,135.0,100.0,1962
eff66d6d-ae06-4c9d-a0a4-a51b1f87fdd0,210 PINTAIL LANE ROCKPORT ARANSAS COUNTY TX,ASPHALT SHINGLES,1,False,None,135.0,10.0,1996
2d04d754-af8c-413b-8da8-bcf15ca8eb08,204 PINTAIL LANE ROCKPORT ARANSAS COUNTY TX,ASPHALT SHINGLES,1,False,None,135.0,10.0,1967
c8d4046c-3001-4ca1-b6bf-e58a458fbd54,214 PINTAIL LANE ROCKPORT ARANSAS COUNTY TX,ASPHALT SHINGLES,1,False,None,135.0,100.0,1985
19bde64e-ff32-4425-b669-28a6d79fb532,125 PINTAIL LANE ROCKPORT ARANSAS COUNTY TX,ASPHALT SHINGLES,1,False,None,135.0,100.0,1983
17b2589d-e234-47d3-8739-82cc93b96f5b,1008 BAY AVENUE SEADRIFT CALHOUN COUNTY TX,ASPHALT SHINGLES,1,False,None,106.0,30.0,2004
458f08ea-ca66-4abe-b554-8547d8127e8e,1000 W BAY AVENUE SEADRIFT CALHOUN COUNTY TX,ASPHALT SHINGLES,1,False,None,106.0,10.0,1961
6080ca38-702d-466c-b07a-43c5257d4e6c,604 10TH STREET SEADRIFT CALHOUN COUNTY TX,ASPHALT SHINGLES,1,False,None,106.0,0.0,1969
ca6198a9-99a3-4f40-bf37-8e1b6bce2424,1005 WASHINGTON AVENUE SEADRIFT CALHOUN COUNTY TX,ASPHALT SHINGLES,1,False,None,106.0,10.0,1978
624a74c3-8b3e-43b0-ae2c-259a58c4536b,604 11TH STREET SEADRIFT CALHOUN COUNTY TX,ASPHALT SHINGLES,1,False,None,106.0,10.0,1965
a08850c0-c8f4-4652-abe9-5f14954860bd,1207 WASHINGTON AVENUE SEADRIFT CALHOUN COUNTY TX,ASPHALT SHINGLES,1,False,None,106.0,0.0,1961
992632df-8718-4f4f-9a7a-bef6d9d0e6e4,152 PORT SAINT CLAIRE ARANSAS PASS ARANSAS COUNTY TX,ASPHALT SHINGLES,1,False,None,130.0,0.0,1967
fd47006c-a949-418d-8416-07040f580b4a,135 PORT ROYAL ARANSAS PASS ARANSAS COUNTY TX,ASPHALT SHINGLES,1,False,None,130.0,10.0,1997
373c9485-194c-410f-90f3-9504cbd1ee41,119 PORT ROYAL CITY BY THE SEA ARANSAS COUNTY TX,ASPHALT SHINGLES,1,False,None,130.0,30.0,1969
86095d65-447b-440f-95d3-d4887b3268b1,151 PORT ROYAL ARANSAS PASS ARANSAS COUNTY TX,ASPHALT SHINGLES,1,False,None,130.0,20.0,1975
