Parcel Id,Address,Use Code,Square Footage,Stories,Year Built,Occupancy,Exterior Walls,Roof Cover,Interior Walls,Frame Type,Floor Cover,Unit No,Floor,Living Area,Number of Bedrooms,Number of Bathrooms,Permit Number,Latitude,Longitude,Condo Bldg,Disaster Permit,Disaster Permit Type,Disaster Permit Description
33043-000-000,100 PORTER DR PANAMA CITY BEACH 32413,OFFICE BLD (001700),3003,1,1967,OFFICE LOW,COMMON BRK; AVERAGE,MODULAR MT,PLYWOOD; DRYWALL,,SHT VINYL; CARPET,,,,,,,30.228395,-85.881165,,FALSE,,
33021-000-000,16500 PC BCH PKWY PANAMA CITY BEACH 32413,OFFICE BLD (001700),3474,2,2005,OFFICE LOW,ABOVE AVE; WD FR STUC,STAND SEAM,DRYWALL,WOOD FRAME,CLAY TILE,,,,,,,30.228458,-85.881662,,FALSE,,
32986-000-000,16790 PANAMA CITY BEACH PKWY PANAMA CITY BEACH 32413,OFFICE BLD (001700),1056,1,1977,OFFICE LOW,WD FR STUC,MODULAR MT,DRYWALL,WOOD FRAME,SHT VINYL; CARPET,,,,,,,30.228854,-85.883018,,FALSE,,
32832-000-000,130 ARNOLD RD N PANAMA CITY BEACH 32413,OFFICE BLD (001700),2160,1,1995,OFFICE LOW,WD FR STUC,COMP SHNGL,DRYWALL,WOOD FRAME,CARPET,,,,,,,30.232261,-85.886428,,FALSE,,
32781-010-000,16215 PC BCH PKWY PANAMA CITY BEACH 32413,OFFICE BLD (001700),3738,1,2000,OFFICE LOW,WD FR STUC,STAND SEAM,DRYWALL,STEEL,CARPET,,,,,,,30.22674,-85.880124,,FALSE,,
32765-000-000,17280 FRONT BEACH RD PANAMA CITY BEACH 32413,OFFICE BLD (001700),864,1,1988,OFFICE LOW,ABOVE AVE,STAND SEAM,PLYWOOD,WOOD FRAME,CONC FINSH,,,,,,"['2010667', '200943']",30.225627,-85.895204,,FALSE,,
32634-000-000,14822 BAYVIEW CIR PANAMA CITY BEACH 32413,OFFICE BLD (001700),1400,1,1935,OFFICE LOW,SINGLE SID,MINIMUM,WALL BD/WD,WOOD FRAME,PINE WOOD; CARPET,,,,,,,30.292817,-85.85815,,FALSE,,
32546-000-000,14856 BAYVIEW CIR PANAMA CITY BEACH 32413,OFFICE BLD (001700),1800,2,2007,OFFICE LOW,ABOVE AVE; CB STUCCO,MODULAR MT,DRYWALL,MASONARY,CARPET,,,,,,,30.293074,-85.858339,,FALSE,,
32546-000-000,14856 BAYVIEW CIR PANAMA CITY BEACH 32413,OFFICE BLD (001700),1092,1,1980,OFFICE LOW,BD/BATTEN,MODULAR MT,CUST PANEL,WOOD FRAME,VINYL PLNK,,,,,,,30.293074,-85.858339,,FALSE,,
32325-000-000,5625 THOMAS DR PANAMA CITY BEACH 32408,OFFICE BLD (001700),1268,1,1954,OFFICE LOW,CB STUCCO,BUILT-UP,DRYWALL; MINIMUM,,CLAY TILE,,,,,,,30.145711,-85.758894,,FALSE,,
32104-000-000,5912 THOMAS DR PANAMA CITY BEACH 32408,OFFICE BLD (001700),3044,1,1986,OFFICE LOW,WD FR STUC,BUILT-UP,DRYWALL,WOOD FRAME,CARPET,,,,,,"['10-1074', '9614135']",30.148379,-85.761233,,FALSE,,
31562-000-000,3702 THOMAS DR PANAMA CITY BEACH 32408,OFFICE BLD (001700),4860,2,1984,OFFICE LOW,WD FR STUC,CLAY TILE,DRYWALL,WOOD FRAME,SHT VINYL; CARPET,,,,,,,30.145297,-85.749918,,FALSE,,
31433-010-000,5121 THOMAS DR PANAMA CITY BEACH 32408,OFFICE BLD (001700),1532,1,1971,OFFICE LOW,CONC BLOCK,BUILT-UP,PLYWOOD,MASONARY,SHT VINYL; CARPET,,,,,,['9401037'],30.141741,-85.753847,,FALSE,,
31370-021-000,4000 MARRIOTT DR PANAMA CITY BEACH 32408,OFFICE BLD (001700),2520,1,2001,OFFICE LOW,CB STUCCO,STAND SEAM,DRYWALL,MASONARY,CLAY TILE,,,,,,,30.141747,-85.726487,,FALSE,,
31306-003-000,2921 PRESERVE BLVD PANAMA CITY BEACH 32408,OFFICE BLD (001700),2964,1.5,1997,OFFICE LOW,WD FR STUC,CLAY TILE,DRYWALL; CUST PANEL,WOOD FRAME,CARPET; HARDTILE,,,,,,,30.152492,-85.724772,,FALSE,,
31240-010-050,4408 DELWOOD LN PANAMA CITY BEACH 32408,OFFICE BLD (001700),2278,1,1974,OFFICE LOW,WD FR STUC,ENG SHINGL,PLYWOOD,WOOD FRAME,HARDWOOD,,,,,,,30.156013,-85.728321,,FALSE,,
31240-010-050,4408 DELWOOD LN PANAMA CITY BEACH 32408,OFFICE BLD (001700),14000,1,1974,OFFICE LOW,WD FR STUC; AL SIDING,POLY TPO,DRYWALL,STEEL,CLAY TILE,,,,,,,30.156013,-85.728321,,FALSE,,
31101-000-000,2400 THOMAS DR PANAMA CITY BEACH 32408,OFFICE BLD (001700),1810,1,1983,OFFICE LOW,PREFIN MTL,MODULAR MT,DRYWALL,STEEL,CONC FINSH,,,,,,,30.160761,-85.754377,,FALSE,,
30935-010-000,2605 THOMAS DR PANAMA CITY BEACH 32408,OFFICE BLD (001700),24852,2,1986,OFFICE LOW,WD FR STUC,POLY TPO,DRYWALL,STEEL,CARPET,,,,,,"['CB19-00133', 'DIS19-08652', 'DIS18-0902', '2355', 'RF604', 'RF606', '92348', '92348', '918277']",30.157335,-85.751141,,TRUE,"['ROOF', 'ROOF']","['COMM RE-ROOF 150 SQ', 'COMM REPLACMENT ROOF 60SQ']"
30933-001-000,5918 MAGNOLIA BEACH RD PANAMA CITY BEACH 32408,OFFICE BLD (001700),9840,1.5,2009,OFFICE LOW,CB STUCCO; STONE,STAND SEAM,DRYWALL,MASONARY,CLAY TILE; CARPET,,,,,,"['CB20-00130', '09-0739', '09-0803', '09-0337']",30.159354,-85.749869,,FALSE,,
30884-000-000,6104 THOMAS DR PANAMA CITY BEACH 32408,OFFICE BLD (001700),1040,1,1988,OFFICE LOW,WD FR STUC,MODULAR MT,DRYWALL,WOOD FRAME,SHT VINYL; CARPET,,,,,,,30.149789,-85.762947,,FALSE,,
30884-000-000,6104 THOMAS DR PANAMA CITY BEACH 32408,OFFICE BLD (001700),1795,1,2012,OFFICE LOW,WD FR STUC,MODULAR MT,DRYWALL,STEEL,CARPET; HARDTILE,,,,,,,30.149789,-85.762947,,FALSE,,
30808-170-000,7402 THOMAS DR PANAMA CITY BEACH 32408,OFFICE BLD (001700),960,1,1982,OFFICE LOW,WD FR STUC,ENG SHINGL,DRYWALL,WOOD FRAME,CARPET,,,,,,,30.159954,-85.776978,,FALSE,,
30769-000-000,6816 THOMAS DR PANAMA CITY BEACH 32408,OFFICE BLD (001700),1350,1,1984,OFFICE LOW,PREFAB PNL,ENG SHINGL,DRYWALL,WOOD FRAME,SHT VINYL; CARPET,,,,,,"['17-0030', '9514205']",30.15578,-85.770625,,FALSE,,
30766-020-000,6906 THOMAS DR PANAMA CITY BEACH 32408,OFFICE BLD (001700),2512,1,1983,OFFICE LOW,WD FR STUC,ENG SHINGL,DRYWALL,WOOD FRAME,CARPET,,,,,,"['18-01280', '10478']",30.15631,-85.771315,,FALSE,,
30759-000-000,6815 THOMAS DR PANAMA CITY BEACH 32408,OFFICE BLD (001700),668,1,1997,OFFICE LOW,BD/BATTEN,ENG SHINGL,CUST PANEL,WOOD FRAME,CARPET,,,,,,"['DIS19-04985', '9612161']",30.155351,-85.770958,,TRUE,['ROOF'],['REPLACEMENT ROOF 16SQ']
30694-000-000,6504 THOMAS DR PANAMA CITY BEACH 32408,OFFICE BLD (001700),2608,2,1989,OFFICE LOW,CB STUCCO; ABOVE AVE,ENG SHINGL,DRYWALL,MASONARY,CARPET,,,,,,"['DIS18-0338', '17-0144']",30.153003,-85.766703,,TRUE,['ROOF'],"['COMM RE-ROOF 25SQ $7,500.00']"
30668-000-000,6530 THOMAS DR PANAMA CITY BEACH 32408,OFFICE BLD (001700),594,1,1988,OFFICE LOW,WD FR STUC,MODULAR MT,PLYWOOD,WOOD FRAME,CLAY TILE,,,,,,['RF015'],30.153554,-85.767604,,FALSE,,
30574-000-000,5917 GULF DR PANAMA CITY BEACH 32408,OFFICE BLD (001700),1248,1,2018,OFFICE LOW,AVERAGE,MINIMUM,DECORATIVE,WOOD FRAME,CORK/VTILE,,,,,,,30.148329,-85.763109,,FALSE,,
30538-010-000,7900 THOMAS DR PANAMA CITY BEACH 32408,OFFICE BLD (001700),1760,1,1983,OFFICE LOW,WD FR STUC,BUILT-UP,DRYWALL,WOOD FRAME,SHT VINYL; CARPET,,,,,,,30.161552,-85.779281,,FALSE,,
30538-000-000,7902 THOMAS DR PANAMA CITY BEACH 32408,OFFICE BLD (001700),1063,1,1961,OFFICE LOW,WD FR STUC,MODULAR MT,PLYWOOD; DRYWALL,MASONARY,CLAY TILE,,,,,,"['DIS19-11369', 'B708', '9511537']",30.161634,-85.779403,,TRUE,['ROOF'],['DAMAGED ROOF REPAIR']
30508-000-000,7509 THOMAS DR PANAMA CITY BEACH 32408,OFFICE BLD (001700),1102,1,2002,OFFICE LOW,WD FR STUC,STAND SEAM,DRYWALL,WOOD FRAME,HARDWOOD,,,,,,,30.160282,-85.778604,,FALSE,,
30490-000-000,7911 THOMAS DR PANAMA CITY BEACH 32408,OFFICE BLD (001700),4199,1,1985,OFFICE LOW,WD FR STUC,CLAY TILE,DRYWALL,WOOD FRAME,CARPET,,,,,,,30.161367,-85.780279,,FALSE,,
30339-000-000,8212 THOMAS DR PANAMA CITY BEACH 32408,OFFICE BLD (001700),5025,1,1985,OFFICE LOW,AVERAGE; WD FR STUC,COMP SHNGL,DRYWALL,WOOD FRAME,CARPET; CLAY TILE,,,,,,"['17-0003', '9607329', '9501014', '9211758']",30.164097,-85.783072,,FALSE,,
30264-000-000,8500 THOMAS DR PANAMA CITY BEACH 32408,OFFICE BLD (001700),180,1,1989,OFFICE LOW,CONC BLOCK,ENG SHINGL,MINIMUM,MASONARY,CONC FINSH,,,,,,,30.166248,-85.786231,,FALSE,,
30264-000-000,8500 THOMAS DR PANAMA CITY BEACH 32408,OFFICE BLD (001700),494,1,1989,REC FACIL,PREFAB PNL,ENG SHINGL,PLYWOOD,,CARPET,,,,,,,30.166248,-85.786231,,FALSE,,
30235-054-000,2525 ALLISON AVE PANAMA CITY BEACH 32408,OFFICE BLD (001700),1786,1,1974,PREF M B R,PREFIN MET,MINIMUM,NONE,STEEL,CONC FINSH,,,,,,,30.174878,-85.78709,,FALSE,,
30201-031-040,2827 JOAN AVE C PANAMA CITY BEACH 32408,OFFICE BLD (001700),1515,1,2000,OFFICE LOW,AVERAGE,MINIMUM,DRYWALL,WOOD FRAME,CARPET; CLAY TILE,,,,,,,30.171182,-85.790318,,FALSE,,
30201-031-030,2827 JOAN AVE A-1&2 PANAMA CITY BEACH 32408,OFFICE BLD (001700),2428,1,2000,OFFICE LOW,AVERAGE,MINIMUM,DRYWALL,WOOD FRAME,CORK/VTILE,,,,,,,30.171172,-85.790022,,FALSE,,
30201-031-020,2827 JOAN AVE D PANAMA CITY BEACH 32408,OFFICE BLD (001700),2528,1,2000,OFFICE LOW,AVERAGE,MINIMUM,DRYWALL,WOOD FRAME,CARPET; CLAY TILE,,,,,,,30.171182,-85.790567,,FALSE,,
30201-031-010,2827 JOAN AVE B PANAMA CITY BEACH 32408,OFFICE BLD (001700),2436,1,2000,OFFICE LOW,AVERAGE,MINIMUM,DRYWALL,WOOD FRAME,CARPET,,,,,,['1383'],30.171158,-85.790204,,FALSE,,
30195-030-000,8101 THOMAS DR PANAMA CITY BEACH 32408,OFFICE BLD (001700),1026,1,1979,OFFICE LOW,WD FR STUC; STONE,ENG SHINGL,DRYWALL,WOOD FRAME,SHT VINYL; CARPET,,,,,,"['DIS19-09224', '9511787']",30.162634,-85.782046,,TRUE,['ROOF'],['RESIDENTIAL HURRICANE REPLACEM...']
30185-022-000,"8815 THOMAS DR A,B,C PANAMA CITY BEACH 32408",OFFICE BLD (001700),5412,2,1981,OFFICE LOW,CB STUCCO; WD FR STUC,BUILT-UP; ENG SHINGL,DRYWALL,MASONARY,SHT VINYL; CARPET,,,,,,"['R06-0449', '050']",30.170863,-85.794379,,FALSE,,
30165-052-000,1813 THOMAS DR PANAMA CITY BEACH 32408,OFFICE BLD (001700),3691,1.5,1998,OFFICE LOW,WD FR STUC,STAND SEAM,DRYWALL,WOOD FRAME,HARDWOOD; CARPET,,,,,,"['B-2034', '9713669', '9710653']",30.166966,-85.756538,,FALSE,,
30165-040-000,125 GWYN DR PANAMA CITY BEACH 32408,OFFICE BLD (001700),2502,1,1987,OFFICE LOW,PREFAB PNL,MODULAR MT,DRYWALL,WOOD FRAME,CLAY TILE; CARPET,,,,,,"['16-0002', '9509495', '9405030', '93-9059']",30.167184,-85.754872,,FALSE,,
30165-030-000,121 GWYN DR A-E PANAMA CITY BEACH 32408,OFFICE BLD (001700),3784,1,1985,OFFICE LOW,WD FR STUC,MODULAR MT; ENG SHINGL,PLYWOOD; DRYWALL,WOOD FRAME,CARPET,,,,,,"['16-0033', 'RF0785', 'B510', '9801560']",30.167128,-85.755252,,FALSE,,
30165-026-000,123 GWYN DR PANAMA CITY BEACH 32408,OFFICE BLD (001700),7779,1,1997,OFFICE LOW,WD FR STUC; PREFIN MTL,MODULAR MT,DRYWALL,STEEL,CARPET,,,,,,['9704629'],30.167143,-85.75572,,FALSE,,
30165-020-000,124 GWYN DR PANAMA CITY BEACH 32408,OFFICE BLD (001700),20040,1,1988,OFFICE LOW,MOD METAL; PRECAST PN,MODULAR MT,DRYWALL,STEEL,CARPET,,,,,,"['B2726', 'B149', 'B151']",30.166571,-85.754784,,FALSE,,
30165-020-000,124 GWYN DR PANAMA CITY BEACH 32408,OFFICE BLD (001700),7056,1,2000,OFFICE LOW,WD FR STUC; PREFIN MTL,STAND SEAM,DRYWALL,STEEL,CARPET,,,,,,"['B2726', 'B149', 'B151']",30.166571,-85.754784,,FALSE,,
30165-020-000,124 GWYN DR PANAMA CITY BEACH 32408,OFFICE BLD (001700),4756,1,2000,OFFICE LOW,WD FR STUC; PREFIN MTL,STAND SEAM,DRYWALL,STEEL,CARPET; HARDTILE,,,,,,"['B2726', 'B149', 'B151']",30.166571,-85.754784,,FALSE,,
30165-020-000,124 GWYN DR PANAMA CITY BEACH 32408,OFFICE BLD (001700),6750,1,2000,CC SLFSTOR,PREFIN MET,STAND SEAM,MINIMUM,STEEL,CONC FINSH,,,,,,"['B2726', 'B149', 'B151']",30.166571,-85.754784,,FALSE,,
30161-010-000,1717 THOMAS DR PANAMA CITY BEACH 32408,OFFICE BLD (001700),1196,1,1985,OFFICE LOW,WD FR STUC,ENG SHINGL,DRYWALL,WOOD FRAME,CONC FINSH,,,,,,['0973'],30.167685,-85.757005,,FALSE,,
30158-010-000,1300 THOMAS DR PANAMA CITY BEACH 32408,OFFICE BLD (001700),27456,1,1982,OFFICE LOW,PRECAST PN,STAND SEAM,DRYWALL,FIREPROOF,CLAY TILE; CARPET,,,,,,,30.171165,-85.760115,,FALSE,,
30153-040-000,2111 THOMAS DR PANAMA CITY BEACH 32408,OFFICE BLD (001700),12929,1,1981,OFFICE LOW,PREFIN MTL; WD FR STUC,MODULAR MT,DRYWALL,STEEL,SHT VINYL; CARPET,,,,,,,30.164068,-85.754825,,FALSE,,
30153-020-000,2211 THOMAS DR PANAMA CITY BEACH 32408,OFFICE BLD (001700),3024,2,1986,OFFICE LOW,ABOVE AVE,STAND SEAM,DRYWALL,STEEL,CARPET; HARDTILE,,,,,,,30.162819,-85.754476,,FALSE,,
30153-000-000,2023 THOMAS DR PANAMA CITY BEACH 32408,OFFICE BLD (001700),6174,2,2002,OFFICE LOW,WD FR STUC,CLAY TILE,DRYWALL,WOOD FRAME,CLAY TILE; CARPET,,,,,,"['RR20-00101', '93-8493', '9308493']",30.165089,-85.755531,,FALSE,,
30152-040-000,2020 THOMAS DR PANAMA CITY BEACH 32408,OFFICE BLD (001700),19400,1.5,1984,OFFICE LOW,WD FR STUC,STAND SEAM,DRYWALL; PLYWOOD,STEEL,CARPET; HARDTILE,,,,,,"['18-05490', '13-0148', '10-0384', '08-1387', 'B062068', 'B06-1647', 'S06-0051', '53493', '500029', 'RF373', '91-7436']",30.164849,-85.756566,,FALSE,,
30152-040-000,2020 THOMAS DR PANAMA CITY BEACH 32408,OFFICE BLD (001700),6250,1,1984,WAREH MINI,MOD METAL,MOD METAL,MINIMUM,STEEL,CONC FINSH,,,,,,"['18-05490', '13-0148', '10-0384', '08-1387', 'B062068', 'B06-1647', 'S06-0051', '53493', '500029', 'RF373', '91-7436']",30.164849,-85.756566,,FALSE,,
30152-015-000,2100 THOMAS DR PANAMA CITY BEACH 32408,OFFICE BLD (001700),5712,1,2006,OFFICE LOW,WD FR STUC,STAND SEAM,DRYWALL,WOOD FRAME,CONC FINSH,,,,,,"['500558', '500559']",30.164357,-85.75623,,FALSE,,
30152-015-000,2100 THOMAS DR PANAMA CITY BEACH 32408,OFFICE BLD (001700),1875,1,2006,OFFICE LOW,WD FR STUC,STAND SEAM,DRYWALL,WOOD FRAME,CARPET,,,,,,"['500558', '500559']",30.164357,-85.75623,,FALSE,,
30048-020-000,2993 10TH ST W PANAMA CITY 32401,OFFICE BLD (001700),3407,1,2007,STORE RETL,CB STUCCO,POLY TPO; STAND SEAM,DRYWALL,MASONARY,CARPET,,,,,,,30.167277,-85.701945,,FALSE,,
30048-010-000,2997 10TH ST W PANAMA CITY 32401,OFFICE BLD (001700),3690,1,2007,OFFICE LOW,CB STUCCO,POLY TPO,DRYWALL,MASONARY,CONC FINSH,,,,,,,30.167273,-85.702327,,FALSE,,
30028-000-000,2901 11TH ST W PANAMA CITY 32401,OFFICE BLD (001700),966,1,1959,OFFICE LOW,CB STUCCO,MODULAR MT,PLYWOOD; DRYWALL,WOOD FRAME,CORK/VTILE,,,,,,,30.167965,-85.700645,,FALSE,,
29984-000-000,1308 BECK AVE PANAMA CITY 32401,OFFICE BLD (001700),1646,1,1921,OFFICE LOW,VINYL,ENG SHINGL,DRYWALL,WOOD FRAME,PINE WOOD; CARPET,,,,,,,30.172657,-85.701226,,FALSE,,
29984-000-000,1308 BECK AVE PANAMA CITY 32401,OFFICE BLD (001700),1008,1,1953,SERV SHOP,CONC BLOCK,COMP SHNGL,MINIMUM; DRYWALL,MASONARY,TERRAZZO,,,,,,,30.172657,-85.701226,,FALSE,,
29974-000-000,1314 BAYVIEW AVE PANAMA CITY 32401,OFFICE BLD (001700),1912,1,1955,OFFICE LOW,AVERAGE; COMMON BRK,ENG SHINGL,DRYWALL,WOOD FRAME,HARDWOOD,,,,,,,30.172501,-85.702326,,FALSE,,
29836-000-000,2602 11TH ST W PANAMA CITY 32401,OFFICE BLD (001700),2576,1,1959,OFFICE LOW,CONC BLOCK; PREFAB PNL,COMP SHNGL,MINIMUM; PLYWOOD,MASONARY,TERRAZZO,,,,,,,30.168426,-85.69766,,FALSE,,
29809-000-000,2816 11TH ST W PANAMA CITY 32401,OFFICE BLD (001700),6568,1,1960,OFFICE LOW,CONC BLOCK; COMMON BRK,POLY TPO,DRYWALL; CUST PANEL,MASONARY,CONC FINSH,,,,,,,30.168423,-85.700257,,FALSE,,
29681-000-000,2814 15TH ST W PANAMA CITY 32401,OFFICE BLD (001700),5320,1,1988,OFFICE MED,WD FR STUC,MODULAR MT,DRYWALL,WOOD FRAME,SHT VINYL; CARPET,,,,,,,30.175198,-85.700156,,FALSE,,
29670-000-000,2809 15TH ST W PANAMA CITY 32401,OFFICE BLD (001700),8640,2,1986,OFFICE LOW,CB STUCCO; CEDAR,MODULAR MT,DRYWALL,MASONARY,CARPET,,,,,,,30.175127,-85.69978,,FALSE,,
29657-010-000,2711 15TH ST W PANAMA CITY 32401,OFFICE BLD (001700),4374,1,1976,OFFICE LOW,CB STUCCO,BUILT-UP,DRYWALL,MASONARY,CARPET,,,,,,,30.175077,-85.699111,,FALSE,,
29657-000-000,2711 15TH ST W PANAMA CITY 32401,OFFICE BLD (001700),6577,1.5,1964,OFFICE LOW,COMMON BRK,BUILT-UP,DRYWALL; PLYWOOD,MASONARY,CARPET,,,,,,,30.175077,-85.699111,,FALSE,,
29647-000-000,2505 15TH ST W PANAMA CITY 32401,OFFICE BLD (001700),27313,1,1941,OFFICE LOW,CONC BLOCK; CB STUCCO,BUILT-UP,DRYWALL,MASONARY,CORK/VTILE; CARPET,,,,,,,30.174752,-85.697005,,FALSE,,
29646-000-000,2105 15TH ST W PANAMA CITY 32401,OFFICE BLD (001700),3984,1,1945,OFFICE LOW,CB STUCCO,ENG SHINGL; MODULAR MT,PLASTER; PLYWOOD,MASONARY,SHT VINYL; CARPET,,,,,,,30.174825,-85.692826,,FALSE,,
29587-000-000,2415 15TH ST W PANAMA CITY 32401,OFFICE BLD (001700),1196,1,1950,OFFICE LOW,VINYL; ABOVE AVE,ENG SHINGL,DRYWALL,WOOD FRAME,VINYL PLNK,,,,,,,30.175027,-85.695913,,FALSE,,
29560-000-000,1515 FRANKFORD AVE PANAMA CITY 32405,OFFICE BLD (001700),3168,1.5,1967,OFFICE LOW,CONC BLOCK,BUILT-UP,DRYWALL,MASONARY,CONC FINSH; CORK/VTILE,,,,,,,30.17564,-85.692144,,FALSE,,
29560-000-000,1515 FRANKFORD AVE PANAMA CITY 32405,OFFICE BLD (001700),3272,2,1972,OFFICE LOW,CB STUCCO; STONE,BUILT-UP,DRYWALL,MASONARY,VINYL PLNK,,,,,,,30.17564,-85.692144,,FALSE,,
29536-000-000,2500 15TH ST W PANAMA CITY 32405,OFFICE BLD (001700),2018,1,1940,OFFICE LOW,CB STUCCO; STONE,MODULAR MT,DRYWALL,MASONARY,HARDWOOD; CLAY TILE,,,,,,,30.17566,-85.696599,,FALSE,,
29527-000-000,2612 15TH ST W PANAMA CITY 32405,OFFICE BLD (001700),2908,1,1969,OFFICE LOW,CB STUCCO,STAND SEAM,PLYWOOD; DRYWALL,MASONARY,SHT VINYL; CARPET,,,,,,,30.175653,-85.698093,,FALSE,,
29527-000-000,2612 15TH ST W PANAMA CITY 32405,OFFICE BLD (001700),3000,1.5,2007,OFFICE LOW,PREFIN MTL,STAND SEAM,DRYWALL,STEEL,CONC FINSH,,,,,,,30.175653,-85.698093,,FALSE,,
29514-000-000,2714 15TH ST W PANAMA CITY 32405,OFFICE BLD (001700),8365,2,2018,EXCEP OFFC,ABOVE AVE,STAND SEAM,DRYWALL,WOOD FRAME,CONC FINSH; VINYL PLNK,,,,,,,30.175786,-85.699107,,FALSE,,
29507-000-000,1522 CHESTNUT AVE PANAMA CITY 32405,OFFICE BLD (001700),1988,1,1947,OFFICE LOW,CB STUCCO,MODULAR MT,PLYWOOD; DRYWALL,MASONARY,VINYL ASB; CARPET,,,,,,,30.176865,-85.700259,,FALSE,,
29132-000-000,3213 HWY 98 W PANAMA CITY 32401,OFFICE BLD (001700),920,1,1942,OFFICE LOW,PREFIN MTL,MODULAR MT,DRYWALL,STEEL,CARPET,,,,,,,30.180151,-85.704351,,FALSE,,
29125-000-000,3201 HWY 98 W PANAMA CITY 32401,OFFICE BLD (001700),1196,1,1941,OFFICE LOW,PREFAB PNL,MODULAR MT,DRYWALL,WOOD FRAME,HARDWOOD,,,,,,,30.180151,-85.704351,,FALSE,,
29104-000-000,3303 HWY 98 W PANAMA CITY 32401,OFFICE BLD (001700),857,1,2013,OFFICE LOW,COMMON BRK; PREFIN MTL,MODULAR MT,DRYWALL,STEEL,HARDWOOD,,,,,,,30.18023,-85.705208,,FALSE,,
28999-000-000,1818 MICHIGAN AVE PANAMA CITY 32405,OFFICE BLD (001700),2500,1,1947,OFFICE LOW,CB STUCCO,STAND SEAM,DRYWALL,MASONARY,CARPET,,,,,,,30.182105,-85.708317,,FALSE,,
28950-000-000,1610 BECK AVE PANAMA CITY 32405,OFFICE BLD (001700),2900,1,1961,OFFICE LOW,CONC BLOCK; COMMON BRK,POLY TPO,DRYWALL,MASONARY,TERRAZZO; CARPET,,,,,,,30.178371,-85.701172,,FALSE,,
28949-000-000,1608 BECK AVE PANAMA CITY 32405,OFFICE BLD (001700),1181,1,1985,OFFICE LOW,WD FR STUC,STAND SEAM,PLYWOOD,WOOD FRAME,CARPET,,,,,,,30.177844,-85.70143,,FALSE,,
28929-000-000,1700 BAYVIEW DR PANAMA CITY 32405,OFFICE BLD (001700),5046,1,1970,OFFICE LOW,CB STUCCO; PREFIN MTL,MODULAR MT,MINIMUM; PLYWOOD,STEEL,CARPET,,,,,,,30.179809,-85.702206,,FALSE,,
28921-000-000,3101 HWY 98 W PANAMA CITY 32401,OFFICE BLD (001700),10000,1,1940,OFFICE LOW,COMMON BRK,STAND SEAM,DRYWALL,MASONARY,SHT VINYL; CARPET,,,,,,,30.179286,-85.70295,,FALSE,,
28921-000-000,3101 HWY 98 W PANAMA CITY 32401,OFFICE BLD (001700),688,1,1950,OFFICE LOW,CONC BLOCK,STAND SEAM,DRYWALL,MASONARY,VINYL ASB,,,,,,,30.179286,-85.70295,,FALSE,,
28919-000-000,3218 HWY 98 BUS W PANAMA CITY 32405,OFFICE BLD (001700),3216,1,1978,OFFICE LOW,COMMON BRK; GLASS THRM,ENG SHINGL,MINIMUM; CUST PANEL,MASONARY,HARDTILE,,,,,,,30.180794,-85.704244,,FALSE,,
28884-000-000,1848 BECK AVE PANAMA CITY 32405,OFFICE BLD (001700),2340,1,1964,OFFICE LOW,CONC BLOCK,BUILT-UP,PLASTER; PLYWOOD,REIN CONC,TERRAZZO; CARPET,,,,,,,30.182492,-85.701042,,FALSE,,
28883-000-000,1814 BECK AVE PANAMA CITY 32405,OFFICE BLD (001700),3201,1,1972,OFFICE LOW,COMMON BRK; VINYL,ENG SHINGL,PLYWOOD; DRYWALL,WOOD FRAME,CARPET,,,,,,,30.182203,-85.701083,,FALSE,,
28883-000-000,1814 BECK AVE PANAMA CITY 32405,OFFICE BLD (001700),1676,1,1997,WAREH STOR,VINYL,ENG SHINGL,WALL BD/WD,WOOD FRAME,CONC FINSH,,,,,,,30.182203,-85.701083,,FALSE,,
28883-000-000,1814 BECK AVE PANAMA CITY 32405,OFFICE BLD (001700),160,1,1997,WAREH STOR,VINYL,ENG SHINGL,WALL BD/WD,WOOD FRAME,CONC FINSH,,,,,,,30.182203,-85.701083,,FALSE,,
28883-000-000,1814 BECK AVE PANAMA CITY 32405,OFFICE BLD (001700),2128,2,1999,WAREH STOR,VINYL,ENG SHINGL,DRYWALL,WOOD FRAME,CONC FINSH,,,,,,,30.182203,-85.701083,,FALSE,,
28878-000-000,1802 BECK AVE PANAMA CITY 32405,OFFICE BLD (001700),1674,1,1950,OFFICE LOW,WD FR STUC,MODULAR MT,DRYWALL,WOOD FRAME,CONC FINSH; SHT VINYL,,,,,,,30.181192,-85.701115,,FALSE,,
28477-070-000,2611 23RD ST W PANAMA CITY 32405,OFFICE BLD (001700),12526,1,1975,OFFICE LOW,CEDAR; COMMON BRK,ENG SHINGL; CLAY TILE,PLYWOOD; DRYWALL,WOOD FRAME,SHT VINYL; CARPET,,,,,,,30.189286,-85.697935,,FALSE,,
28477-070-000,2611 23RD ST W PANAMA CITY 32405,OFFICE BLD (001700),2365,1,2012,RES F/FOOD,WD FR STUC,MODULAR MT,DRYWALL,WOOD FRAME,SHT VINYL; CARPET,,,,,,,30.189286,-85.697935,,FALSE,,
28477-060-000,2605 23RD ST W PANAMA CITY 32405,OFFICE BLD (001700),8625,1,1975,STORE RETL,COMMON BRK; PREFIN MTL,STAND SEAM,PLYWOOD; DRYWALL,STEEL,SHT VINYL; CARPET,,,,,,,30.189196,-85.697329,,FALSE,,
