,theta1mean,theta1sd,theta1hdi_2.5%,theta1hdi_97.5%,theta1mcse_mean,theta1mcse_sd,theta1ess_bulk,theta1ess_tail,theta1r_hat,theta2mean,theta2sd,theta2hdi_2.5%,theta2hdi_97.5%,theta2mcse_mean,theta2mcse_sd,theta2ess_bulk,theta2ess_tail,theta2r_hat,draws,burn,tune,target_accept
0,162.32399999999998,3.674,0.931,1.015,0.0,0.0,4819.0,4876.0,1.0,0.222,0.016,0.192,0.253,0.0,0.0,4845.0,5659.0,1.0,10000,1000,1000,0.95
