ID,Lat,,Vg_mph,Vsus_mph,Lon
143206,27.450001,97.589996,62.05,48.36,-97.589996
143207,27.450001,97.599998,61.62,48.03,-97.599998
143208,27.450001,97.610001,61.21,47.7,-97.610001
143209,27.450001,97.620003,60.8,47.38,-97.620003
143210,27.450001,97.629997,60.38,47.05,-97.629997
143211,27.450001,97.639999,59.96,46.73,-97.639999
143212,27.450001,97.650002,59.56,46.41,-97.650002
143213,27.450001,97.660004,59.15,46.09,-97.660004
143214,27.450001,97.669998,58.77,45.79,-97.669998
143215,27.450001,97.68,58.41,45.5,-97.68
143216,27.450001,97.690002,58.04,45.21,-97.690002
143217,27.450001,97.699997,57.68,44.93,-97.699997
143218,27.450001,97.709999,57.32,44.65,-97.709999
143219,27.450001,97.720001,56.96,44.37,-97.720001
143220,27.450001,97.730003,56.55,44.05,-97.730003
143221,27.450001,97.739998,56.14,43.73,-97.739998
143222,27.450001,97.75,55.74,43.41,-97.75
143223,27.450001,97.760002,55.33,43.09,-97.760002
143224,27.450001,97.769997,54.92,42.76,-97.769997
143225,27.450001,97.779999,54.51,42.44,-97.779999
143226,27.450001,97.790001,54.08,42.11,-97.790001
143227,27.450001,97.800003,53.66,41.78,-97.800003
143228,27.450001,97.809998,53.24,41.45,-97.809998
143229,27.450001,97.82,52.82,41.11,-97.82
143230,27.450001,97.824997,52.6,40.95,-97.824997
143231,27.459999,97.290001,81.62,65.07,-97.290001
143232,27.459999,97.300003,81.23,65.13,-97.300003
143233,27.459999,97.309998,81.1,65.65,-97.309998
143234,27.459999,97.370003,75.06,59.56,-97.370003
143235,27.459999,97.379997,74.59,59.31,-97.379997
143236,27.459999,97.389999,74.03,58.9,-97.389999
143237,27.459999,97.400002,73.41,58.38,-97.400002
143238,27.459999,97.410004,72.53,57.43,-97.410004
143239,27.459999,97.419998,70.76,55.21,-97.419998
143240,27.459999,97.43,70.18,54.76,-97.43
143241,27.459999,97.440002,69.62,54.31,-97.440002
143242,27.459999,97.449997,69.06,53.87,-97.449997
143243,27.459999,97.459999,68.49,53.42,-97.459999
143244,27.459999,97.470001,67.94,53,-97.470001
143245,27.459999,97.480003,67.42,52.58,-97.480003
143246,27.459999,97.489998,68.7,55.81,-97.489998
143247,27.459999,97.510002,65.87,51.36,-97.510002
143248,27.459999,97.519997,65.36,50.96,-97.519997
143249,27.459999,97.529999,64.88,50.59,-97.529999
143250,27.459999,97.540001,64.41,50.22,-97.540001
143251,27.459999,97.550003,63.93,49.84,-97.550003
143252,27.459999,97.559998,63.48,49.49,-97.559998
143253,27.459999,97.57,63.03,49.13,-97.57
143254,27.459999,97.580002,62.58,48.78,-97.580002
143255,27.459999,97.589996,62.15,48.44,-97.589996
143256,27.459999,97.599998,61.72,48.11,-97.599998
143257,27.459999,97.610001,61.3,47.78,-97.610001
143258,27.459999,97.620003,60.9,47.46,-97.620003
143259,27.459999,97.629997,60.48,47.13,-97.629997
143260,27.459999,97.639999,60.06,46.8,-97.639999
143261,27.459999,97.650002,59.66,46.48,-97.650002
143262,27.459999,97.660004,59.25,46.17,-97.660004
143263,27.459999,97.669998,58.87,45.86,-97.669998
143264,27.459999,97.68,58.5,45.57,-97.68
143265,27.459999,97.690002,58.12,45.28,-97.690002
143266,27.459999,97.699997,57.76,44.99,-97.699997
143267,27.459999,97.709999,57.4,44.71,-97.709999
143268,27.459999,97.720001,57.04,44.43,-97.720001
143269,27.459999,97.730003,56.64,44.12,-97.730003
143270,27.459999,97.739998,56.23,43.79,-97.739998
143271,27.459999,97.75,55.82,43.47,-97.75
143272,27.459999,97.760002,55.41,43.15,-97.760002
143273,27.459999,97.769997,55,42.83,-97.769997
143274,27.459999,97.779999,54.59,42.51,-97.779999
143275,27.459999,97.790001,54.17,42.18,-97.790001
143276,27.459999,97.800003,53.75,41.85,-97.800003
143277,27.459999,97.809998,53.33,41.52,-97.809998
143278,27.459999,97.82,52.91,41.19,-97.82
143279,27.469999,97.279999,82.85,65.97,-97.279999
143280,27.469999,97.290001,82.36,65.89,-97.290001
143281,27.469999,97.300003,82.22,66.39,-97.300003
143282,27.469999,97.309998,86.38,70.95,-97.309998
143283,27.469999,97.360001,75.77,60.14,-97.360001
143284,27.469999,97.370003,75.47,60.11,-97.370003
143285,27.469999,97.379997,75.09,60.03,-97.379997
143286,27.469999,97.389999,74.73,59.96,-97.389999
143287,27.469999,97.400002,74.16,59.54,-97.400002
143288,27.469999,97.410004,73.5,58.96,-97.410004
143289,27.469999,97.419998,72.28,57.42,-97.419998
143290,27.469999,97.43,70.3,54.85,-97.43
143291,27.469999,97.440002,69.73,54.4,-97.440002
143292,27.469999,97.449997,69.19,53.98,-97.449997
143293,27.469999,97.459999,68.62,53.53,-97.459999
143294,27.469999,97.470001,68.08,53.1,-97.470001
143295,27.469999,97.480003,67.54,52.68,-97.480003
143296,27.469999,97.489998,67.01,52.26,-97.489998
143297,27.469999,97.5,66.49,51.85,-97.5
143298,27.469999,97.510002,65.98,51.45,-97.510002
143299,27.469999,97.519997,65.48,51.06,-97.519997
143300,27.469999,97.529999,65,50.68,-97.529999
143301,27.469999,97.540001,64.52,50.31,-97.540001
143302,27.469999,97.550003,64.04,49.93,-97.550003
143303,27.469999,97.559998,63.59,49.57,-97.559998
143304,27.469999,97.57,63.13,49.22,-97.57
143305,27.469999,97.580002,62.68,48.86,-97.580002
143306,27.469999,97.589996,62.25,48.52,-97.589996
143307,27.469999,97.599998,61.82,48.19,-97.599998
143308,27.469999,97.610001,61.4,47.85,-97.610001
143309,27.469999,97.620003,60.99,47.53,-97.620003
143310,27.469999,97.629997,60.58,47.21,-97.629997
143311,27.469999,97.639999,60.16,46.88,-97.639999
143312,27.469999,97.650002,59.75,46.56,-97.650002
143313,27.469999,97.660004,59.34,46.24,-97.660004
143314,27.469999,97.669998,58.95,45.93,-97.669998
143315,27.469999,97.68,58.58,45.64,-97.68
143316,27.469999,97.690002,58.2,45.34,-97.690002
143317,27.469999,97.699997,57.83,45.05,-97.699997
143318,27.469999,97.709999,57.47,44.77,-97.709999
143319,27.469999,97.720001,57.11,44.49,-97.720001
143320,27.469999,97.730003,56.72,44.18,-97.730003
143321,27.469999,97.739998,56.31,43.86,-97.739998
143322,27.469999,97.75,55.9,43.54,-97.75
143323,27.469999,97.760002,55.49,43.22,-97.760002
143324,27.469999,97.769997,55.09,42.9,-97.769997
143325,27.469999,97.779999,54.68,42.57,-97.779999
143326,27.469999,97.790001,54.26,42.25,-97.790001
143327,27.469999,97.800003,53.84,41.92,-97.800003
143328,27.469999,97.809998,53.42,41.59,-97.809998
143329,27.48,97.279999,83.55,66.73,-97.279999
143330,27.48,97.290001,83.2,66.9,-97.290001
143331,27.48,97.300003,83.76,68.38,-97.300003
143332,27.48,97.360001,76.34,60.79,-97.360001
143333,27.48,97.370003,75.89,60.77,-97.370003
143334,27.48,97.379997,75.85,61.17,-97.379997
143335,27.48,97.389999,75.97,61.82,-97.389999
143336,27.48,97.400002,77.32,63.88,-97.400002
143337,27.48,97.410004,76.18,62.79,-97.410004
143338,27.48,97.419998,74.97,61.53,-97.419998
143339,27.48,97.43,72.17,57.65,-97.43
143340,27.48,97.440002,69.85,54.49,-97.440002
143341,27.48,97.449997,69.3,54.06,-97.449997
143342,27.48,97.459999,68.75,53.63,-97.459999
143343,27.48,97.470001,68.2,53.2,-97.470001
143344,27.48,97.480003,67.67,52.78,-97.480003
143345,27.48,97.489998,67.13,52.36,-97.489998
143346,27.48,97.5,66.6,51.94,-97.5
143347,27.48,97.510002,66.09,51.54,-97.510002
143348,27.48,97.519997,65.59,51.15,-97.519997
143349,27.48,97.529999,65.11,50.77,-97.529999
143350,27.48,97.540001,64.63,50.39,-97.540001
143351,27.48,97.550003,64.15,50.02,-97.550003
143352,27.48,97.559998,63.69,49.66,-97.559998
143353,27.48,97.57,63.24,49.3,-97.57
143354,27.48,97.580002,62.78,48.94,-97.580002
143355,27.48,97.589996,62.35,48.6,-97.589996
143356,27.48,97.599998,61.92,48.26,-97.599998
143357,27.48,97.610001,61.49,47.92,-97.610001
143358,27.48,97.620003,61.08,47.6,-97.620003
143359,27.48,97.629997,60.67,47.28,-97.629997
143360,27.48,97.639999,60.25,46.95,-97.639999
143361,27.48,97.650002,59.84,46.63,-97.650002
143362,27.48,97.660004,59.43,46.31,-97.660004
143363,27.48,97.669998,59.04,46,-97.669998
143364,27.48,97.68,58.66,45.7,-97.68
143365,27.48,97.690002,58.28,45.4,-97.690002
143366,27.48,97.699997,57.91,45.11,-97.699997
143367,27.48,97.709999,57.54,44.83,-97.709999
143368,27.48,97.720001,57.18,44.54,-97.720001
143369,27.48,97.730003,56.79,44.24,-97.730003
143370,27.48,97.739998,56.39,43.92,-97.739998
143371,27.48,97.75,55.98,43.6,-97.75
143372,27.48,97.760002,55.57,43.28,-97.760002
143373,27.48,97.769997,55.16,42.96,-97.769997
143374,27.48,97.779999,54.75,42.63,-97.779999
143375,27.48,97.790001,54.34,42.31,-97.790001
143376,27.48,97.800003,53.92,41.98,-97.800003
143377,27.49,97.269997,84.82,67.64,-97.269997
143378,27.49,97.279999,84.37,67.69,-97.279999
143379,27.49,97.290001,84.54,68.66,-97.290001
143380,27.49,97.309998,83.3,67.99,-97.309998
143381,27.49,97.360001,76.72,61.08,-97.360001
143382,27.49,97.370003,76.55,61.53,-97.370003
143383,27.49,97.379997,77.28,63.23,-97.379997
143384,27.49,97.440002,72.41,58.46,-97.440002
143385,27.49,97.449997,69.4,54.14,-97.449997
143386,27.49,97.459999,68.85,53.71,-97.459999
143387,27.49,97.470001,68.3,53.28,-97.470001
143388,27.49,97.480003,67.78,52.87,-97.480003
143389,27.49,97.489998,67.25,52.45,-97.489998
143390,27.49,97.5,66.71,52.03,-97.5
143391,27.49,97.510002,66.21,51.63,-97.510002
143392,27.49,97.519997,65.7,51.23,-97.519997
143393,27.49,97.529999,65.21,50.85,-97.529999
143394,27.49,97.540001,64.73,50.47,-97.540001
143395,27.49,97.550003,64.25,50.1,-97.550003
143396,27.49,97.559998,63.79,49.73,-97.559998
143397,27.49,97.57,63.34,49.38,-97.57
143398,27.49,97.580002,62.88,49.02,-97.580002
143399,27.49,97.589996,62.44,48.67,-97.589996
143400,27.49,97.599998,62.01,48.33,-97.599998
143401,27.49,97.610001,61.58,47.99,-97.610001
143402,27.49,97.620003,61.16,47.67,-97.620003
143403,27.49,97.68,58.74,45.76,-97.68
143404,27.49,97.690002,58.35,45.46,-97.690002
143405,27.49,97.699997,57.97,45.16,-97.699997
143406,27.49,97.709999,57.61,44.88,-97.709999
143407,27.49,97.720001,57.24,44.59,-97.720001
143408,27.49,97.730003,56.86,44.29,-97.730003
143409,27.49,97.739998,56.45,43.97,-97.739998
143410,27.49,97.75,56.05,43.65,-97.75
143411,27.49,97.760002,55.64,43.33,-97.760002
143412,27.49,97.769997,55.23,43.01,-97.769997
143413,27.49,97.779999,54.83,42.69,-97.779999
143414,27.5,97.269997,85.48,68.34,-97.269997
143415,27.5,97.279999,85.24,68.73,-97.279999
143416,27.5,97.349998,77.58,61.42,-97.349998
143417,27.5,97.360001,76.95,61.13,-97.360001
143418,27.5,97.370003,76.67,61.43,-97.370003
143419,27.5,97.379997,79.89,66.09,-97.379997
143420,27.5,97.459999,68.94,53.78,-97.459999
143421,27.5,97.470001,68.39,53.35,-97.470001
143422,27.5,97.480003,67.88,52.94,-97.480003
143423,27.5,97.489998,67.36,52.54,-97.489998
143424,27.5,97.5,66.82,52.11,-97.5
143425,27.5,97.510002,66.31,51.71,-97.510002
143426,27.5,97.519997,65.81,51.32,-97.519997
143427,27.5,97.529999,65.31,50.92,-97.529999
143428,27.5,97.540001,64.83,50.55,-97.540001
143429,27.5,97.550003,64.35,50.17,-97.550003
143430,27.5,97.559998,63.88,49.8,-97.559998
143431,27.5,97.57,63.43,49.45,-97.57
143432,27.5,97.580002,62.97,49.09,-97.580002
143433,27.5,97.589996,62.53,48.74,-97.589996
143434,27.5,97.599998,62.1,48.4,-97.599998
143435,27.5,97.610001,61.66,48.06,-97.610001
143436,27.5,97.699997,58.04,45.21,-97.699997
143437,27.5,97.709999,57.67,44.92,-97.709999
143438,27.5,97.720001,57.3,44.64,-97.720001
143439,27.5,97.730003,56.92,44.34,-97.730003
143440,27.5,97.739998,56.52,44.02,-97.739998
143441,27.5,97.75,56.11,43.7,-97.75
143442,27.5,97.760002,55.7,43.38,-97.760002
143443,27.51,97.260002,86.65,69.08,-97.260002
143444,27.51,97.269997,86.21,69.16,-97.269997
143445,27.51,97.279999,86.41,70.21,-97.279999
143446,27.51,97.349998,78.16,62.05,-97.349998
143447,27.51,97.360001,77.51,61.74,-97.360001
143448,27.51,97.370003,76.81,61.34,-97.370003
143449,27.51,97.379997,76.84,62.13,-97.379997
143450,27.51,97.459999,69.04,53.86,-97.459999
143451,27.51,97.470001,68.49,53.43,-97.470001
143452,27.51,97.480003,67.97,53.01,-97.480003
143453,27.51,97.489998,67.45,52.61,-97.489998
143454,27.51,97.5,66.92,52.19,-97.5
143455,27.51,97.510002,66.41,51.79,-97.510002
143456,27.51,97.519997,65.91,51.39,-97.519997
143457,27.51,97.529999,65.4,51,-97.529999
143458,27.51,97.540001,64.92,50.62,-97.540001
143459,27.51,97.550003,64.44,50.24,-97.550003
143460,27.51,97.559998,63.97,49.87,-97.559998
143461,27.51,97.57,63.52,49.52,-97.57
143462,27.51,97.580002,63.06,49.16,-97.580002
143463,27.51,97.589996,62.61,48.81,-97.589996
143464,27.51,97.599998,62.18,48.47,-97.599998
143465,27.52,97.260002,87.4,69.92,-97.260002
143466,27.52,97.269997,87,70.09,-97.269997
143467,27.52,97.279999,88.95,73.32,-97.279999
143468,27.52,97.349998,78.58,62.42,-97.349998
143469,27.52,97.360001,78.27,62.69,-97.360001
143470,27.52,97.370003,77.81,62.71,-97.370003
143471,27.52,97.379997,77.67,63.15,-97.379997
143472,27.52,97.440002,70.25,54.81,-97.440002
143473,27.52,97.449997,69.68,54.36,-97.449997
143474,27.52,97.459999,69.13,53.93,-97.459999
143475,27.52,97.470001,68.58,53.5,-97.470001
143476,27.52,97.480003,68.05,53.08,-97.480003
143477,27.52,97.489998,67.53,52.67,-97.489998
143478,27.52,97.5,67.01,52.26,-97.5
143479,27.52,97.510002,66.51,51.87,-97.510002
143480,27.52,97.519997,66,51.47,-97.519997
143481,27.52,97.529999,65.49,51.07,-97.529999
143482,27.52,97.540001,65.01,50.69,-97.540001
143483,27.52,97.550003,64.53,50.31,-97.550003
143484,27.52,97.559998,64.05,49.94,-97.559998
143485,27.52,97.57,63.6,49.58,-97.57
143486,27.52,97.580002,63.14,49.22,-97.580002
143487,27.52,97.589996,62.69,48.87,-97.589996
143488,27.530001,97.25,88.66,70.8,-97.25
143489,27.530001,97.260002,88.26,70.97,-97.260002
143490,27.530001,97.269997,88.73,72.42,-97.269997
143491,27.530001,97.339996,79.49,62.81,-97.339996
143492,27.530001,97.349998,78.85,62.56,-97.349998
143493,27.530001,97.360001,78.57,62.9,-97.360001
143494,27.530001,97.370003,80.81,66.63,-97.370003
143495,27.530001,97.419998,71.52,55.81,-97.419998
143496,27.530001,97.43,70.94,55.35,-97.43
143497,27.530001,97.440002,70.35,54.89,-97.440002
143498,27.530001,97.449997,69.78,54.44,-97.449997
143499,27.530001,97.459999,69.22,54,-97.459999
143500,27.530001,97.470001,68.67,53.57,-97.470001
143501,27.530001,97.480003,68.13,53.15,-97.480003
143502,27.530001,97.489998,67.61,52.74,-97.489998
143503,27.530001,97.5,67.09,52.32,-97.5
143504,27.530001,97.510002,66.58,51.93,-97.510002
143505,27.530001,97.519997,66.09,51.54,-97.519997
143506,27.530001,97.529999,65.58,51.13,-97.529999
143507,27.530001,97.540001,65.09,50.75,-97.540001
143508,27.530001,97.550003,64.61,50.38,-97.550003
143509,27.530001,97.559998,64.13,50,-97.559998
143510,27.530001,97.57,63.67,49.64,-97.57
143511,27.530001,97.580002,63.22,49.28,-97.580002
143512,27.540001,97.25,89.25,71.38,-97.25
143513,27.540001,97.260002,89.06,71.92,-97.260002
143514,27.540001,97.339996,78.74,61.96,-97.339996
143515,27.540001,97.349998,79.2,62.82,-97.349998
143516,27.540001,97.360001,78.71,62.84,-97.360001
143517,27.540001,97.370003,79.98,65.48,-97.370003
143518,27.540001,97.410004,72.56,56.63,-97.410004
143519,27.540001,97.419998,71.76,56,-97.419998
143520,27.540001,97.43,71.03,55.42,-97.43
143521,27.540001,97.440002,70.45,54.96,-97.440002
143522,27.540001,97.449997,69.87,54.51,-97.449997
143523,27.540001,97.459999,69.31,54.07,-97.459999
143524,27.540001,97.470001,68.75,53.63,-97.470001
143525,27.540001,97.480003,68.21,53.21,-97.480003
143526,27.540001,97.489998,67.69,52.8,-97.489998
143527,27.540001,97.5,67.16,52.38,-97.5
143528,27.540001,97.510002,66.66,51.98,-97.510002
143529,27.540001,97.519997,66.16,51.59,-97.519997
143530,27.540001,97.529999,65.66,51.2,-97.529999
143531,27.540001,97.540001,65.17,50.81,-97.540001
143532,27.540001,97.550003,64.69,50.44,-97.550003
143533,27.540001,97.559998,64.2,50.05,-97.559998
143534,27.549999,97.239998,90.36,71.96,-97.239998
143535,27.549999,97.25,89.88,72.05,-97.25
143536,27.549999,97.260002,89.97,73.03,-97.260002
143537,27.549999,97.330002,80.04,62.52,-97.330002
143538,27.549999,97.339996,79.09,61.76,-97.339996
143539,27.549999,97.349998,78.16,61.6,-97.349998
143540,27.549999,97.360001,79.03,63.09,-97.360001
143541,27.549999,97.370003,79.15,64.06,-97.370003
143542,27.549999,97.410004,72.84,56.84,-97.410004
143543,27.549999,97.419998,72.03,56.21,-97.419998
143544,27.549999,97.43,71.23,55.58,-97.43
143545,27.549999,97.440002,70.53,55.03,-97.440002
143546,27.549999,97.449997,69.95,54.57,-97.449997
143547,27.549999,97.459999,69.39,54.13,-97.459999
143548,27.549999,97.470001,68.83,53.69,-97.470001
143549,27.549999,97.480003,68.29,53.27,-97.480003
143550,27.549999,97.489998,67.76,52.85,-97.489998
143551,27.549999,97.5,67.23,52.44,-97.5
143552,27.549999,97.510002,66.72,52.04,-97.510002
143553,27.549999,97.519997,66.22,51.64,-97.519997
143554,27.549999,97.529999,65.72,51.25,-97.529999
143555,27.549999,97.540001,65.24,50.87,-97.540001
143556,27.549999,97.550003,64.75,50.49,-97.550003
143557,27.559999,97.239998,91.04,72.69,-97.239998
143558,27.559999,97.25,90.5,72.7,-97.25
143559,27.559999,97.260002,91.85,75.42,-97.260002
143560,27.559999,97.330002,80.4,62.8,-97.330002
143561,27.559999,97.339996,79.42,62.03,-97.339996
143562,27.559999,97.349998,78.49,61.29,-97.349998
143563,27.559999,97.360001,77.54,61.53,-97.360001
143564,27.559999,97.370003,79.53,64.42,-97.370003
143565,27.559999,97.410004,73.09,57.05,-97.410004
143566,27.559999,97.419998,72.28,56.41,-97.419998
143567,27.559999,97.43,71.48,55.77,-97.43
143568,27.559999,97.440002,70.69,55.16,-97.440002
143569,27.559999,97.449997,70.02,54.63,-97.449997
143570,27.559999,97.459999,69.46,54.19,-97.459999
143571,27.559999,97.470001,68.9,53.75,-97.470001
143572,27.559999,97.480003,68.35,53.32,-97.480003
143573,27.559999,97.489998,67.83,52.91,-97.489998
143574,27.559999,97.5,67.3,52.49,-97.5
143575,27.559999,97.510002,66.78,52.09,-97.510002
143576,27.559999,97.519997,66.28,51.69,-97.519997
143577,27.559999,97.529999,65.78,51.3,-97.529999
143578,27.559999,97.540001,65.3,50.92,-97.540001
143579,27.57,97.230003,92.64,74.04,-97.230003
143580,27.57,97.239998,91.96,73.83,-97.239998
143581,27.57,97.25,91.58,74.1,-97.25
143582,27.57,97.330002,80.75,63.07,-97.330002
143583,27.57,97.339996,79.77,62.3,-97.339996
143584,27.57,97.349998,78.81,61.54,-97.349998
143585,27.57,97.360001,77.84,60.78,-97.360001
143586,27.57,97.370003,76.89,60.03,-97.370003
143587,27.57,97.419998,72.52,56.6,-97.419998
143588,27.57,97.43,71.71,55.96,-97.43
143589,27.57,97.440002,70.92,55.33,-97.440002
143590,27.57,97.449997,70.15,54.73,-97.449997
143591,27.57,97.459999,69.52,54.24,-97.459999
143592,27.57,97.470001,68.97,53.8,-97.470001
143593,27.57,97.480003,68.42,53.37,-97.480003
143594,27.57,97.489998,67.89,52.95,-97.489998
143595,27.57,97.5,67.36,52.54,-97.5
143596,27.57,97.510002,66.84,52.13,-97.510002
143597,27.57,97.519997,66.34,51.74,-97.519997
143598,27.57,97.529999,65.84,51.34,-97.529999
143599,27.58,97.230003,93.28,74.73,-97.230003
143600,27.58,97.239998,93.28,75.63,-97.239998
143601,27.58,97.32,81.98,64.04,-97.32
143602,27.58,97.330002,81.06,63.32,-97.330002
143603,27.58,97.339996,80.09,62.55,-97.339996
143604,27.58,97.349998,79.1,61.78,-97.349998
143605,27.58,97.360001,78.14,61.02,-97.360001
143606,27.58,97.370003,77.17,60.26,-97.370003
143607,27.58,97.379997,76.25,59.53,-97.379997
143608,27.58,97.389999,75.34,58.82,-97.389999
143609,27.58,97.400002,74.46,58.13,-97.400002
143610,27.58,97.410004,73.6,57.44,-97.410004
143611,27.58,97.419998,72.75,56.78,-97.419998
143612,27.58,97.43,71.95,56.14,-97.43
143613,27.58,97.440002,71.13,55.51,-97.440002
143614,27.58,97.449997,70.37,54.9,-97.449997
143615,27.58,97.459999,69.59,54.29,-97.459999
143616,27.58,97.470001,69.02,53.84,-97.470001
143617,27.58,97.480003,68.48,53.42,-97.480003
143618,27.58,97.489998,67.95,53,-97.489998
143619,27.58,97.5,67.41,52.58,-97.5
143620,27.58,97.510002,66.9,52.17,-97.510002
143621,27.58,97.519997,66.39,51.78,-97.519997
143622,27.59,97.220001,94.33,75.15,-97.220001
143623,27.59,97.230003,94.12,75.77,-97.230003
143624,27.59,97.239998,94.82,77.63,-97.239998
143625,27.59,97.300003,84.97,66.99,-97.300003
143626,27.59,97.309998,83.97,66.18,-97.309998
143627,27.59,97.32,82.28,64.28,-97.32
143628,27.59,97.330002,81.35,63.54,-97.330002
143629,27.59,97.339996,80.4,62.8,-97.339996
143630,27.59,97.349998,79.4,62.01,-97.349998
143631,27.59,97.360001,78.43,61.24,-97.360001
143632,27.59,97.370003,77.46,60.48,-97.370003
143633,27.59,97.379997,76.52,59.74,-97.379997
143634,27.59,97.389999,75.61,59.03,-97.389999
143635,27.59,97.400002,74.71,58.32,-97.400002
143636,27.59,97.410004,73.85,57.64,-97.410004
143637,27.59,97.419998,72.98,56.96,-97.419998
143638,27.59,97.43,72.17,56.32,-97.43
143639,27.59,97.440002,71.35,55.68,-97.440002
143640,27.59,97.449997,70.57,55.06,-97.449997
143641,27.59,97.459999,69.8,54.45,-97.459999
143642,27.59,97.470001,69.07,53.88,-97.470001
143643,27.59,97.480003,68.53,53.46,-97.480003
143644,27.59,97.489998,67.99,53.04,-97.489998
143645,27.59,97.5,67.46,52.62,-97.5
143646,27.59,97.510002,66.95,52.22,-97.510002
143647,27.6,97.220001,94.84,75.69,-97.220001
143648,27.6,97.230003,94.34,75.81,-97.230003
143649,27.6,97.300003,85.35,67.35,-97.300003
143650,27.6,97.309998,84.5,66.8,-97.309998
143651,27.6,97.32,83.55,66.04,-97.32
143652,27.6,97.330002,81.62,63.76,-97.330002
143653,27.6,97.339996,80.69,63.03,-97.339996
143654,27.6,97.349998,79.68,62.23,-97.349998
143655,27.6,97.360001,78.7,61.46,-97.360001
143656,27.6,97.370003,77.73,60.7,-97.370003
143657,27.6,97.379997,76.78,59.94,-97.379997
143658,27.6,97.389999,75.86,59.23,-97.389999
143659,27.6,97.400002,74.95,58.51,-97.400002
143660,27.6,97.410004,74.08,57.82,-97.410004
143661,27.6,97.419998,73.21,57.14,-97.419998
143662,27.6,97.43,72.38,56.49,-97.43
143663,27.6,97.440002,71.56,55.84,-97.440002
143664,27.6,97.449997,70.77,55.22,-97.449997
143665,27.6,97.459999,69.99,54.61,-97.459999
143666,27.6,97.470001,69.22,54,-97.470001
143667,27.6,97.480003,68.58,53.5,-97.480003
143668,27.6,97.489998,68.04,53.07,-97.489998
143669,27.6,97.5,67.51,52.66,-97.5
143670,27.610001,97.209999,97.99,79.53,-97.209999
143671,27.610001,97.220001,95.39,76.32,-97.220001
143672,27.610001,97.230003,95.08,76.72,-97.230003
143673,27.610001,97.239998,100.4,82.73,-97.239998
143674,27.610001,97.300003,85.68,67.64,-97.300003
143675,27.610001,97.309998,84.85,67.15,-97.309998
143676,27.610001,97.32,84.13,66.78,-97.32
143677,27.610001,97.330002,83.2,66.06,-97.330002
143678,27.610001,97.339996,82.12,65.09,-97.339996
143679,27.610001,97.349998,79.93,62.51,-97.349998
143680,27.610001,97.360001,78.94,61.64,-97.360001
143681,27.610001,97.370003,77.97,60.88,-97.370003
143682,27.610001,97.379997,77,60.12,-97.379997
143683,27.610001,97.389999,76.09,59.4,-97.389999
143684,27.610001,97.400002,75.18,58.68,-97.400002
143685,27.610001,97.410004,74.3,58,-97.410004
143686,27.610001,97.419998,73.43,57.31,-97.419998
143687,27.610001,97.43,72.58,56.65,-97.43
143688,27.610001,97.440002,71.76,56,-97.440002
143689,27.610001,97.449997,70.95,55.36,-97.449997
143690,27.610001,97.459999,70.17,54.75,-97.459999
143691,27.610001,97.470001,69.39,54.13,-97.470001
143692,27.610001,97.480003,68.65,53.55,-97.480003
143693,27.610001,97.489998,68.08,53.11,-97.489998
143694,27.610001,97.5,67.56,52.69,-97.5
143695,27.620001,97.220001,95.26,75.8,-97.220001
143696,27.620001,97.230003,96.1,78.11,-97.230003
143697,27.620001,97.300003,86.04,68,-97.300003
143698,27.620001,97.309998,85.14,67.39,-97.309998
143699,27.620001,97.32,84.36,66.94,-97.32
143700,27.620001,97.330002,83.76,66.81,-97.330002
143701,27.620001,97.339996,83.26,66.82,-97.339996
143702,27.620001,97.349998,82.2,65.87,-97.349998
143703,27.620001,97.360001,80.98,64.65,-97.360001
143704,27.620001,97.370003,78.18,61.05,-97.370003
143705,27.620001,97.379997,77.21,60.28,-97.379997
143706,27.620001,97.389999,76.28,59.56,-97.389999
143707,27.620001,97.400002,75.37,58.84,-97.400002
143708,27.620001,97.410004,74.49,58.14,-97.410004
143709,27.620001,97.419998,73.62,57.46,-97.419998
143710,27.620001,97.43,72.77,56.8,-97.43
143711,27.620001,97.440002,71.95,56.15,-97.440002
143712,27.620001,97.449997,71.13,55.5,-97.449997
143713,27.620001,97.459999,70.34,54.88,-97.459999
143714,27.620001,97.470001,69.56,54.27,-97.470001
143715,27.620001,97.480003,68.8,53.67,-97.480003
143716,27.620001,97.489998,68.13,53.14,-97.489998
143717,27.629999,97.209999,105.05,86.66,-97.209999
143718,27.629999,97.220001,97.73,79.54,-97.220001
143719,27.629999,97.230003,96.03,77.77,-97.230003
143720,27.629999,97.300003,86.54,68.6,-97.300003
143721,27.629999,97.309998,85.56,67.87,-97.309998
143722,27.629999,97.32,84.74,67.38,-97.32
143723,27.629999,97.330002,84.04,67.1,-97.330002
143724,27.629999,97.339996,84.93,69.26,-97.339996
143725,27.629999,97.360001,83.14,67.86,-97.360001
143726,27.629999,97.370003,81.16,65.59,-97.370003
143727,27.629999,97.379997,77.4,60.44,-97.379997
143728,27.629999,97.389999,76.46,59.7,-97.389999
143729,27.629999,97.400002,75.55,58.98,-97.400002
143730,27.629999,97.410004,74.66,58.28,-97.410004
143731,27.629999,97.419998,73.79,57.6,-97.419998
143732,27.629999,97.43,72.93,56.92,-97.43
143733,27.629999,97.440002,72.11,56.28,-97.440002
143734,27.629999,97.449997,71.29,55.63,-97.449997
143735,27.629999,97.459999,70.5,55.01,-97.459999
143736,27.629999,97.470001,69.72,54.39,-97.470001
143737,27.629999,97.480003,68.95,53.79,-97.480003
