ID,Lat,,Vg_mph,Vsus_mph,Lon
261709,27.5,98.300003,40.85,31.74,-98.300003
261710,27.5,98.275002,41.4,32.17,-98.275002
261711,27.5,98.25,41.95,32.6,-98.25
261712,27.5,98.224998,42.51,33.04,-98.224998
261713,27.5,98.199997,43.08,33.48,-98.199997
261714,27.5,98.175003,43.65,33.93,-98.175003
261715,27.5,98.150002,44.24,34.39,-98.150002
261716,27.5,98.125,44.83,34.85,-98.125
261717,27.5,98.099998,45.44,35.33,-98.099998
261718,27.5,98.074997,46.01,35.78,-98.074997
261719,27.5,98.050003,46.61,36.25,-98.050003
261720,27.5,98.025002,47.21,36.72,-98.025002
261721,27.5,98,47.82,37.2,-98
261722,27.5,97.974998,48.44,37.68,-97.974998
261723,27.5,97.949997,49.06,38.17,-97.949997
261724,27.5,97.925003,49.78,38.73,-97.925003
261725,27.5,97.900002,50.48,39.29,-97.900002
261726,27.5,97.875,51.29,39.92,-97.875
261727,27.5,97.650002,60.01,46.76,-97.650002
261728,27.5,97.625,61.04,47.57,-97.625
261729,27.525,98.574997,35.41,27.49,-98.574997
261730,27.525,98.550003,35.88,27.85,-98.550003
261731,27.525,98.525002,36.35,28.22,-98.525002
261732,27.525,98.5,36.84,28.6,-98.5
261733,27.525,98.474998,37.32,28.98,-98.474998
261734,27.525,98.449997,37.82,29.37,-98.449997
261735,27.525,98.425003,38.32,29.76,-98.425003
261736,27.525,98.400002,38.83,30.16,-98.400002
261737,27.525,98.375,39.35,30.56,-98.375
261738,27.525,98.349998,39.86,30.97,-98.349998
261739,27.525,98.324997,40.4,31.39,-98.324997
261740,27.525,98.300003,40.94,31.81,-98.300003
261741,27.525,98.275002,41.49,32.24,-98.275002
261742,27.525,98.25,42.05,32.67,-98.25
261743,27.525,98.224998,42.61,33.11,-98.224998
261744,27.525,98.199997,43.17,33.56,-98.199997
261745,27.525,98.175003,43.75,34,-98.175003
261746,27.525,98.150002,44.34,34.47,-98.150002
261747,27.525,98.125,44.93,34.93,-98.125
261748,27.525,98.099998,45.54,35.41,-98.099998
261749,27.525,98.074997,46.11,35.86,-98.074997
261750,27.525,98.050003,46.72,36.33,-98.050003
261751,27.525,98.025002,47.32,36.8,-98.025002
261752,27.525,98,47.93,37.28,-98
261753,27.525,97.974998,48.55,37.77,-97.974998
261754,27.525,97.949997,49.19,38.27,-97.949997
261755,27.525,97.925003,49.92,38.84,-97.925003
261756,27.525,97.900002,50.64,39.41,-97.900002
261757,27.525,97.875,51.46,40.05,-97.875
261758,27.525,97.849998,52.27,40.69,-97.849998
261759,27.525,97.675003,59.16,46.09,-97.675003
261760,27.525,97.650002,60.18,46.9,-97.650002
261761,27.525,97.625,61.22,47.71,-97.625
261762,27.525,97.599998,62.29,48.56,-97.599998
261763,27.549999,98.574997,35.49,27.54,-98.574997
261764,27.549999,98.550003,35.96,27.91,-98.550003
261765,27.549999,98.525002,36.43,28.28,-98.525002
261766,27.549999,98.5,36.92,28.66,-98.5
261767,27.549999,98.474998,37.4,29.04,-98.474998
261768,27.549999,98.449997,37.9,29.43,-98.449997
261769,27.549999,98.425003,38.4,29.82,-98.425003
261770,27.549999,98.400002,38.91,30.22,-98.400002
261771,27.549999,98.375,39.42,30.62,-98.375
261772,27.549999,98.349998,39.94,31.03,-98.349998
261773,27.549999,98.324997,40.48,31.45,-98.324997
261774,27.549999,98.300003,41.02,31.87,-98.300003
261775,27.549999,98.275002,41.57,32.3,-98.275002
261776,27.549999,98.25,42.13,32.74,-98.25
261777,27.549999,98.224998,42.69,33.18,-98.224998
261778,27.549999,98.199997,43.26,33.62,-98.199997
261779,27.549999,98.175003,43.83,34.07,-98.175003
261780,27.549999,98.150002,44.43,34.54,-98.150002
261781,27.549999,98.125,45.03,35.01,-98.125
261782,27.549999,98.099998,45.63,35.48,-98.099998
261783,27.549999,98.074997,46.21,35.93,-98.074997
261784,27.549999,98.050003,46.81,36.41,-98.050003
261785,27.549999,98.025002,47.41,36.88,-98.025002
261786,27.549999,98,48.03,37.36,-98
261787,27.549999,97.974998,48.65,37.85,-97.974998
261788,27.549999,97.949997,49.31,38.37,-97.949997
261789,27.549999,97.925003,50.05,38.95,-97.925003
261790,27.549999,97.900002,50.79,39.52,-97.900002
261791,27.549999,97.875,51.61,40.17,-97.875
261792,27.549999,97.849998,52.43,40.81,-97.849998
261793,27.549999,97.824997,53.38,41.56,-97.824997
261794,27.549999,97.800003,54.36,42.33,-97.800003
261795,27.549999,97.724998,57.33,44.66,-97.724998
261796,27.549999,97.699997,58.29,45.41,-97.699997
261797,27.549999,97.675003,59.29,46.19,-97.675003
261798,27.549999,97.650002,60.33,47.01,-97.650002
261799,27.549999,97.625,61.38,47.83,-97.625
261800,27.549999,97.599998,62.46,48.68,-97.599998
261801,27.549999,97.574997,63.58,49.57,-97.574997
261802,27.575001,98.550003,36.03,27.97,-98.550003
261803,27.575001,98.525002,36.5,28.33,-98.525002
261804,27.575001,98.5,36.98,28.71,-98.5
261805,27.575001,98.474998,37.47,29.09,-98.474998
261806,27.575001,98.449997,37.97,29.48,-98.449997
261807,27.575001,98.425003,38.47,29.87,-98.425003
261808,27.575001,98.400002,38.98,30.27,-98.400002
261809,27.575001,98.375,39.5,30.68,-98.375
261810,27.575001,98.349998,40.02,31.08,-98.349998
261811,27.575001,98.324997,40.56,31.51,-98.324997
261812,27.575001,98.300003,41.09,31.92,-98.300003
261813,27.575001,98.275002,41.65,32.36,-98.275002
261814,27.575001,98.25,42.2,32.8,-98.25
261815,27.575001,98.224998,42.77,33.24,-98.224998
261816,27.575001,98.199997,43.33,33.68,-98.199997
261817,27.575001,98.175003,43.91,34.14,-98.175003
261818,27.575001,98.150002,44.51,34.6,-98.150002
261819,27.575001,98.125,45.11,35.07,-98.125
261820,27.575001,98.099998,45.71,35.54,-98.099998
261821,27.575001,98.074997,46.29,36,-98.074997
261822,27.575001,98.050003,46.89,36.47,-98.050003
261823,27.575001,98.025002,47.5,36.94,-98.025002
261824,27.575001,98,48.12,37.43,-98
261825,27.575001,97.974998,48.74,37.92,-97.974998
261826,27.575001,97.949997,49.42,38.45,-97.949997
261827,27.575001,97.925003,50.17,39.04,-97.925003
261828,27.575001,97.900002,50.92,39.63,-97.900002
261829,27.575001,97.875,51.75,40.28,-97.875
261830,27.575001,97.849998,52.57,40.92,-97.849998
261831,27.575001,97.824997,53.51,41.66,-97.824997
261832,27.575001,97.800003,54.46,42.4,-97.800003
261833,27.575001,97.775002,55.43,43.17,-97.775002
261834,27.575001,97.75,56.42,43.94,-97.75
261835,27.575001,97.724998,57.4,44.71,-97.724998
261836,27.575001,97.699997,58.38,45.48,-97.699997
261837,27.575001,97.675003,59.39,46.28,-97.675003
261838,27.575001,97.650002,60.44,47.1,-97.650002
261839,27.575001,97.625,61.49,47.93,-97.625
261840,27.575001,97.599998,62.59,48.78,-97.599998
261841,27.575001,97.574997,63.72,49.68,-97.574997
261842,27.575001,97.550003,64.9,50.6,-97.550003
261843,27.6,98.550003,36.3,28.18,-98.550003
261844,27.6,98.525002,36.68,28.48,-98.525002
261845,27.6,98.5,37.07,28.78,-98.5
261846,27.6,98.474998,37.53,29.14,-98.474998
261847,27.6,98.449997,38.03,29.53,-98.449997
261848,27.6,98.425003,38.53,29.92,-98.425003
261849,27.6,98.400002,39.04,30.32,-98.400002
261850,27.6,98.375,39.56,30.73,-98.375
261851,27.6,98.349998,40.08,31.14,-98.349998
261852,27.6,98.324997,40.62,31.56,-98.324997
261853,27.6,98.300003,41.15,31.98,-98.300003
261854,27.6,98.275002,41.71,32.41,-98.275002
261855,27.6,98.25,42.27,32.85,-98.25
261856,27.6,98.224998,42.83,33.29,-98.224998
261857,27.6,98.199997,43.4,33.73,-98.199997
261858,27.6,98.175003,43.98,34.19,-98.175003
261859,27.6,98.150002,44.58,34.66,-98.150002
261860,27.6,98.125,45.18,35.13,-98.125
261861,27.6,98.099998,45.78,35.6,-98.099998
261862,27.6,98.074997,46.36,36.05,-98.074997
261863,27.6,98.050003,46.97,36.53,-98.050003
261864,27.6,98.025002,47.57,37,-98.025002
261865,27.6,98,48.19,37.49,-98
261866,27.6,97.974998,48.82,37.98,-97.974998
261867,27.6,97.949997,49.51,38.52,-97.949997
261868,27.6,97.925003,50.28,39.12,-97.925003
261869,27.6,97.900002,51.04,39.72,-97.900002
261870,27.6,97.875,51.87,40.37,-97.875
261871,27.6,97.849998,52.69,41.02,-97.849998
261872,27.6,97.824997,53.61,41.74,-97.824997
261873,27.6,97.800003,54.53,42.46,-97.800003
261874,27.6,97.775002,55.49,43.21,-97.775002
261875,27.6,97.75,56.46,43.98,-97.75
261876,27.6,97.724998,57.44,44.74,-97.724998
261877,27.6,97.699997,58.44,45.53,-97.699997
261878,27.6,97.675003,59.47,46.34,-97.675003
261879,27.6,97.650002,60.52,47.16,-97.650002
261880,27.6,97.625,61.58,48,-97.625
261881,27.6,97.599998,62.68,48.86,-97.599998
261882,27.6,97.574997,63.82,49.75,-97.574997
261883,27.6,97.550003,65,50.68,-97.550003
261884,27.6,97.525002,66.23,51.65,-97.525002
261885,27.625,98.550003,36.58,28.4,-98.550003
261886,27.625,98.525002,36.98,28.71,-98.525002
261887,27.625,98.5,37.38,29.02,-98.5
261888,27.625,98.474998,37.78,29.34,-98.474998
261889,27.625,98.449997,38.19,29.66,-98.449997
261890,27.625,98.425003,38.59,29.97,-98.425003
261891,27.625,98.400002,39.09,30.36,-98.400002
261892,27.625,98.375,39.61,30.77,-98.375
261893,27.625,98.349998,40.13,31.18,-98.349998
261894,27.625,98.324997,40.67,31.6,-98.324997
261895,27.625,98.300003,41.21,32.02,-98.300003
261896,27.625,98.275002,41.77,32.46,-98.275002
261897,27.625,98.25,42.32,32.89,-98.25
261898,27.625,98.224998,42.89,33.33,-98.224998
261899,27.625,98.199997,43.46,33.78,-98.199997
261900,27.625,98.175003,44.04,34.23,-98.175003
261901,27.625,98.150002,44.64,34.71,-98.150002
261902,27.625,98.125,45.24,35.18,-98.125
261903,27.625,98.099998,45.84,35.65,-98.099998
261904,27.625,98.074997,46.42,36.1,-98.074997
261905,27.625,98.050003,47.03,36.58,-98.050003
261906,27.625,98.025002,47.63,37.05,-98.025002
261907,27.625,98,48.25,37.54,-98
261908,27.625,97.974998,48.88,38.03,-97.974998
261909,27.625,97.949997,49.59,38.58,-97.949997
261910,27.625,97.925003,50.37,39.19,-97.925003
261911,27.625,97.900002,51.14,39.8,-97.900002
261912,27.625,97.875,51.97,40.45,-97.875
261913,27.625,97.849998,52.79,41.1,-97.849998
261914,27.625,97.824997,53.69,41.8,-97.824997
261915,27.625,97.800003,54.59,42.5,-97.800003
261916,27.625,97.775002,55.52,43.24,-97.775002
261917,27.625,97.75,56.48,43.99,-97.75
261918,27.625,97.724998,57.45,44.75,-97.724998
261919,27.625,97.699997,58.47,45.55,-97.699997
261920,27.625,97.675003,59.51,46.37,-97.675003
261921,27.625,97.650002,60.56,47.19,-97.650002
261922,27.625,97.625,61.64,48.04,-97.625
261923,27.625,97.599998,62.74,48.91,-97.599998
261924,27.625,97.574997,63.88,49.81,-97.574997
261925,27.625,97.550003,65.07,50.74,-97.550003
261926,27.625,97.525002,66.32,51.72,-97.525002
261927,27.625,97.5,67.62,52.74,-97.5
261928,27.65,98.550003,36.87,28.62,-98.550003
261929,27.65,98.525002,37.27,28.94,-98.525002
261930,27.65,98.5,37.67,29.25,-98.5
261931,27.65,98.474998,38.09,29.58,-98.474998
261932,27.65,98.449997,38.5,29.9,-98.449997
261933,27.65,98.425003,38.91,30.22,-98.425003
261934,27.65,98.400002,39.33,30.55,-98.400002
261935,27.65,98.375,39.75,30.88,-98.375
261936,27.65,98.349998,40.19,31.22,-98.349998
261937,27.65,98.324997,40.7,31.62,-98.324997
261938,27.65,98.300003,41.24,32.05,-98.300003
261939,27.65,98.275002,41.81,32.49,-98.275002
261940,27.65,98.25,42.37,32.93,-98.25
261941,27.65,98.224998,42.94,33.37,-98.224998
261942,27.65,98.199997,43.5,33.82,-98.199997
261943,27.65,98.175003,44.09,34.27,-98.175003
261944,27.65,98.150002,44.69,34.75,-98.150002
261945,27.65,98.125,45.3,35.22,-98.125
261946,27.65,98.099998,45.9,35.69,-98.099998
261947,27.65,98.074997,46.48,36.14,-98.074997
261948,27.65,98.050003,47.08,36.62,-98.050003
261949,27.65,98.025002,47.68,37.09,-98.025002
261950,27.65,98,48.3,37.58,-98
261951,27.65,97.974998,48.94,38.07,-97.974998
261952,27.65,97.949997,49.65,38.63,-97.949997
261953,27.65,97.925003,50.43,39.25,-97.925003
261954,27.65,97.900002,51.22,39.86,-97.900002
261955,27.65,97.875,52.05,40.51,-97.875
261956,27.65,97.849998,52.88,41.17,-97.849998
261957,27.65,97.824997,53.74,41.84,-97.824997
261958,27.65,97.800003,54.62,42.53,-97.800003
261959,27.65,97.775002,55.53,43.24,-97.775002
261960,27.65,97.75,56.48,43.99,-97.75
261961,27.65,97.724998,57.44,44.74,-97.724998
261962,27.65,97.699997,58.47,45.55,-97.699997
261963,27.65,97.675003,59.52,46.37,-97.675003
261964,27.65,97.650002,60.58,47.21,-97.650002
261965,27.65,97.625,61.65,48.05,-97.625
261966,27.65,97.599998,62.76,48.92,-97.599998
261967,27.65,97.574997,63.92,49.83,-97.574997
261968,27.65,97.550003,65.12,50.78,-97.550003
261969,27.65,97.525002,66.38,51.77,-97.525002
261970,27.65,97.5,67.7,52.81,-97.5
261971,27.674999,98.525002,37.56,29.16,-98.525002
261972,27.674999,98.5,37.97,29.49,-98.5
261973,27.674999,98.474998,38.39,29.81,-98.474998
261974,27.674999,98.449997,38.8,30.14,-98.449997
261975,27.674999,98.425003,39.23,30.47,-98.425003
261976,27.674999,98.400002,39.65,30.8,-98.400002
261977,27.674999,98.375,40.09,31.14,-98.375
261978,27.674999,98.349998,40.52,31.48,-98.349998
261979,27.674999,98.324997,40.96,31.82,-98.324997
261980,27.674999,98.300003,41.4,32.17,-98.300003
261981,27.674999,98.275002,41.84,32.51,-98.275002
261982,27.674999,98.25,42.37,32.93,-98.25
261983,27.674999,98.224998,42.94,33.38,-98.224998
261984,27.674999,98.199997,43.52,33.82,-98.199997
261985,27.674999,98.175003,44.1,34.28,-98.175003
261986,27.674999,98.150002,44.72,34.76,-98.150002
261987,27.674999,98.125,45.33,35.24,-98.125
261988,27.674999,98.099998,45.93,35.72,-98.099998
261989,27.674999,98.074997,46.52,36.18,-98.074997
261990,27.674999,98.050003,47.12,36.65,-98.050003
261991,27.674999,98.025002,47.72,37.12,-98.025002
261992,27.674999,98,48.34,37.61,-98
261993,27.674999,97.974998,48.98,38.1,-97.974998
261994,27.674999,97.949997,49.69,38.66,-97.949997
261995,27.674999,97.925003,50.49,39.29,-97.925003
261996,27.674999,97.900002,51.28,39.91,-97.900002
261997,27.674999,97.875,52.11,40.56,-97.875
261998,27.674999,97.849998,52.94,41.22,-97.849998
261999,27.674999,97.824997,53.78,41.87,-97.824997
262000,27.674999,97.800003,54.63,42.54,-97.800003
262001,27.674999,97.775002,55.52,43.24,-97.775002
262002,27.674999,97.75,56.45,43.97,-97.75
262003,27.674999,97.724998,57.4,44.71,-97.724998
262004,27.674999,97.699997,58.4,45.5,-97.699997
262005,27.674999,97.675003,59.44,46.32,-97.675003
262006,27.674999,97.650002,60.51,47.15,-97.650002
262007,27.674999,97.625,61.59,48,-97.625
262008,27.674999,97.599998,62.72,48.89,-97.599998
262009,27.674999,97.574997,63.89,49.81,-97.574997
262010,27.674999,97.550003,65.13,50.79,-97.550003
262011,27.674999,97.525002,66.41,51.79,-97.525002
262012,27.674999,97.5,67.93,52.98,-97.5
262013,27.674999,97.474998,69.84,54.49,-97.474998
262014,27.700001,98.525002,37.85,29.39,-98.525002
262015,27.700001,98.5,38.26,29.72,-98.5
262016,27.700001,98.474998,38.68,30.04,-98.474998
262017,27.700001,98.449997,39.11,30.38,-98.449997
262018,27.700001,98.425003,39.54,30.71,-98.425003
262019,27.700001,98.400002,39.97,31.05,-98.400002
262020,27.700001,98.375,40.41,31.39,-98.375
262021,27.700001,98.349998,40.85,31.74,-98.349998
262022,27.700001,98.324997,41.3,32.09,-98.324997
262023,27.700001,98.300003,41.74,32.44,-98.300003
262024,27.700001,98.275002,42.17,32.77,-98.275002
262025,27.700001,98.25,42.59,33.1,-98.25
262026,27.700001,98.224998,43.02,33.44,-98.224998
262027,27.700001,98.199997,43.51,33.82,-98.199997
262028,27.700001,98.175003,44.09,34.27,-98.175003
262029,27.700001,98.150002,44.7,34.75,-98.150002
262030,27.700001,98.125,45.31,35.23,-98.125
262031,27.700001,98.099998,45.92,35.71,-98.099998
262032,27.700001,98.074997,46.51,36.17,-98.074997
262033,27.700001,98.050003,47.11,36.64,-98.050003
262034,27.700001,98.025002,47.72,37.12,-98.025002
262035,27.700001,98,48.35,37.61,-98
262036,27.700001,97.974998,49,38.12,-97.974998
262037,27.700001,97.949997,49.72,38.68,-97.949997
262038,27.700001,97.925003,50.52,39.31,-97.925003
262039,27.700001,97.900002,51.32,39.94,-97.900002
262040,27.700001,97.875,52.15,40.59,-97.875
262041,27.700001,97.849998,52.98,41.25,-97.849998
262042,27.700001,97.824997,53.83,41.91,-97.824997
262043,27.700001,97.800003,54.65,42.55,-97.800003
262044,27.700001,97.775002,55.47,43.2,-97.775002
262045,27.700001,97.75,56.37,43.91,-97.75
262046,27.700001,97.724998,57.28,44.62,-97.724998
262047,27.700001,97.699997,58.29,45.41,-97.699997
262048,27.700001,97.675003,59.34,46.24,-97.675003
262049,27.700001,97.650002,60.4,47.07,-97.650002
262050,27.700001,97.625,61.49,47.93,-97.625
262051,27.700001,97.599998,62.63,48.82,-97.599998
262052,27.700001,97.574997,63.82,49.75,-97.574997
262053,27.700001,97.550003,65.06,50.73,-97.550003
262054,27.700001,97.525002,66.36,51.75,-97.525002
262055,27.700001,97.5,68.07,53.1,-97.5
262056,27.700001,97.474998,70.01,54.62,-97.474998
262057,27.725,98.525002,38.13,29.61,-98.525002
262058,27.725,98.5,38.55,29.94,-98.5
262059,27.725,98.474998,38.98,30.28,-98.474998
262060,27.725,98.449997,39.41,30.61,-98.449997
262061,27.725,98.425003,39.85,30.95,-98.425003
262062,27.725,98.400002,40.29,31.3,-98.400002
262063,27.725,98.375,40.73,31.65,-98.375
262064,27.725,98.349998,41.19,32,-98.349998
262065,27.725,98.324997,41.63,32.35,-98.324997
262066,27.725,98.300003,42.07,32.69,-98.300003
262067,27.725,98.275002,42.5,33.03,-98.275002
262068,27.725,98.25,42.93,33.36,-98.25
262069,27.725,98.224998,43.36,33.7,-98.224998
262070,27.725,98.199997,43.79,34.04,-98.199997
262071,27.725,98.175003,44.24,34.39,-98.175003
262072,27.725,98.150002,44.68,34.74,-98.150002
262073,27.725,98.125,45.28,35.21,-98.125
262074,27.725,98.099998,45.89,35.69,-98.099998
262075,27.725,98.074997,46.48,36.15,-98.074997
262076,27.725,98.050003,47.08,36.62,-98.050003
262077,27.725,98.025002,47.69,37.09,-98.025002
262078,27.725,98,48.31,37.58,-98
262079,27.725,97.974998,48.96,38.09,-97.974998
262080,27.725,97.949997,49.66,38.64,-97.949997
262081,27.725,97.925003,50.48,39.28,-97.925003
262082,27.725,97.900002,51.3,39.92,-97.900002
262083,27.725,97.875,52.14,40.58,-97.875
262084,27.725,97.849998,52.98,41.25,-97.849998
262085,27.725,97.824997,53.82,41.9,-97.824997
262086,27.725,97.800003,54.63,42.53,-97.800003
262087,27.725,97.775002,55.42,43.16,-97.775002
262088,27.725,97.75,56.26,43.82,-97.75
262089,27.725,97.724998,57.14,44.51,-97.724998
262090,27.725,97.699997,58.16,45.31,-97.699997
262091,27.725,97.675003,59.21,46.13,-97.675003
262092,27.725,97.650002,60.27,46.97,-97.650002
262093,27.725,97.625,61.37,47.83,-97.625
262094,27.725,97.599998,62.51,48.73,-97.599998
262095,27.725,97.574997,64.06,49.94,-97.574997
262096,27.725,97.550003,65.74,51.27,-97.550003
262097,27.725,97.525002,67.51,52.65,-97.525002
262098,27.725,97.5,69.34,54.1,-97.5
262099,27.75,98.5,38.83,30.16,-98.5
262100,27.75,98.474998,39.27,30.5,-98.474998
262101,27.75,98.449997,39.71,30.84,-98.449997
262102,27.75,98.425003,40.16,31.19,-98.425003
262103,27.75,98.400002,40.6,31.54,-98.400002
262104,27.75,98.375,41.06,31.9,-98.375
262105,27.75,98.349998,41.51,32.26,-98.349998
262106,27.75,98.324997,41.96,32.6,-98.324997
262107,27.75,98.300003,42.39,32.94,-98.300003
262108,27.75,98.275002,42.82,33.28,-98.275002
262109,27.75,98.25,43.26,33.63,-98.25
262110,27.75,98.224998,43.7,33.97,-98.224998
262111,27.75,98.199997,44.15,34.32,-98.199997
262112,27.75,98.175003,44.6,34.67,-98.175003
262113,27.75,98.150002,45.06,35.03,-98.150002
262114,27.75,98.125,45.53,35.4,-98.125
262115,27.75,98.099998,45.99,35.76,-98.099998
262116,27.75,98.074997,46.52,36.18,-98.074997
262117,27.75,98.050003,47.07,36.61,-98.050003
262118,27.75,98.025002,47.64,37.06,-98.025002
262119,27.75,98,48.26,37.54,-98
262120,27.75,97.974998,48.9,38.05,-97.974998
262121,27.75,97.949997,49.59,38.59,-97.949997
262122,27.75,97.925003,50.41,39.23,-97.925003
262123,27.75,97.900002,51.23,39.87,-97.900002
262124,27.75,97.875,52.07,40.53,-97.875
262125,27.75,97.849998,52.91,41.19,-97.849998
262126,27.75,97.824997,53.76,41.86,-97.824997
262127,27.75,97.800003,54.58,42.5,-97.800003
262128,27.75,97.775002,55.37,43.12,-97.775002
262129,27.75,97.75,56.18,43.76,-97.75
262130,27.75,97.724998,57.04,44.43,-97.724998
262131,27.75,97.699997,58,45.18,-97.699997
262132,27.75,97.675003,59.25,46.16,-97.675003
262133,27.75,97.650002,60.6,47.22,-97.650002
262134,27.75,97.625,62.05,48.36,-97.625
262135,27.75,97.599998,63.58,49.56,-97.599998
262136,27.75,97.574997,65.21,50.84,-97.574997
262137,27.775,98.5,39.12,30.38,-98.5
262138,27.775,98.474998,39.55,30.72,-98.474998
262139,27.775,98.449997,40.01,31.08,-98.449997
262140,27.775,98.425003,40.45,31.43,-98.425003
262141,27.775,98.400002,40.91,31.79,-98.400002
262142,27.775,98.375,41.37,32.15,-98.375
262143,27.775,98.349998,41.83,32.51,-98.349998
262144,27.775,98.324997,42.27,32.85,-98.324997
262145,27.775,98.300003,42.7,33.19,-98.300003
262146,27.775,98.275002,43.15,33.54,-98.275002
262147,27.775,98.25,43.59,33.88,-98.25
262148,27.775,98.224998,44.05,34.24,-98.224998
262149,27.775,98.199997,44.5,34.6,-98.199997
262150,27.775,98.175003,44.96,34.96,-98.175003
262151,27.775,98.150002,45.43,35.33,-98.150002
262152,27.775,98.125,45.9,35.69,-98.125
262153,27.775,98.099998,46.43,36.11,-98.099998
262154,27.775,98.074997,46.99,36.55,-98.074997
262155,27.775,98.050003,47.55,36.99,-98.050003
262156,27.775,98.025002,48.11,37.43,-98.025002
262157,27.775,98,48.66,37.86,-98
262158,27.775,97.974998,49.26,38.33,-97.974998
262159,27.775,97.949997,49.86,38.8,-97.949997
262160,27.775,97.925003,50.48,39.28,-97.925003
262161,27.775,97.900002,51.2,39.84,-97.900002
262162,27.775,97.875,51.97,40.45,-97.875
262163,27.775,97.849998,52.82,41.12,-97.849998
262164,27.775,97.824997,53.67,41.78,-97.824997
262165,27.775,97.800003,54.51,42.44,-97.800003
262166,27.775,97.775002,55.3,43.07,-97.775002
262167,27.775,97.75,56.12,43.71,-97.75
262168,27.775,97.724998,57.39,44.7,-97.724998
262169,27.775,97.699997,58.8,45.81,-97.699997
262170,27.775,97.675003,60.17,46.89,-97.675003
262171,27.775,97.650002,61.61,48.02,-97.650002
262172,27.775,97.625,63.12,49.21,-97.625
262173,27.775,97.599998,64.71,50.46,-97.599998
262174,27.799999,98.474998,39.84,30.95,-98.474998
262175,27.799999,98.449997,40.3,31.3,-98.449997
262176,27.799999,98.425003,40.75,31.66,-98.425003
262177,27.799999,98.400002,41.22,32.03,-98.400002
262178,27.799999,98.375,41.69,32.39,-98.375
262179,27.799999,98.349998,42.13,32.74,-98.349998
262180,27.799999,98.324997,42.57,33.08,-98.324997
262181,27.799999,98.300003,43.02,33.44,-98.300003
262182,27.799999,98.275002,43.47,33.79,-98.275002
262183,27.799999,98.25,43.93,34.15,-98.25
262184,27.799999,98.224998,44.39,34.51,-98.224998
262185,27.799999,98.199997,44.85,34.87,-98.199997
262186,27.799999,98.175003,45.33,35.24,-98.175003
262187,27.799999,98.150002,45.8,35.61,-98.150002
262188,27.799999,98.125,46.31,36.02,-98.125
262189,27.799999,98.099998,46.89,36.47,-98.099998
262190,27.799999,98.074997,47.46,36.92,-98.074997
262191,27.799999,98.050003,48.04,37.37,-98.050003
262192,27.799999,98.025002,48.6,37.81,-98.025002
262193,27.799999,98,49.2,38.28,-98
262194,27.799999,97.974998,49.8,38.75,-97.974998
262195,27.799999,97.949997,50.44,39.25,-97.949997
262196,27.799999,97.925003,51.16,39.81,-97.925003
262197,27.799999,97.900002,51.88,40.38,-97.900002
262198,27.799999,97.875,52.62,40.96,-97.875
262199,27.799999,97.849998,53.37,41.55,-97.849998
262200,27.799999,97.824997,54.16,42.17,-97.824997
262201,27.799999,97.800003,54.95,42.79,-97.800003
262202,27.799999,97.775002,55.69,43.37,-97.775002
262203,27.799999,97.75,56.79,44.23,-97.75
262204,27.799999,97.724998,58.23,45.37,-97.724998
262205,27.799999,97.699997,59.67,46.5,-97.699997
262206,27.799999,97.675003,61.12,47.63,-97.675003
262207,27.799999,97.650002,62.62,48.81,-97.650002
262208,27.799999,97.625,64.21,50.06,-97.625
262209,27.825001,98.449997,40.58,31.53,-98.449997
262210,27.825001,98.425003,41.05,31.9,-98.425003
262211,27.825001,98.400002,41.52,32.26,-98.400002
262212,27.825001,98.375,41.98,32.62,-98.375
262213,27.825001,98.349998,42.42,32.97,-98.349998
262214,27.825001,98.324997,42.88,33.33,-98.324997
262215,27.825001,98.300003,43.34,33.69,-98.300003
262216,27.825001,98.275002,43.79,34.04,-98.275002
262217,27.825001,98.25,44.26,34.41,-98.25
262218,27.825001,98.224998,44.72,34.77,-98.224998
262219,27.825001,98.199997,45.21,35.15,-98.199997
262220,27.825001,98.175003,45.68,35.52,-98.175003
262221,27.825001,98.150002,46.18,35.91,-98.150002
262222,27.825001,98.125,46.77,36.37,-98.125
262223,27.825001,98.099998,47.35,36.83,-98.099998
262224,27.825001,98.074997,47.94,37.29,-98.074997
262225,27.825001,98.050003,48.52,37.75,-98.050003
262226,27.825001,98.025002,49.12,38.22,-98.025002
262227,27.825001,98,49.73,38.7,-98
262228,27.825001,97.974998,50.36,39.19,-97.974998
262229,27.825001,97.949997,51.08,39.76,-97.949997
262230,27.825001,97.925003,51.81,40.33,-97.925003
262231,27.825001,97.900002,52.57,40.92,-97.900002
262232,27.825001,97.875,53.34,41.53,-97.875
262233,27.825001,97.849998,54.11,42.13,-97.849998
262234,27.825001,97.824997,54.92,42.77,-97.824997
262235,27.825001,97.800003,55.73,43.4,-97.800003
262236,27.825001,97.775002,56.55,44.04,-97.775002
262237,27.825001,97.75,57.55,44.83,-97.75
262238,27.825001,97.724998,59.05,46.01,-97.724998
262239,27.825001,97.699997,60.52,47.16,-97.699997
262240,27.825001,97.675003,62.03,48.35,-97.675003
262241,27.825001,97.650002,63.62,49.6,-97.650002
262242,27.825001,97.625,65.29,50.91,-97.625
262243,27.85,98.449997,40.87,31.75,-98.449997
262244,27.85,98.425003,41.34,32.12,-98.425003
262245,27.85,98.400002,41.81,32.49,-98.400002
262246,27.85,98.375,42.26,32.84,-98.375
262247,27.85,98.349998,42.72,33.2,-98.349998
