,9 ft,10 ft,11 ft,12 ft,13 ft,14 ft,15 ft,16 ft,17 ft,18 ft,19 ft,20 ft,21 ft,22 ft,23 ft,24 ft,25 ft,26 ft,27 ft,28 ft,29 ft,30 ft,31 ft,32 ft,33 ft,34 ft,35 ft,36 ft,37 ft,38 ft,39 ft,40 ft,41 ft,42 ft,43 ft,44 ft,45 ft,46 ft,47 ft,48 ft,49 ft,50 ft,51 ft,52 ft,53 ft,54 ft,55 ft,56 ft,57 ft,58 ft,59 ft,60 ft
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.018610636276233043,0.03640800962142098,0.053472524138149805,0.06987268014532591,0.08566736172955727,0.10090759365424577,0.11563790986584614,0.12989743303515144,0.1437207359356425,0.15713853591175078,0.17017826009838316,0.18286450944590124,0.1952194427106403,0.20726309655495545,0.21901365420447536,0.23048767235429107,0.24170027393863663,0.252665312797146,0.26339551505539555,0.2739026010952026,0.2841973912536587,0.29428989780978737,0.30418940535748945,0.3139045412958644,0.3234433378724795,0.3328132869762166,0.34202138868191795,0.3510741943901343,0.3599778452746083,0.3687381066422018,0.3773603987204363,0.3858498243131559,0.3942111937023397,0.40244904712160406,0.4105676750826001,0.4185711367980365,0.42646327691316466,0.4342477407303894,0.4419279880884327,0.44950730603752503,0.45698882043493433,0.464375506570331,0.47167019891766676,0.4788756000991159,0.48599428913694853
