Edition,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175,180
ASCE 7-93,1.0,0.14795918367346966,0.30612244897959184,0.4744897959183675,0.6530612244897959,0.8418367346938773,1.0408163265306123,1.25,1.469387755102041,1.698979591836734,1.9387755102040818,2.188775510204081,2.4489795918367343,2.7193877551020402,3.0,3.290816326530612,3.591836734693879,3.9030612244897953,4.224489795918368,4.556122448979591,4.8979591836734695,5.250000000000001,5.612244897959183
