,9 ft,10 ft,11 ft,12 ft,13 ft,14 ft,15 ft,16 ft,17 ft,18 ft,19 ft,20 ft,21 ft,22 ft,23 ft,24 ft,25 ft,26 ft,27 ft,28 ft,29 ft,30 ft,31 ft,32 ft,33 ft,34 ft,35 ft,36 ft,37 ft,38 ft,39 ft,40 ft,41 ft,42 ft,43 ft,44 ft,45 ft,46 ft,47 ft,48 ft,49 ft,50 ft,51 ft,52 ft,53 ft,54 ft,55 ft,56 ft,57 ft,58 ft,59 ft,60 ft
0,1.0,-0.007512107013939731,-0.01421091315932965,-0.020247310244881567,-0.025734385419409114,-0.030758989156159166,-0.03538920995530289,-0.011734881450844108,0.011032586467595557,0.03299621595834408,0.054227126565852254,0.07478677202635609,0.09472866689181973,0.11409973790074876,0.13294139487037276,0.1512903888961506,0.1691795071390701,0.18663814056147313,0.20369275180325982,0.22036726378550303,0.2366833848051993,0.2526608823180499,0.2683178149377022,0.28367073016202476,0.2987348337957963,0.31352413585114425,0.32805157678326236,0.3423291371947874,0.3563679335702276,0.37017830214684605,0.383769872663998,0.39715163343924936,0.4103319889815218,0.42331881115735404,0.43611948476727685,0.44874094825815813,0.46118973018885534,0.47347198197625806,0.4855935073733646,0.49755978906782977,0.5093760127361393,0.5210470888435317,0.5325776724416222,0.5439721811831065,0.5552348117452005,0.5663695548296104,0.5773802088863972,0.5882703926914308,0.5990435568918977,0.6097029946210711,0.6202518512720787,0.6306931335103806
