Edition,Zone 4+,Zone 4-,Zone 5+,Zone 5-
ASCE 7-95,5.882775367062911,-6.5491835141130075,5.882775367062911,-7.5832651216045335
ASCE 7-98,7.171183497067433,-7.9835441275946035,7.171183497067433,-9.244103726688486
ASCE 7-10,7.171183497067433,-7.9835441275946035,7.171183497067433,-9.244103726688486
ASCE 7-16,7.171183497067433,-7.9835441275946035,7.171183497067433,-9.244103726688486
