Height in ft,B,C,D
9,1.0,0.4770403671097534,0.7925775266612126
18,1.0,0.45693067570626006,0.7564079159247851
27,1.0,0.41318475315763886,0.6785650035053941
36,1.0,0.38294546091127285,0.6254359403034819
45,1.0,0.3599363618967,0.5853866559102958
54,1.0,0.34142102462149276,0.553397624831786
