Height in ft,B,C,D
9,0.0,0.4770403671097534,0.4770403671097534
18,0.0,0.45693067570626006,0.45693067570626006
27,0.0,0.41318475315763886,0.41318475315763886
36,0.0,0.38294546091127285,0.38294546091127285
45,0.0,0.3599363618967,0.3599363618967
54,0.0,0.34142102462149276,0.34142102462149276
