0,1,2,3
0,0.0,117.27728660300365,0.0,163.88871760605613
1,0.0,91.2425179461101,58.63863604057223,175.91593716543505
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,65.05806686977387
6,0.0,117.27728660300365,0.0,0.0
7,0.0,0.0,136.86377127011295,136.86378256821723
8,0.0,0.0,91.2425179461101,0.0
9,417.62342982390504,139.20778695809346,0.0,0.0
10,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0
13,0.0,0.0,65.60800015739407,196.82403296782684
14,0.0,270.2124846530808,0.0,0.0
15,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0
19,0.0,0.0,270.2124846530805,0.0
20,0.0,0.0,0.0,0.0
21,405.3187437091514,252.38351220001374,0.0,0.0
22,0.0,91.2425179461101,0.0,0.0
23,0.0,0.0,0.0,0.0
24,0.0,0.0,327.7774633108345,0.0
25,0.0,131.21601656261046,0.0,0.0
26,0.0,0.0,0.0,0.0
27,0.0,0.0,327.7774633108345,0.0
28,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0
32,0.0,117.27728660300365,0.0,0.0
33,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0
35,0.0,117.27728660300365,117.2772866030035,58.638638274704206
36,0.0,0.0,0.0,0.0
37,195.17422539644681,65.0580643910613,130.1161448937541,327.7774633108345
38,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,131.2160165626103
40,327.77746331083483,0.0,117.2772866030035,0.0
41,0.0,0.0,0.0,0.0
42,417.62342982390504,139.20778695809346,130.1161448937541,0.0
43,405.3187437091514,135.10622559701008,0.0,0.0
44,0.0,0.0,58.63863604057223,175.91593716543505
45,0.0,0.0,0.0,270.2124846530805
46,0.0,0.0,270.2124846530808,0.0
47,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0
49,417.62342982390504,139.20778695809346,0.0,0.0
50,0.0,327.7774633108349,0.0,0.0
51,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0
53,0.0,131.21601656261046,0.0,117.2772866030035
54,0.0,130.1161448937541,0.0,0.0
55,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,237.3432006719572
57,0.0,0.0,0.0,0.0
58,0.0,0.0,65.60800015739407,196.82403296782684
59,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0
61,0.0,0.0,117.27728660300365,91.24251794610998
62,0.0,0.0,91.24251794610998,0.0
63,0.0,0.0,117.2772866030035,0.0
64,0.0,278.41560839099935,0.0,0.0
65,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0
67,0.0,0.0,65.05806439106169,195.1742253964465
68,0.0,0.0,0.0,0.0
69,0.0,0.0,131.2160165626103,182.33535347277737
70,0.0,0.0,0.0,0.0
71,0.0,0.0,131.2160165626103,0.0
72,0.0,278.41560839099935,0.0,0.0
73,0.0,327.7774633108349,0.0,0.0
74,0.0,0.0,131.2160165626103,65.05806686977387
75,0.0,117.27728660300365,0.0,270.2124846530805
76,0.0,0.0,0.0,0.0
77,0.0,0.0,131.21601656261046,0.0
78,0.0,0.0,0.0,139.20779226191084
79,0.0,0.0,0.0,0.0
80,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0
82,0.0,0.0,91.24251794610998,0.0
83,0.0,0.0,0.0,0.0
84,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,0.0
86,0.0,0.0,270.2124846530805,0.0
87,0.0,0.0,0.0,163.88871760605613
88,0.0,0.0,0.0,0.0
89,195.17422539644681,65.0580643910613,0.0,135.10623074455796
90,0.0,0.0,0.0,0.0
91,0.0,0.0,278.415608390999,0.0
92,0.0,0.0,0.0,131.2160165626103
93,0.0,0.0,0.0,0.0
94,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0
96,195.17422539644681,182.33535099406492,327.7774633108345,0.0
97,0.0,0.0,0.0,131.2160165626103
98,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.0
102,0.0,0.0,45.62125332400298,271.9700133127752
103,0.0,0.0,0.0,117.2772866030035
104,0.0,0.0,0.0,0.0
105,0.0,0.0,0.0,91.24251794610998
106,131.2160165626104,0.0,117.27728660300365,0.0
107,0.0,0.0,548.6280930440795,0.0
108,0.0,0.0,0.0,0.0
109,117.2772866030036,278.41560839099935,278.41560839099935,0.0
110,0.0,0.0,0.0,0.0
111,0.0,0.0,0.0,0.0
112,0.0,0.0,0.0,0.0
113,0.0,0.0,0.0,0.0
114,0.0,0.0,0.0,0.0
115,0.0,0.0,0.0,0.0
116,0.0,117.27728660300365,247.39343149675744,117.2772866030035
117,0.0,0.0,0.0,0.0
118,91.24251794611007,0.0,0.0,0.0
119,0.0,131.21601656261046,131.21601656261046,0.0
120,0.0,0.0,0.0,0.0
121,0.0,0.0,0.0,0.0
122,0.0,0.0,327.7774633108345,0.0
123,0.0,0.0,0.0,0.0
124,0.0,0.0,131.2160165626103,0.0
125,0.0,0.0,0.0,0.0
126,195.17422539644681,65.0580643910613,0.0,0.0
127,0.0,130.1161448937541,0.0,0.0
128,0.0,0.0,0.0,0.0
129,0.0,131.21601656261046,0.0,0.0
130,0.0,0.0,0.0,0.0
131,0.0,0.0,0.0,0.0
