Source 1 Roof,Source 2 Roof,Source 1 Hit,Source 2 Hit,Target Glazing Pressure,Target Glazing WBD,Target Roof Pressure
47,0.0,0.0,0,0,0.0,0.0,0.011892861729310714
48,0.0,0.0,0,0,0.0,0.0,0.0
49,0.0,0.007789568509472898,0,0,556.8312167819985,0.0,0.0
50,0.0,0.0,0,0,327.7774633108349,0.0,1.1965243441293074e-05
51,0.0,0.0,0,0,0.0,0.0,0.014183841527038651
52,0.0,0.0,0,0,0.0,0.0,0.0
53,0.0,0.0,0,0,248.49330316561395,0.0,0.0
54,0.0,0.0,0,0,130.1161448937541,0.0,0.012886104190033809
55,0.0,0.0,0,0,0.0,0.0,0.0013214775795557944
56,0.0,0.0,0,0,237.3432006719572,0.0,0.0
57,0.0,0.0,0,0,0.0,0.0,0.0
58,0.0,0.0,0,0,262.4320331252209,0.0,0.0
59,0.0,0.0009171000153926837,0,1,0.0,0.0,0.0
60,0.0,0.0,0,0,0.0,0.0,1.1965243441293074e-05
61,0.0,0.0,0,0,208.51980454911364,0.0,0.0
62,0.0,0.0,0,0,91.24251794610998,0.0,0.0
63,0.0,0.0,0,0,117.2772866030035,0.0,0.004617986603455148
64,0.0,0.0,0,0,278.41560839099935,0.0,0.0
65,0.0,0.0,0,0,0.0,0.0,0.0
66,0.0,0.0,0,0,0.0,0.0,0.0
67,0.0,0.007490185488523891,0,0,260.2322897875082,0.0,0.0
68,0.0,0.0,0,0,0.0,0.0,0.0
69,0.0,0.0,0,0,313.55137003538766,0.0,0.0
70,0.0,0.0,0,0,0.0,0.0,1.1965243441293074e-05
71,0.0,0.0,0,0,131.2160165626103,0.0,0.0
72,0.0,0.0,0,0,278.41560839099935,0.0,0.0
73,0.0,0.0,0,0,327.7774633108349,0.0,0.0
74,0.0,0.0,0,0,196.27408343238415,0.0,0.0
75,0.0,0.0,0,0,387.4897712560841,0.0,0.0013095123361145013
76,0.0,0.0,0,0,0.0,0.0,0.0
77,0.0,0.0,0,0,131.21601656261046,0.0,0.0
78,0.0,0.0,0,0,139.20779226191084,0.0,0.0
79,0.0,0.0,0,0,0.0,0.0,0.0
80,0.0,0.0,0,0,0.0,0.0,0.009577820167024796
81,0.0,0.0,0,0,0.0,0.0,0.0
82,0.0,0.0,0,0,91.24251794610998,0.0,0.025772208380067618
83,0.0,0.0,0,0,0.0,0.0,0.011892861729310714
84,0.0,0.0,0,0,0.0,0.0,0.011892861729310714
85,0.0,0.0,0,0,0.0,0.0,0.0
86,0.0,0.0,0,0,270.2124846530805,0.0,0.0
87,0.0,0.0,0,0,163.88871760605613,0.0,0.0
88,0.0,0.0,0,0,0.0,0.0,0.024778965919344524
89,0.0,0.0,0,0,395.338520532066,0.0,0.0
90,0.0,0.0,0,0,0.0,0.0,0.0
91,0.0,0.0,0,0,278.415608390999,0.0,0.009577820167024796
92,0.0,0.0,0,0,131.2160165626103,0.0,0.0
93,0.0,0.0,0,0,0.0,0.0,0.0
94,0.0,0.0001521787649103071,0,1,0.0,0.0,0.0013095123361145013
95,0.0,0.0,0,0,0.0,0.0,0.0
96,0.0,0.0,0,0,705.2870397013462,0.0,0.0
97,0.0,0.0,0,0,131.2160165626103,0.0,0.0
98,0.0,0.0,0,0,0.0,0.0,0.0
99,0.0,0.0,0,0,0.0,0.0,0.0
100,0.0,0.0,0,0,0.0,0.0,0.0
101,0.0,0.0,0,0,0.0,0.0,0.0
102,0.0,0.0,0,0,317.5912666367782,0.0,0.0013095123361145013
103,0.0,0.0,0,0,117.2772866030035,0.0,0.0013095123361145013
104,0.0,0.0,0,0,0.0,0.0,0.0
105,0.0,0.0,0,0,91.24251794610998,0.0,0.0
106,0.0,0.0,0,0,248.49330316561407,0.0,0.0
107,0.0,0.0,0,0,548.6280930440795,0.0,0.0
108,0.0,0.0,0,0,0.0,0.0,0.0
109,0.0,0.0,0,0,674.1085033850022,0.0,0.012886104190033809
110,0.0,0.0,0,0,0.0,0.0,1.1965243441293074e-05
111,0.0,0.0,0,0,0.0,0.0,0.0
112,0.0,0.0,0,0,0.0,0.0,0.004606021360013855
113,0.0,0.0,0,0,0.0,0.0,0.0
114,0.0,0.0,0,0,0.0,0.0,0.0
115,0.0,0.0,0,0,0.0,0.0,0.004606021360013855
116,0.0,0.007340493978049396,0,0,481.9480047027646,0.0,0.0
117,0.0,0.0009171000153926837,0,1,0.0,0.0,0.0
118,0.0,0.0,0,0,91.24251794611007,0.0,0.0013095123361145013
119,0.0,0.0,0,0,262.4320331252209,0.0,0.004606021360013855
120,0.0,0.0,0,0,0.0,0.0,0.0
121,0.0,0.0,0,0,0.0,0.0,0.0
122,0.0,0.0,0,0,327.7774633108345,0.0,0.004606021360013855
123,0.0,0.0,0,0,0.0,0.0,0.011892861729310714
124,0.0,0.0,0,0,131.2160165626103,0.0,0.0
125,0.0,0.0,0,0,0.0,0.0,0.0
126,0.0,0.0,0,0,260.2322897875081,0.0,2.3930486882586148e-05
127,0.0,0.0,0,0,130.1161448937541,0.0,0.0
128,0.0,0.0,0,0,0.0,0.0,0.004606021360013855
129,0.0,0.0,0,0,131.21601656261046,0.0,0.0
130,0.0,0.0,0,0,0.0,0.0,0.0
131,0.0,0.0001521787649103071,0,1,0.0,0.0,0.004606021360013855
132,0.0,0.0,0,0,327.7774633108345,0.0,0.0
133,0.0,0.0,0,0,237.34320067195748,0.0,0.012886104190033809
134,0.0,0.0001521787649103071,0,1,0.0,0.0,1.1965243441293074e-05
135,0.0,0.0,0,0,0.0,0.0,1.1965243441293074e-05
136,0.0,0.0,0,0,117.27728660300365,0.0,0.00921204272002771
137,0.0,0.0,0,0,0.0,0.0,1.1965243441293074e-05
138,0.0,0.0,0,0,0.0,0.0,0.0
139,0.0,0.0,0,0,0.0,0.0,0.0
140,0.0,3.8712606470963935e-05,0,1,270.2124846530805,0.0,0.004606021360013855
141,0.0,0.0,0,0,0.0,0.0,0.0
142,0.0,0.0,0,0,387.4897712560843,0.0,0.005915533696128356
143,0.0,0.0,0,0,0.0,0.0,0.0013095123361145013
144,0.0,0.0,0,0,0.0,0.0,0.0
145,0.0,0.0,0,0,0.0,0.0,0.0
146,0.0,0.0,0,0,0.0,0.0,0.0013095123361145013
147,0.0,0.0,0,0,0.0,0.0,0.004606021360013855
148,0.0,0.0,0,0,0.0,0.0,0.0
149,0.0,0.0,0,0,117.2772866030035,0.0,0.0
150,0.0,0.0,0,0,548.6280930440798,0.0,0.011892861729310714
151,0.0,0.0,0,0,0.0,0.0,1.1965243441293074e-05
152,0.0,0.0,0,0,91.2425179461101,0.0,0.004606021360013855
153,0.0,0.0,0,0,0.0,0.0,0.0
154,0.0,0.0,0,0,234.5545732060073,0.0,0.0013095123361145013
155,0.0,0.0,0,0,260.2322897875082,0.0,0.012886104190033809
156,0.0,0.0,0,0,91.2425179461101,0.0,0.0
157,0.0,0.0,0,0,135.10623074455796,0.0,0.009589785410466088
158,0.0,0.0,0,0,0.0,0.0,0.0
159,0.0,0.0,0,0,655.5549266216698,0.0,0.0
160,0.0,0.0,0,0,540.4249693061615,0.0,0.0
161,0.0,0.0,0,0,247.39343149675756,0.0,0.0
162,0.0,0.0,0,0,91.24251794611007,0.0,1.1965243441293074e-05
163,0.0,0.0,0,0,0.0,0.0,0.017492125550047664
164,0.0,0.0,0,0,0.0,0.0,0.01419561652614831
165,0.0,0.0,0,0,0.0,0.0,0.0
166,0.0,0.0,0,0,0.0,0.0,1.1965243441293074e-05
167,0.0,0.0,0,0,278.41560839099924,0.0,0.009577820167024796
168,0.0,0.0,0,0,395.6928949940028,0.0,0.011892861729310714
169,0.0,0.0,0,0,117.2772866030035,0.0,0.0
170,0.0,0.0,0,0,130.1161448937541,0.0,0.00921204272002771
171,0.0,0.0,0,0,0.0,0.0,0.0
172,0.0,0.0,0,0,933.9705350126688,0.0,0.0
173,0.0,0.0,0,0,0.0,0.0,0.0
174,0.0,0.0,0,0,237.34320067195748,0.0,0.0
175,0.0,0.0,0,0,0.0,0.0,0.011904826972752006
176,0.0,0.0,0,0,0.0,0.0,0.004606021360013855
177,0.0,0.0,0,0,117.27728660300365,0.0,0.0
178,0.0,0.0,0,0,0.0,0.0,0.0013214775795557944
179,0.0,0.0,0,0,234.5545732060073,0.0,0.0013095123361145013
180,0.0,0.0,0,0,278.41560839099924,0.0,0.0
181,0.0,0.0,0,0,0.0,0.0,0.0
182,0.0,0.0,0,0,400.3286295468346,0.0,0.009577820167024796
183,0.0,0.0,0,0,117.2772866030036,0.0,0.011892861729310714
184,0.0,0.0,0,0,131.2160165626103,0.0,0.0
185,0.0,0.0,0,0,91.24251794610998,0.0,0.012886104190033809
186,0.0,0.0,0,0,0.0,0.0,0.0
187,0.0,0.0,0,0,0.0,0.0,0.0
188,0.0,0.0,0,0,351.47480773361815,0.0,0.0013095123361145013
189,0.0,0.0,0,0,234.55457320600715,0.0,0.004606021360013855
190,0.0,0.0,0,0,805.6473449444734,0.0,0.0
191,0.0,0.0,0,0,135.10623074455796,0.0,0.0
192,0.0,0.0,0,0,0.0,0.0,0.0
193,0.0,0.0,0,0,0.0,0.0,0.0
194,0.0,0.0,0,0,278.415608390999,0.0,0.0013095123361145013
195,0.0,0.0,0,0,0.0,0.0,0.0
196,0.0,0.0,0,0,0.0,0.0,0.0
197,0.0,0.0,0,0,376.55099293386803,0.0,0.0
198,0.0,0.0,0,0,195.17421176352798,0.0,0.009577820167024796
199,0.0,0.0,0,0,327.7774633108349,0.0,0.0013095123361145013
200,0.0,0.0,0,0,260.2322897875082,0.0,0.004606021360013855
201,0.0,0.0,0,0,0.0,0.0,1.1965243441293074e-05
202,0.0,0.0,0,0,0.0,0.0,0.0
203,0.0,0.0,0,0,0.0,0.0,1.1965243441293074e-05
204,0.0,0.0,0,0,655.5549266216698,0.0,0.004606021360013855
205,0.0,0.0,0,0,665.9053796470831,0.0,0.0
206,0.0,0.0,0,0,572.8334705734824,0.0,0.004606021360013855
207,0.0,0.0,0,0,130.1161448937541,0.0,1.1965243441293074e-05
208,0.0,0.0,0,0,409.6316249536096,0.0,0.0013095123361145013
209,0.0,0.0,0,0,0.0,0.0,0.0
210,0.0,0.0,0,0,117.27728660300365,0.0,0.0
211,0.0,0.0,0,0,794.7627188835806,0.0,0.014674989390933039
212,0.0,0.0,0,0,278.41560839099924,0.0,0.0
213,0.0,0.0,0,0,0.0,0.0,0.009577820167024796
214,0.0,0.0,0,0,0.0,0.0,0.012886104190033809
215,0.0,0.0,0,0,130.1161448937541,0.0,0.009589785410466088
216,0.0,0.0,0,0,196.82401921966925,0.0,0.0013095123361145013
217,0.0,0.0,0,0,117.2772866030035,0.0,0.0
218,0.0,0.0,0,0,208.51980454911376,0.0,0.0
219,0.0,0.0,0,0,182.4850358922202,0.0,0.0
220,0.0,0.007490185488523891,0,1,729.2059645265253,54.95339570929847,0.011904826972752006
221,0.0,0.0,0,0,270.2124846530805,0.0,0.0
222,0.0,0.007789568509472898,0,1,117.27728660300365,59.10405886898832,0.012886104190033809
223,0.0,0.001001529786404386,0,1,0.0,0.0,0.014195806770479942
224,0.0,0.0,0,0,260.2322897875081,0.0,0.0
225,0.0,0.0,0,0,395.6928949940027,0.0,0.0
226,0.0,0.0,0,0,91.24251794611007,0.0,0.0
227,0.0,0.0,0,0,247.39343149675744,0.0,1.1965243441293074e-05
228,0.0,0.0,0,0,130.1161448937541,0.0,0.004606021360013855
229,0.0,0.0,0,0,91.2425179461101,0.0,0.0
230,0.0,0.0,0,0,0.0,0.0,0.007225046032242857
231,0.0,0.0,0,0,338.63594944286785,0.0,0.0
232,0.0,0.0,0,0,0.0,0.0,0.004606021360013855
233,0.0,0.0,0,0,130.1161448937541,0.0,0.012886104190033809
234,0.0,0.0,0,0,327.7774633108349,0.0,0.012886104190033809
235,0.0,0.0,0,0,0.0,0.0,0.0
236,0.0,0.0,0,0,270.2124846530805,0.0,0.0
237,0.0,0.0,0,0,260.23228978750785,0.0,0.0
238,0.0,0.0,0,0,270.2124846530808,0.0,0.0
239,0.0,0.0,0,0,278.41560839099935,0.0,0.0013095123361145013
240,0.0,0.0,0,0,0.0,0.0,0.0
241,0.0,0.0,0,0,565.3832364542372,0.0,0.014674989390933034
242,0.0,0.0,0,0,118.67159016285596,0.0,0.004606021360013855
243,0.0,0.0,0,0,391.4483063501185,0.0,0.009577820167024796
244,0.0,0.0,0,0,720.7199343880548,0.0,2.3930486882586148e-05
245,0.0,0.0,0,0,65.05806686977387,0.0,0.0
246,0.0,0.0,0,0,457.8936082045889,0.0,0.0
247,0.0,0.0,0,0,0.0,0.0,0.0013095123361145013
248,0.0,0.0,0,0,335.27055152285436,0.0,0.0
249,0.0,0.0,0,0,0.0,0.0,0.0
250,0.0,0.0,0,0,0.0,0.0,0.0
251,0.0,0.0,0,0,0.0,0.0,0.0
252,0.0,0.0,0,0,0.0,0.0,0.0
253,0.0,0.0,0,0,0.0,0.0,0.0013214775795557944
254,0.0,0.0,0,0,556.8312167819984,0.0,0.016498883089324567
255,0.0,0.0,0,0,262.4320331252209,0.0,0.0
256,0.0,0.0,0,0,117.27728660300365,0.0,0.0
257,0.0,0.0,0,0,0.0,0.0,0.011892861729310714
258,0.0,0.0,0,0,0.0,0.0,0.0
259,0.0,0.0,0,0,65.05806686977387,0.0,0.014674989390933046
260,0.0,0.0,0,0,0.0,0.0,0.0
261,0.0,0.0,0,0,0.0,0.0,0.0013095123361145013
262,0.0,0.0,0,0,130.1161448937541,0.0,0.0
263,0.0,0.0,0,0,772.8322132246734,0.0,0.0
264,0.0,0.0,0,0,237.34320067195748,0.0,0.0
265,0.0,0.0,0,0,556.8312167819987,0.0,0.0
266,0.0,0.001001529786404386,0,1,234.5545732060073,0.0,0.0
267,0.0,0.0,0,0,139.20779226191084,0.0,0.0
268,0.0,0.0,0,0,515.7588090629565,0.0,0.0
269,0.0,0.0009171000153926837,0,1,933.9705350126691,0.0,0.0
270,0.0,0.0,0,0,163.88871760605613,0.0,0.0
271,0.0,0.0,0,0,408.5317532847531,0.0,0.01467498939093306
272,0.0,0.0,0,0,91.24251794610998,0.0,0.0
273,0.0,0.0,0,0,130.1161448937541,0.0,0.0
274,0.0,0.0,0,0,688.0472333446091,0.0,0.0
275,0.0,0.0,0,0,270.2124846530805,0.0,0.0013095123361145013
276,0.0,0.0,0,0,631.6674872522716,0.0,0.011892861729310714
277,0.0,0.0,0,0,0.0,0.0,0.009577820167024796
278,0.0,0.0,0,0,0.0,0.0,0.0
279,0.0,0.0,0,0,0.0,0.0,0.0
280,0.0,0.0,0,0,328.8511229277847,0.0,0.0
281,0.0,0.0,0,0,494.78686299351546,0.0,0.0
282,0.0,0.0,0,0,235.94887676585947,0.0,0.0
283,0.0,0.0,0,0,182.4850358922202,0.0,0.011892861729310714
284,0.0,0.001001529786404386,0,1,0.0,0.0,0.0
285,0.0,0.0,0,0,91.2425179461101,0.0,0.0
286,0.0,0.0,0,0,0.0,0.0,0.0
287,0.0,0.0,0,0,540.4249693061616,0.0,0.0
288,0.0,0.0,0,0,0.0,0.0,0.0
289,0.0,0.0,0,0,0.0,0.0,0.0
290,0.0,0.0,0,0,260.232289787508,0.0,0.0
291,0.0,0.0,0,0,0.0,0.0,0.0
292,0.0,0.0,0,0,117.27728660300365,0.0,0.012886104190033809
293,0.0,0.0,0,0,0.0,0.0,0.004606021360013855
294,0.0,0.0,0,0,474.68640134391495,0.0,0.0
295,0.0,0.0,0,0,91.2425179461101,0.0,0.009577820167024796
296,0.0,0.0,0,0,1033.7641100647027,0.0,0.011892861729310714
297,0.0,0.0,0,0,0.0,0.0,0.004606021360013855
298,0.0,0.0,0,0,474.68640134391495,0.0,0.0
299,0.0,0.0,0,0,0.0,0.0,0.004617986603455148
300,0.0,0.0,0,0,278.415608390999,0.0,0.0
301,0.0,0.0,0,0,0.0,0.0,0.0
302,0.0,0.0,0,0,0.0,0.0,0.009577820167024796
303,0.0,0.0,0,0,0.0,0.0,0.0
304,0.0,0.0,0,0,556.8312167819985,0.0,0.0
305,0.0,0.0,0,0,0.0,0.0,0.0
306,0.0,0.0,0,0,327.7774633108349,0.0,0.0
307,0.0,0.0,0,0,260.2322897875082,0.0,0.0
308,0.0,0.0,0,0,534.3168957012309,0.0,0.0
309,0.0,0.0,0,0,565.9289192900251,0.0,0.011892861729310714
310,0.0,0.0,0,0,0.0,0.0,0.0
311,0.0,0.0,0,0,0.0,0.0,0.0
312,0.0,0.0,0,0,0.0,0.0,0.004606021360013855
313,0.0,0.0,0,0,0.0,0.0,0.0013095123361145013
314,0.0,0.0,0,0,0.0,0.0,0.0
315,0.0,0.0009171000153926837,0,1,91.2425179461101,0.0,0.0
316,0.0,0.0,0,0,510.9253362908346,0.0,0.0
317,0.0,0.0,0,0,234.5545732060073,0.0,0.0
318,0.0,0.0001521787649103071,0,1,0.0,0.0,0.0
319,0.0,0.0,0,0,135.10623074455796,0.0,1.1965243441293074e-05
320,0.0,0.0,0,0,260.2322897875082,0.0,0.012886104190033809
321,0.0,0.0,0,0,130.11614489375393,0.0,0.009577820167024796
322,0.0,0.0,0,0,130.11614489375393,0.0,0.004606021360013855
323,0.0,0.0,0,0,492.67101916180127,0.0,0.0
324,0.0,0.0,0,0,260.2322897875082,0.0,0.0
325,0.0,0.0,0,0,0.0,0.0,0.0
326,0.0,0.0,0,0,0.0,0.0,0.0
327,0.0,0.0,0,0,0.0,0.0,0.0
328,0.0,0.0,0,0,260.2322897875082,0.0,0.0
329,0.0,0.0,0,0,338.63594944286757,0.0,0.012886104190033809
330,0.0,0.0,0,0,0.0,0.0,0.004606021360013855
331,0.0,0.0,0,0,0.0,0.0,0.0
332,0.0,0.0,0,0,208.51980454911376,0.0,0.011892861729310714
333,0.0,0.0,0,0,0.0,0.0,0.0
334,0.0,0.0,0,0,0.0,0.0,0.0
335,0.0,0.0,0,0,91.24251794610998,0.0,0.0
336,0.0,0.0,0,0,0.0,0.0,0.013202374065425215
337,0.0,0.0,0,0,0.0,0.0,0.0
338,0.0,0.0,0,0,234.5545732060072,0.0,0.0
339,0.0,0.0001521787649103071,0,1,339.735821111724,0.0,0.0
340,0.0,0.0,0,0,130.1161448937541,0.0,0.0013095123361145013
341,0.0,0.012345679012345677,0,0,182.4850358922202,0.0,0.009577820167024796
342,0.0,0.0,0,0,65.05806686977387,0.0,0.014674989390933044
343,0.0,0.0,0,0,541.398293996568,0.0,0.0
344,0.0,0.0,0,0,0.0,0.0,0.0
345,0.0,0.0,0,0,787.8184008029192,0.0,0.0
346,0.0,0.0,0,0,0.0,0.0,0.004606021360013855
347,0.0,0.0,0,0,278.415608390999,0.0,0.004606021360013855
348,0.0,0.0,0,0,0.0,0.0,0.0
349,0.0,0.0,0,0,0.0,0.0,0.011892861729310714
350,0.0,0.0,0,0,0.0,0.0,0.012886104190033809
351,0.0,0.0,0,0,0.0,0.0,0.004606021360013855
352,0.0,0.0,0,0,0.0,0.0,0.0
353,0.0,0.0,0,0,91.24251794610998,0.0,0.0
354,0.0,3.8712606470963935e-05,0,1,737.1184344691357,0.0,0.0
355,0.0,0.0,0,0,0.0,0.0,0.0
356,0.0,0.0,0,0,0.0,0.0,0.0013095123361145013
357,0.0,0.0,0,0,0.0,0.0,0.0
358,0.0,0.0,0,0,327.7774633108349,0.0,0.011892861729310714
359,0.0,0.0,0,0,0.0,0.0,0.0
360,0.0,0.0,0,0,234.554573206007,0.0,0.0
361,0.0,0.007340493978049396,0,0,0.0,0.0,0.009577820167024796
362,0.0,0.0,0,0,0.0,0.0,0.0
363,0.0,0.0,0,0,278.41560839099924,0.0,0.0
364,0.0,0.0,0,0,175.7373999559266,0.0,0.0
365,0.0,0.0001521787649103071,0,1,339.7358211117239,0.0,0.0224758896004999
366,0.0,0.0,0,0,130.1161448937541,0.0,0.0
367,0.0,0.0,0,0,248.49330316561395,0.0,0.017492125550047664
368,0.0,0.0,0,0,0.0,0.0,0.0
369,0.0,0.0,0,0,0.0,0.0,0.015984501727047545
370,0.0,0.0,0,0,278.415608390999,0.0,0.0
371,0.0,0.0,0,0,772.832213224673,0.0,0.011892861729310714
372,0.0,0.0,0,0,0.0,0.0,0.011892861729310714
373,0.0,0.0,0,0,0.0,0.0,0.0
374,0.0,0.0,0,0,295.9818389466614,0.0,0.0
375,0.0,0.0,0,0,0.0,0.0,0.004606021360013855
376,0.0,0.0,0,0,0.0,0.0,0.0
377,0.0,0.0,0,0,588.009753098343,0.0,0.0
378,0.0,0.0,0,0,0.0,0.0,0.0
379,0.0,0.0,0,0,91.2425179461101,0.0,0.0
380,0.0,0.0,0,0,0.0,0.0,0.0
381,0.0,0.0,0,0,0.0,0.0,0.0
382,0.0,0.0,0,0,0.0,0.0,0.0
383,0.0,0.0001521787649103071,0,1,130.11614489375393,0.0,0.0
384,0.0,0.0,0,0,91.24251794610998,0.0,0.0
385,0.0,0.0,0,0,130.1161448937541,0.0,0.0
386,0.0,0.0,0,0,130.11614489375404,0.0,0.004606021360013855
387,0.0,0.0,0,0,0.0,0.0,0.0
388,0.0,0.0,0,0,0.0,0.0,0.0
389,0.0,0.0,0,0,351.47480773361815,0.0,0.0013095123361145013
390,0.0,0.0,0,0,221.35866283986402,0.0,0.005927498939569649
391,0.0,0.0,0,0,0.0,0.0,0.0013095123361145013
392,0.0,0.007490185488523891,0,0,377.5095763905117,0.0,0.009577820167024796
393,0.0014508044846147272,0.004675098991731216,0,0,0.0,0.0,0.0013095123361145013
394,0.0,0.0,0,0,0.0,0.0,0.0
395,0.0,0.0,0,0,367.4593455657116,0.0,0.0
396,0.0,0.0,0,0,0.0,0.0,0.0
397,0.0,0.0,0,0,408.53175328475345,0.0,0.004617986603455148
398,0.0,0.0,0,0,117.27728660300365,0.0,0.0
399,0.0,0.0,0,0,0.0,0.0,0.0
400,0.0,0.0,0,0,91.24251794610998,0.0,0.0
401,0.0,0.0,0,0,278.415608390999,0.0,0.0
402,0.0,0.0,0,0,278.41560839099935,0.0,0.0
403,0.0,0.0,0,0,278.415608390999,0.0,0.0
404,0.0,0.0,0,0,0.0,0.0,0.0
405,0.0,0.0,0,0,234.5545732060073,0.0,0.0
406,0.0,0.0,0,0,0.0,0.0,0.0
407,0.0,0.0,0,0,0.0,0.0,0.0
408,0.0,0.0,0,0,0.0,0.0,0.0
409,0.0,0.0,0,0,0.0,0.0,0.0
410,0.0,0.0,0,0,91.2425179461101,0.0,0.0
411,0.0,0.0,0,0,0.0,0.0,0.009577820167024796
412,0.0,0.0,0,0,0.0,0.0,0.009577820167024796
413,0.0,0.0,0,0,278.41560839099924,0.0,0.0
414,0.0,0.001001529786404386,0,1,0.0,0.0,0.011892861729310714
415,0.0,0.0,0,0,0.0,0.0,0.0
416,0.0,0.0,0,0,0.0,0.0,0.0
417,0.0,0.0,0,0,0.0,0.0,0.0
418,0.0,0.0,0,0,0.0,0.0,0.0
419,0.0,0.0010411355232991003,0,2,0.0,0.0,0.0
420,0.0,0.0,0,0,0.0,0.0,0.012886104190033809
421,0.0,0.0,0,0,327.7774633108345,0.0,0.0
422,0.0,0.007490185488523891,0,0,0.0,0.0,0.0
423,0.0,0.0,0,0,130.1161448937541,0.0,1.1965243441293074e-05
424,0.0,0.0,0,0,0.0,0.0,0.012886104190033809
425,0.0,0.0,0,0,0.0,0.0,0.0
426,0.0,0.007789568509472898,0,1,556.8312167819987,65.61680000000001,0.0
427,0.0,0.0,0,0,270.2124846530805,0.0,0.0
428,0.0,0.0,0,0,0.0,0.0,0.0
429,0.0,0.0,0,0,0.0,0.0,0.0
430,0.0,0.0,0,0,969.2559790765005,0.0,0.004606021360013855
431,0.0,0.0,0,0,327.7774633108349,0.0,0.0
432,0.0,0.0,0,0,130.1161448937541,0.0,0.0
433,0.0,0.0,0,0,130.11614489375393,0.0,0.0
434,0.0,0.0,0,0,655.5549266216698,0.0,0.0
435,0.0,0.0,0,0,328.8511229277847,0.0,1.1965243441293074e-05
436,0.0,0.0,0,0,0.0,0.0,1.1965243441293074e-05
437,0.0,0.0,0,0,0.0,0.0,0.0
438,0.0,0.0,0,0,400.3286295468345,0.0,1.1965243441293074e-05
439,0.0,0.0,0,0,270.2124846530805,0.0,0.0
440,0.0,0.0,0,0,908.9841865407293,0.0,0.0
441,0.0,0.0,0,0,0.0,0.0,0.0
442,0.0,0.0,0,0,175.91592487770785,0.0,0.009577820167024796
443,0.0,0.0,0,0,0.0,0.0,0.0
444,0.0,0.0,0,0,510.26249920305463,0.0,0.0
445,0.0,0.0,0,0,0.0,0.0,1.1965243441293074e-05
446,0.0,0.0,0,0,131.2160165626103,0.0,0.0
447,0.0,0.0,0,0,65.05806686977387,0.0,0.0
448,0.0,0.0,0,0,91.24251794611007,0.0,0.004606021360013855
449,0.0,0.0,0,0,0.0,0.0,1.1965243441293074e-05
