70,0.025
71,0.027
72,0.029
73,0.03
74,0.032
75,0.034
76,0.038
77,0.041
78,0.044
79,0.047
80,0.05
81,0.056
82,0.062
83,0.068
84,0.074
85,0.081
86,0.091
87,0.101
88,0.111
89,0.122
90,0.133
91,0.146
92,0.16
93,0.173
94,0.187
95,0.2
96,0.217
97,0.233
98,0.25
99,0.267
100,0.284
101,0.306
102,0.33
103,0.353
104,0.377
105,0.4
106,0.426
107,0.452
108,0.478
109,0.504
110,0.529
111,0.55
112,0.57
113,0.591
114,0.612
115,0.632
116,0.65
117,0.667
118,0.684
119,0.701
120,0.719
121,0.734
122,0.748
123,0.763
124,0.777
125,0.792
126,0.805
127,0.819
128,0.832
129,0.845
130,0.858
131,0.866
132,0.874
133,0.883
134,0.891
135,0.899
136,0.907
137,0.914
138,0.922
139,0.93
140,0.938
141,0.944
142,0.95
143,0.956
144,0.961
145,0.967
146,0.971
147,0.974
148,0.977
149,0.98
150,0.983
151,0.985
152,0.988
153,0.99
154,0.992
155,0.994
156,0.996
157,0.997
158,0.999
159,1.001
160,1.002
161,1.003
162,1.003
163,1.003
164,1.004
165,1.004
166,1.004
167,1.004
168,1.004
169,1.004
170,1.004
171,1.005
172,1.006
173,1.007
174,1.008
175,1.008
176,1.008
177,1.008
178,1.008
179,1.008
180,1.008
181,1.008
182,1.008
183,1.008
184,1.008
185,1.008
186,1.008
187,1.008
188,1.008
189,1.008
190,1.008
191,1.008
192,1.008
193,1.008
194,1.008
195,1.008
196,1.008
197,1.008
198,1.008
199,1.008
