70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0.001
80,0.002
81,0.003
82,0.003
83,0.004
84,0.004
85,0.004
86,0.004
87,0.003
88,0.003
89,0.002
90,0.002
91,0.002
92,0.002
93,0.002
94,0.002
95,0.002
96,0.001
97,0
98,-0.001
99,-0.001
100,-0.002
101,0
102,0.002
103,0.003
104,0.005
105,0.006
106,0.006
107,0.006
108,0.006
109,0.006
110,0.007
111,0.009
112,0.012
113,0.015
114,0.017
115,0.02
116,0.024
117,0.028
118,0.032
119,0.036
120,0.04
121,0.045
122,0.049
123,0.054
124,0.058
125,0.064
126,0.073
127,0.082
128,0.091
129,0.101
130,0.11
131,0.121
132,0.132
133,0.143
134,0.153
135,0.164
136,0.177
137,0.189
138,0.201
139,0.214
140,0.226
141,0.24
142,0.255
143,0.269
144,0.284
145,0.298
146,0.314
147,0.33
148,0.346
149,0.362
150,0.378
151,0.393
152,0.409
153,0.424
154,0.44
155,0.455
156,0.47
157,0.485
158,0.5
159,0.515
160,0.531
161,0.548
162,0.566
163,0.583
164,0.601
165,0.619
166,0.637
167,0.655
168,0.673
169,0.69
170,0.706
171,0.715
172,0.724
173,0.733
174,0.742
175,0.751
176,0.756
177,0.761
178,0.766
179,0.772
180,0.777
181,0.787
182,0.798
183,0.809
184,0.821
185,0.832
186,0.841
187,0.85
188,0.859
189,0.868
190,0.877
191,0.885
192,0.892
193,0.899
194,0.907
195,0.913
196,0.919
197,0.924
198,0.929
199,0.935
