70,0.013
71,0.013
72,0.013
73,0.014
74,0.014
75,0.015
76,0.017
77,0.019
78,0.021
79,0.023
80,0.025
81,0.027
82,0.028
83,0.029
84,0.031
85,0.033
86,0.036
87,0.039
88,0.043
89,0.046
90,0.05
91,0.057
92,0.063
93,0.069
94,0.076
95,0.082
96,0.089
97,0.095
98,0.102
99,0.108
100,0.115
101,0.126
102,0.137
103,0.149
104,0.161
105,0.172
106,0.189
107,0.206
108,0.223
109,0.239
110,0.256
111,0.274
112,0.292
113,0.31
114,0.328
115,0.346
116,0.364
117,0.382
118,0.4
119,0.418
120,0.436
121,0.455
122,0.475
123,0.494
124,0.513
125,0.532
126,0.551
127,0.569
128,0.587
129,0.606
130,0.624
131,0.64
132,0.656
133,0.673
134,0.689
135,0.705
136,0.72
137,0.735
138,0.75
139,0.764
140,0.779
141,0.793
142,0.807
143,0.82
144,0.834
145,0.848
146,0.858
147,0.868
148,0.878
149,0.888
150,0.898
151,0.905
152,0.91
153,0.916
154,0.922
155,0.928
156,0.933
157,0.937
158,0.942
159,0.947
160,0.951
161,0.954
162,0.957
163,0.959
164,0.962
165,0.964
166,0.967
167,0.97
168,0.973
169,0.976
170,0.979
171,0.98
172,0.981
173,0.982
174,0.982
175,0.983
176,0.986
177,0.988
178,0.991
179,0.993
180,0.996
181,0.996
182,0.996
183,0.996
184,0.996
185,0.996
186,0.997
187,0.998
188,0.999
189,1.001
190,1.002
191,1.003
192,1.004
193,1.005
194,1.006
195,1.006
196,1.006
197,1.006
198,1.006
199,1.006
200,1.006
