70,0
71,0.003
72,0.003
73,0.004
74,0.004
75,0.004
76,0.004
77,0.003
78,0.003
79,0.002
80,0.003
81,0.003
82,0.004
83,0.005
84,0.006
85,0.008
86,0.01
87,0.013
88,0.015
89,0.018
90,0.021
91,0.025
92,0.029
93,0.033
94,0.036
95,0.041
96,0.049
97,0.057
98,0.066
99,0.074
100,0.083
101,0.095
102,0.106
103,0.117
104,0.128
105,0.14
106,0.158
107,0.177
108,0.196
109,0.215
110,0.234
111,0.257
112,0.28
113,0.303
114,0.327
115,0.349
116,0.37
117,0.391
118,0.412
119,0.433
120,0.453
121,0.474
122,0.494
123,0.515
124,0.535
125,0.556
126,0.579
127,0.602
128,0.624
129,0.647
130,0.669
131,0.687
132,0.704
133,0.722
134,0.739
135,0.757
136,0.769
137,0.781
138,0.792
139,0.804
140,0.815
141,0.825
142,0.835
143,0.845
144,0.855
145,0.864
146,0.87
147,0.877
148,0.883
149,0.889
150,0.896
151,0.902
152,0.909
153,0.915
154,0.922
155,0.928
156,0.934
157,0.94
158,0.946
159,0.951
160,0.957
161,0.96
162,0.963
163,0.966
164,0.97
165,0.972
166,0.974
167,0.976
168,0.978
169,0.98
170,0.982
171,0.984
172,0.985
173,0.987
174,0.989
175,0.99
176,0.991
177,0.993
178,0.994
179,0.995
180,0.996
181,0.996
182,0.996
183,0.996
184,0.996
185,0.996
186,0.995
187,0.995
188,0.994
189,0.994
190,0.994
191,0.994
192,0.995
193,0.995
194,0.996
195,0.996
196,0.996
197,0.996
198,0.996
199,0.996
200,0.996
