Edition,Zone 4+,Zone 4-,Zone 5+,Zone 5-
ASCE 7-95,6.213681481460199,-6.7973630999109735,6.213681481460199,-8.079624293200466
ASCE 7-98,7.574562568777476,-8.286078431377135,7.574562568777476,-9.849172334253552
ASCE 7-10,7.574562568777476,-8.286078431377135,7.574562568777476,-9.849172334253552
ASCE 7-16,7.574562568777476,-8.286078431377135,7.574562568777476,-9.849172334253552
