,9 ft,10 ft,11 ft,12 ft,13 ft,14 ft,15 ft,16 ft,17 ft,18 ft,19 ft,20 ft,21 ft,22 ft,23 ft,24 ft,25 ft,26 ft,27 ft,28 ft,29 ft,30 ft,31 ft,32 ft,33 ft,34 ft,35 ft,36 ft,37 ft,38 ft,39 ft,40 ft,41 ft,42 ft,43 ft,44 ft,45 ft,46 ft,47 ft,48 ft,49 ft,50 ft,51 ft,52 ft,53 ft,54 ft,55 ft,56 ft,57 ft,58 ft,59 ft,60 ft
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.018610636276232956,0.036408009621421066,0.05347252413814971,0.06987268014532567,0.08566736172955693,0.10090759365424569,0.11563790986584577,0.12989743303515125,0.14372073593564227,0.15713853591175062,0.1701782600983829,0.1828645094459011,0.19521944271064026,0.20726309655495537,0.21901365420447527,0.23048767235429082,0.24170027393863655,0.252665312797146,0.2633955150553953,0.2739026010952023,0.28419739125365884,0.29428989780978704,0.30418940535748923,0.31390454129586404,0.3234433378724796,0.3328132869762167,0.3420213886819177,0.35107419439013404,0.359977845274608,0.36873810664220147,0.3773603987204363,0.38584982431315573,0.39421119370233937,0.40244904712160373,0.41056767508259967,0.41857113679803626,0.4264632769131647,0.43424774073038935,0.44192798808843237,0.44950730603752453,0.4569888204349344,0.4643755065703308,0.4716701989176667,0.47887560009911556,0.48599428913694837
