BLDGID4,REGION4,CENDIV4,SQFTC4,PBA4,HTCNTL4,HTTHRM4,RDHTNF4,BOILER4,FURNAC4,SLFCON4,PKGHT4,HTPMPH4,DUCTHT4,REHEAT4,FNCLHT4,BBDRAD4,OTHTEQ4,OTHTQ14,CLCNTL4,CLTHRM4,RDCLNF4,CHILLR4,ACWNWL4,PKGCL4,HTPMPC4,DUCTCL4,FNCLCL4,OTCLEQ4,OTCLQ14,CHLYRC4,PKCYRC4,CFRIG4,CFRZR4,RFRIG4,RFRZR4,ICE4,SODA4,WTRCL4,OTREF4,OTREF14,PORVAC4,VAC3MP4,MONUSE4,YRCONC4,WLCNS4,RFCNS4,COMPRM4,GENER4,COGEN4,GRID4,PURPA4,FACIL4,PLANT4,BLDPLT4,ADJWT4,STRATUM4,PAIR4,ELSUPL4,NGSUPL4,FKSUPL4,STSUPL4,HWSUPL4,FACACT4,FACTSRC4
1217,1,1,5,13,2,,1,2,2,2,2,2,2,2,2,1,2,,2,,1,2,2,1,2,1,2,2,,,3,2,2,1,2,2,2,2,2,,2,0,12,3,4,4,2,2,,,,1,1,2,408.36,12,1,1,2,2,1,2,1,2
1218,3,5,6,13,2,,1,1,2,2,2,2,2,2,2,2,2,,2,,1,2,2,1,2,2,2,2,,,5,1,1,2,2,1,1,1,2,,1,3,12,3,4,3,2,2,,,,1,2,,321.32,3,1,1,1,2,2,2,2,3
1219,3,7,2,1,2,,1,2,2,2,1,2,1,2,2,2,2,,2,,1,2,2,1,2,1,2,2,,,3,1,1,2,2,2,2,1,2,,1,100,3,5,4,4,2,2,,,,1,2,,1595.2,13,1,1,2,2,2,2,7,3
1220,3,5,4,3,2,,1,2,2,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,2,2,1,2,1,1,1,2,,2,0,12,5,4,5,2,2,,,,2,,,597.74,4,1,1,2,2,2,2,,
1221,2,3,5,2,1,1,1,2,2,2,2,1,1,2,2,2,2,,1,1,1,2,2,2,1,1,2,2,,,,2,2,1,2,2,1,1,2,,2,0,12,9,4,6,1,2,,,,1,1,2,157.88,19,2,1,1,2,2,2,7,2
1222,4,8,7,2,2,,2,2,2,2,2,2,2,2,2,2,1,1,2,,1,2,2,1,2,1,2,2,,,4,2,2,1,2,1,1,1,2,,1,17,12,7,1,4,1,2,,,,1,1,2,256.39,3,1,1,2,2,2,2,4,1
1223,1,2,4,2,2,,1,2,2,2,2,2,2,2,2,1,2,,2,,2,2,1,1,2,1,2,2,,,2,2,2,1,2,2,1,1,2,,2,0,12,5,4,4,2,2,,,,2,,,712.11,14,1,1,1,2,1,2,,
1224,1,2,4,13,2,,1,2,2,1,1,2,1,1,2,2,2,,2,,1,2,1,1,2,1,2,2,,,3,1,1,2,2,1,1,1,2,,2,0,11,6,4,4,2,2,,,,1,2,,476.92,1,2,1,2,2,2,2,1,3
1225,1,2,8,13,2,,1,1,2,2,1,1,1,1,1,1,2,,1,2,1,1,2,1,1,1,1,2,,4,5,1,1,1,2,1,1,1,2,,2,0,12,6,4,6,1,2,,,,1,2,,5.03,12,2,1,1,1,2,2,1,3
1226,2,4,3,3,1,1,1,2,1,2,2,2,1,2,2,2,2,,1,1,1,2,1,1,2,1,2,2,,,5,2,2,2,2,2,1,2,2,,1,60,12,5,4,6,2,2,,,,2,,,2392.14,12,1,1,1,2,2,2,,
1227,3,5,6,13,2,,1,1,2,2,2,2,1,2,1,1,2,,2,,1,1,1,1,2,1,1,2,,2,2,1,1,2,2,1,1,1,2,,2,0,12,5,4,6,2,2,,,,2,,,347.16,3,2,1,1,1,2,2,,
1228,2,4,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,2,0,12,8,6,3,2,2,,,,1,2,,157.88,19,1,2,2,2,2,2,5,3
1229,3,6,3,15,2,,7,1,2,2,2,2,1,2,2,2,2,,2,,7,2,2,1,2,1,1,2,,,5,1,1,1,1,1,1,1,2,,2,0,12,8,4,6,2,2,,,,2,,,235.53,3,2,1,1,1,2,2,,
1230,2,3,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,,1,1,1,2,1,2,2,2,2,2,,,,2,2,2,1,2,2,1,2,,2,0,12,5,4,3,2,2,,,,1,2,,91.63,8,1,1,2,2,2,2,15,3
1231,3,5,5,13,2,,1,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,2,2,2,2,2,1,1,2,,2,0,10,4,4,6,2,2,,,,1,2,,28.05,6,1,1,2,1,2,2,3,3
1232,3,5,8,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,2,0,12,8,3,7,2,2,,,,1,2,,156.48,4,1,1,2,2,2,2,17,3
1233,2,3,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,,1,1,1,2,1,2,2,2,2,2,,,,2,2,1,2,2,2,2,2,,2,0,12,4,4,4,2,1,1,2,1,1,2,,487.36,17,1,1,1,2,2,2,7,3
1234,3,6,2,20,2,,2,2,2,1,2,2,2,2,2,2,2,,2,,1,2,1,2,2,2,2,2,,,,2,2,1,2,2,2,1,2,,2,0,12,7,6,5,2,2,,,,2,,,2170.72,11,2,1,2,2,2,2,,
1235,2,4,8,3,2,,2,2,2,2,1,2,1,2,2,2,2,,2,,2,2,2,1,2,1,2,2,,,3,1,1,1,2,1,1,1,2,,1,37,12,6,4,4,2,2,,,,1,2,,319.73,17,2,1,1,2,2,2,5,3
1236,2,3,4,2,1,1,1,1,2,1,2,2,1,2,1,2,2,,1,1,1,1,2,2,2,1,1,2,,5,,2,2,1,2,2,2,1,2,,1,15,12,5,4,4,2,2,,,,2,,,509.17,14,1,1,1,2,2,2,,
1237,2,3,2,7,1,1,1,2,1,2,2,2,1,2,2,2,2,,1,1,2,2,2,1,2,1,2,2,,,2,2,2,1,2,2,2,1,2,,2,0,12,5,4,4,2,2,,,,2,,,1508.84,17,2,1,2,1,2,2,,
1238,1,2,4,3,2,,1,2,1,1,2,2,1,2,2,2,2,,,,,,,,,,,,,,,2,2,1,2,2,1,2,2,,1,25,12,1,5,2,2,2,,,,2,,,327.35,1,1,1,1,1,2,2,,
1239,3,5,2,12,2,,2,1,2,2,1,2,2,2,2,2,2,,2,,1,2,1,2,2,2,2,2,,,,2,2,2,2,2,1,2,2,,1,100,6,4,4,3,2,2,,,,2,,,1895.05,16,2,1,2,2,2,2,,
1240,1,2,10,2,1,1,1,2,2,2,2,1,1,1,1,1,2,,1,1,1,1,2,1,2,1,1,2,,1,1,1,1,1,1,1,1,1,2,,1,3,12,5,14,4,1,2,,,,2,,,7.37,7,1,1,2,1,1,2,,
1241,3,5,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,1,10,12,8,4,7,2,2,,,,1,2,,1595.2,15,1,1,2,2,2,2,12,3
1242,1,2,9,15,2,,7,1,2,2,2,2,2,1,1,2,2,,2,,7,1,2,1,2,2,1,2,,4,3,1,1,1,1,1,1,1,2,,2,0,12,7,4,4,1,2,,,,2,,,10.04,19,1,1,1,1,2,2,,
1243,2,3,6,13,2,,1,2,1,1,2,2,1,2,2,2,2,,2,,1,2,1,1,2,2,2,2,,,2,1,1,1,1,2,2,2,2,,2,0,11,5,4,5,2,2,,,,1,2,,324.11,14,1,1,1,2,2,2,3,3
1244,2,3,5,2,2,,2,1,2,2,2,2,2,2,2,2,2,,2,,1,1,2,1,2,1,2,2,,3,3,2,2,1,2,2,1,1,2,,2,0,12,6,6,4,1,2,,,,2,,,157.88,3,1,1,1,2,2,2,,
1245,3,7,4,4,1,1,1,2,2,1,2,2,1,1,2,2,2,,1,1,1,2,1,1,2,1,2,2,,,5,2,2,1,2,2,1,1,2,,2,0,12,6,6,4,2,2,,,,2,,,496.13,9,2,1,1,2,2,2,,
1246,2,3,2,2,2,,7,2,1,2,2,2,2,2,2,2,2,,2,,7,2,2,1,2,2,2,2,,,3,2,2,1,2,2,2,2,2,,2,0,12,3,5,3,2,2,,,,2,,,1904.68,19,2,1,1,2,2,2,,
1247,1,2,2,7,1,1,1,2,1,2,2,2,1,2,2,2,2,,1,1,1,2,2,1,2,1,2,2,,,5,2,2,1,1,1,2,1,2,,2,0,12,9,4,3,2,2,,,,1,1,2,20.84,20,1,1,1,2,2,2,6,1
1248,4,9,3,4,2,,1,2,1,1,2,2,1,2,2,2,2,,,,,,,,,,,,,,,2,2,1,2,2,2,2,2,,2,0,12,5,5,3,2,2,,,,2,,,163.32,7,1,1,1,2,2,2,,
1249,2,3,6,3,2,,1,2,1,2,1,2,1,2,2,2,2,,2,,1,2,2,1,2,1,2,2,,,5,2,2,1,2,2,1,2,2,,2,0,3,9,4,4,1,2,,,,2,,,1.15,,0,1,1,2,2,2,,
1250,3,5,3,17,1,1,1,2,1,1,2,2,1,2,2,2,2,,1,1,1,2,2,1,2,1,2,2,,,5,2,2,1,1,2,2,2,2,,2,0,12,2,4,3,2,2,,,,2,,,1377.41,4,2,1,1,1,2,2,,
1251,3,5,3,4,2,,1,2,1,2,2,2,1,2,2,2,2,,1,1,1,2,2,2,1,1,2,2,,,,2,2,1,2,2,2,2,2,,2,0,12,4,4,3,2,2,,,,1,2,,1859.44,16,1,1,1,2,2,2,13,3
1252,1,2,3,4,2,,1,2,1,2,2,2,2,2,2,1,2,,2,,1,2,2,1,2,2,2,2,,,5,2,2,1,2,2,2,2,2,,2,0,12,5,4,3,2,2,,,,2,,,490.89,5,1,1,2,1,2,2,,
1253,3,6,2,5,,,,,,,,,,,,,,,1,1,1,2,2,2,1,1,2,2,,,,1,1,1,2,1,1,2,2,,2,0,6,6,5,3,2,2,,,,1,2,,1895.05,10,1,1,1,2,2,2,11,3
1254,1,2,7,12,2,,7,1,1,1,2,2,1,2,2,2,2,,2,,1,2,2,1,2,1,2,2,,,4,1,1,1,1,2,1,1,2,,2,0,12,8,6,4,1,2,,,,1,2,,157.78,14,1,1,1,2,2,2,12,3
1255,3,7,2,3,1,1,1,2,2,2,2,1,1,2,2,2,2,,1,1,1,2,2,2,1,1,2,2,,,,2,2,2,2,2,2,2,2,,1,50,2,8,3,4,2,2,,,,2,,,470.24,8,2,1,2,2,2,2,,
1256,1,2,6,13,1,1,1,1,2,2,2,2,1,2,2,1,1,95,1,1,1,2,1,1,2,1,2,2,,,4,2,2,1,2,2,2,1,2,,1,90,9,3,4,3,2,2,,,,1,1,2,317.29,15,2,1,1,1,1,1,2,1
1257,3,7,2,3,2,,1,2,1,2,2,2,2,2,2,2,2,,2,,1,2,1,1,2,2,2,2,,,5,2,2,1,2,2,2,2,2,,2,0,12,3,4,3,2,2,,,,2,,,1895.05,16,2,1,1,2,2,2,,
1258,1,2,8,2,2,,1,1,2,1,1,2,1,1,1,2,1,95,2,,1,1,2,1,2,1,1,2,,3,3,1,1,2,2,1,1,1,2,,1,20,12,6,4,6,1,2,,,,2,,,3.68,14,1,1,1,1,2,2,,
1259,1,1,4,3,1,1,1,2,1,2,2,1,1,2,2,2,2,,1,1,1,2,1,1,1,1,2,2,,,5,1,1,1,2,1,1,2,2,,1,30,12,9,5,3,2,2,,,,2,,,597.34,11,2,1,2,1,2,2,,
1260,4,9,5,13,2,,1,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,2,2,1,2,2,1,2,2,,1,90,9,3,4,4,2,2,,,,1,2,,362.37,2,1,1,1,2,2,2,3,3
1261,4,9,4,13,1,1,1,1,1,1,2,2,1,2,2,2,2,,1,1,1,2,2,2,1,1,2,2,,,,2,2,2,2,1,2,2,2,,2,0,12,5,4,4,2,2,,,,1,2,,1.09,,0,1,1,2,2,2,2,3
1262,3,5,2,3,2,,2,2,2,2,1,2,1,2,2,2,2,,2,,2,2,2,1,2,1,2,2,,,4,1,1,1,1,1,1,2,2,,2,0,12,7,4,4,2,2,,,,2,,,1472.34,5,1,1,2,2,2,2,,
1263,2,3,6,13,2,,2,2,2,2,2,2,1,1,2,1,2,,2,,1,2,1,1,2,1,1,2,,,4,2,2,1,2,2,1,1,2,,2,0,12,4,4,2,2,2,,,,1,1,2,20,3,1,1,1,2,2,2,1,1
1264,4,9,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,2,2,2,2,,2,0,12,4,4,4,2,2,,,,2,,,2004.53,2,1,1,1,2,2,2,,
1265,3,5,2,2,1,1,1,2,1,2,2,1,2,2,2,2,2,,1,1,1,2,1,2,2,2,2,2,,,,2,2,1,2,2,2,1,2,,1,33,12,3,4,3,2,2,,,,2,,,2146.52,2,2,1,2,2,2,2,,
1266,3,5,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,,1,2,1,2,2,2,1,1,2,2,,,,2,2,1,2,2,1,2,2,,2,0,12,9,5,3,2,2,,,,1,2,,2155.25,6,2,1,2,2,2,2,4,3
1267,3,5,2,3,1,1,1,2,2,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,2,0,12,7,4,3,2,2,,,,1,2,,1895.05,4,2,1,1,2,2,2,14,3
1268,3,5,5,1,1,1,1,2,2,2,2,2,2,1,2,2,2,,1,1,1,1,2,2,2,2,2,2,,3,,1,2,2,2,2,1,1,2,,1,100,2,6,10,4,1,2,,,,1,2,,7.95,4,2,1,2,2,2,2,4,3
1269,3,5,3,13,2,,1,1,2,2,2,2,2,2,2,2,2,,2,,1,1,2,2,2,2,2,2,,2,,2,2,1,2,2,2,1,2,,2,0,10,5,3,4,2,2,,,,1,1,2,1377.41,4,2,1,2,1,2,2,3,1
1270,1,1,4,2,2,,1,2,2,2,1,2,1,2,2,2,2,,2,,1,2,2,1,2,1,2,2,,,5,2,2,1,2,2,1,1,2,,1,100,1,4,4,4,2,2,,,,2,,,490.89,7,1,1,1,2,2,2,,
1271,3,7,5,13,1,1,1,1,2,2,2,1,1,1,1,1,2,,1,1,1,1,1,1,2,1,1,2,,2,2,1,1,1,1,2,1,1,2,,1,90,8,4,4,4,2,2,,,,1,2,,321.32,11,2,1,1,2,2,2,3,3
1272,2,3,9,15,2,,7,1,2,2,2,2,1,1,1,1,2,,2,,7,1,1,1,2,1,1,2,,5,1,1,1,1,1,1,1,1,2,,2,0,12,5,4,6,1,2,,,,1,1,1,10.04,14,2,1,1,1,2,2,6,1
1273,3,7,2,3,2,,1,2,2,2,1,2,2,2,2,2,2,,2,,1,2,2,1,2,2,2,2,,,3,2,2,2,2,2,1,2,2,,2,0,4,6,4,4,2,2,,,,1,2,,498.98,17,2,1,2,2,2,2,18,3
1274,3,7,3,1,1,1,1,2,2,2,1,2,2,2,2,2,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,1,100,3,5,3,4,2,2,,,,2,,,498.98,9,2,1,2,2,2,2,,
1275,3,7,3,3,1,2,1,2,2,1,2,2,2,2,2,2,2,,1,2,1,1,2,2,2,2,1,2,,1,,2,2,1,2,2,2,2,2,,2,0,12,4,3,3,2,2,,,,2,,,358.11,13,2,1,1,2,2,2,,
1276,1,1,5,2,1,2,1,1,2,2,2,1,1,2,2,2,2,,2,,1,2,2,1,2,1,2,2,,,3,2,2,1,2,2,1,1,2,,2,0,12,6,4,3,1,2,,,,2,,,469.94,17,2,1,1,2,2,2,,
1277,3,6,7,12,2,,1,2,2,2,2,2,2,2,1,2,2,,2,,1,2,2,1,2,1,2,2,,,2,2,2,2,2,2,1,1,2,,2,0,12,5,5,5,2,2,,,,1,2,,73.77,3,1,1,1,2,2,2,12,3
1278,4,9,8,2,2,,1,1,2,2,2,2,1,1,1,1,2,,2,,1,1,2,1,2,1,1,2,,2,2,1,1,1,1,1,1,1,2,,1,2,12,5,4,6,1,2,,,,1,2,,10.27,7,1,1,1,2,2,2,4,3
1279,4,9,4,2,1,1,1,2,2,2,1,2,1,2,2,2,2,,1,1,1,2,2,1,2,1,2,2,,,4,2,2,1,2,2,2,1,2,,2,0,12,3,4,3,2,2,,,,2,,,163.32,2,2,1,1,2,2,2,,
1280,3,6,3,4,1,1,1,2,2,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,2,2,1,2,2,2,2,2,,2,0,9,6,4,4,2,2,,,,1,2,,96,11,2,1,1,2,2,2,2,3
1281,1,1,6,2,1,2,1,2,2,2,1,2,1,1,2,2,2,,2,,1,2,2,2,2,1,2,2,,,,2,2,1,2,2,1,1,2,,1,40,12,9,4,6,2,2,,,,2,,,10.28,15,2,1,2,2,2,2,,
1282,2,4,3,3,2,,1,1,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,2,2,1,2,2,2,1,2,,2,0,12,4,4,4,2,2,,,,1,2,,1904.68,6,2,1,2,2,2,2,5,3
1283,3,5,2,4,1,1,1,2,1,2,2,2,1,2,2,2,2,,1,2,1,2,1,2,2,2,2,2,,,,2,2,2,2,2,2,2,2,,2,0,12,6,4,3,2,2,,,,2,,,1859.44,16,1,1,2,2,2,2,,
1284,3,5,2,3,1,1,1,2,2,2,2,1,1,2,2,2,2,,1,1,1,2,2,2,1,1,2,2,,,,2,2,1,2,2,2,2,2,,1,20,12,9,4,5,2,2,,,,2,,,2774.63,6,2,1,2,2,2,2,,
1285,1,2,4,4,2,,7,2,2,1,2,2,2,2,2,1,2,,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,,2,0,12,4,4,4,2,2,,,,1,1,2,459.35,1,1,1,2,2,1,2,1,2
1286,3,6,4,13,2,,1,1,2,2,2,2,2,2,2,1,2,,1,1,1,2,1,2,2,2,2,2,,,,1,1,1,1,1,1,1,2,,2,0,9,5,4,4,2,2,,,,1,1,1,612.45,11,1,1,2,2,2,2,3,2
1287,4,9,2,4,2,,1,2,2,2,1,2,1,2,2,2,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,,1,100,9,7,4,7,2,2,,,,1,2,,1654.83,7,1,1,2,1,2,2,11,3
1288,2,4,8,4,1,1,1,2,2,2,2,2,1,2,2,1,2,,1,1,1,2,2,2,2,1,2,2,,,,2,2,1,2,1,1,1,2,,2,0,12,6,3,6,2,2,,,,1,1,2,91.63,9,1,1,1,2,1,2,1,1
1289,4,9,2,3,1,1,1,2,1,2,1,1,1,2,2,2,2,,1,1,1,2,2,1,1,1,2,2,,,4,2,2,2,2,2,2,2,2,,2,0,12,8,4,4,2,2,,,,2,,,2004.53,7,1,1,1,2,2,2,,
1290,2,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,1,100,0,3,4,2,2,2,,,,1,1,2,21.19,19,2,2,2,2,2,2,7,1
1291,2,3,7,2,1,1,1,1,2,2,2,2,2,2,2,2,2,,1,1,1,2,1,2,2,2,2,2,,,,2,2,1,2,2,2,1,2,,2,0,12,4,4,6,2,2,,,,2,,,584.61,8,2,1,1,1,2,2,,
1292,3,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,1,100,0,4,3,5,2,2,,,,1,2,,652.28,6,2,2,2,2,2,2,7,3
1293,3,6,2,3,2,,7,2,1,2,2,1,1,2,2,2,2,,2,,1,2,2,2,1,1,2,2,,,,2,2,1,2,2,1,1,2,,2,0,12,8,4,3,2,2,,,,2,,,1595.2,10,1,1,1,2,2,2,,
1294,2,3,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,,1,1,1,2,2,1,2,2,2,2,,,5,2,2,2,2,2,2,2,2,,2,0,12,4,5,3,2,2,,,,2,,,1636.1,5,2,1,1,2,2,2,,
1295,2,3,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,2,1,2,2,,1,40,12,5,5,3,2,2,,,,1,2,,584.61,3,1,1,2,2,2,2,8,3
1296,2,3,3,3,1,1,1,2,1,2,2,2,1,2,2,2,2,,1,1,1,2,1,2,2,2,2,2,,,,2,2,1,2,2,2,1,2,,2,0,12,3,4,3,2,2,,,,2,,,1904.68,9,1,1,1,2,2,2,,
1297,3,7,3,3,1,1,1,2,2,1,1,2,1,1,2,2,2,,1,1,1,2,2,1,2,1,2,2,,,3,1,2,2,2,2,2,1,2,,2,0,12,6,6,5,2,2,,,,2,,,597.74,10,1,1,1,2,2,2,,
1298,3,7,8,15,2,,1,1,2,1,2,2,1,1,2,2,2,,2,,1,1,1,2,2,1,2,2,,3,,1,1,1,2,1,1,1,2,,2,0,12,5,3,4,1,2,,,,2,,,20.09,10,2,1,1,1,2,2,,
1299,4,9,2,3,1,1,1,2,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,2,0,10,3,4,4,2,2,,,,2,,,2004.53,7,1,1,1,2,2,2,,
1300,1,1,7,2,1,2,1,2,2,1,1,2,1,1,2,2,2,,1,2,1,1,1,2,2,1,1,2,,3,,1,2,1,1,2,2,1,2,,1,8,12,6,3,4,1,2,,,,1,2,,20.83,9,2,1,2,2,2,2,4,3
1301,2,3,7,12,2,,1,2,1,1,2,2,1,2,2,2,2,,2,,1,2,2,1,2,2,2,2,,,2,2,2,1,2,2,2,1,2,,1,30,12,5,3,4,2,2,,,,2,,,157.88,8,1,1,1,2,2,2,,
1302,3,5,2,3,1,1,1,2,2,1,2,2,2,2,2,2,2,,1,1,1,2,1,2,2,2,2,2,,,,2,2,1,2,2,2,2,2,,2,0,12,6,6,5,2,2,,,,2,,,1895.05,4,1,1,2,1,2,2,,
1303,1,1,5,3,1,1,1,2,1,2,2,2,1,2,2,2,2,,1,1,1,2,2,1,2,2,2,2,,,4,1,1,2,2,2,2,2,2,,1,35,12,8,5,3,2,2,,,,2,,,327.35,17,1,1,1,2,2,2,,
1304,4,8,3,4,2,,2,1,2,1,2,2,2,2,2,1,2,,,,,,,,,,,,,,,2,2,1,1,1,1,1,2,,2,0,12,1,4,2,2,2,,,,2,,,1509.24,15,1,1,1,2,2,2,,
1305,4,9,4,3,1,1,1,2,2,2,2,1,2,2,2,2,2,,,,,,,,,,,,,,,2,2,1,2,2,2,2,2,,2,0,12,4,10,4,2,2,,,,2,,,657.7,2,2,1,1,2,2,2,,
1306,3,7,5,2,2,,1,2,1,2,1,2,1,2,2,2,2,,2,,1,2,2,2,2,1,2,2,,,,2,2,1,2,2,2,2,2,,1,100,4,6,3,4,2,2,,,,2,,,597.74,8,1,1,2,2,2,2,,
1307,4,9,9,2,2,,1,1,2,1,1,2,1,1,1,2,2,,2,,1,1,1,1,2,1,1,2,,2,3,1,1,1,2,1,1,1,1,95,2,0,12,5,3,4,1,2,,,,1,2,,20.41,7,2,1,1,1,2,2,4,3
1308,2,3,2,3,1,1,1,2,1,2,2,2,1,2,2,2,2,,1,1,2,2,1,2,2,2,2,2,,,,2,2,2,2,2,2,2,2,,2,0,12,3,4,3,2,2,,,,2,,,1904.68,9,1,1,1,2,2,2,,
1309,3,5,3,4,2,,1,2,1,2,2,2,1,2,2,2,2,,2,,1,2,1,1,2,1,2,2,,,4,2,2,2,2,2,2,1,2,,2,0,12,1,4,3,2,2,,,,1,2,,2170.72,6,1,1,2,1,2,2,13,3
1310,1,2,3,12,2,,1,2,2,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,2,0,12,5,4,4,2,2,,,,1,2,,20.14,6,1,1,1,2,2,2,2,3
1311,2,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,1,100,1,5,5,1,2,2,,,,2,,,1893.87,3,2,1,2,2,2,2,,
1312,3,5,2,3,1,1,1,2,1,2,2,1,2,1,2,2,2,,1,1,1,2,2,1,1,2,2,2,,,5,2,2,1,2,2,2,2,2,,1,33,12,1,4,6,2,2,,,,2,,,1895.05,16,2,1,1,2,2,2,,
1313,4,8,4,17,1,1,7,2,2,1,2,2,2,2,2,2,2,,1,1,7,2,1,2,2,2,2,2,,,,2,2,1,1,1,1,2,2,,2,0,12,7,5,3,2,2,,,,2,,,696.62,13,1,1,2,2,2,2,,
1314,3,6,2,14,2,,1,2,2,1,2,2,2,2,2,2,2,,2,,1,2,1,2,2,2,2,2,,,,2,2,1,1,1,2,2,2,,2,0,12,4,4,3,2,2,,,,2,,,1932.25,11,2,1,2,2,2,2,,
1315,3,6,3,12,1,1,1,2,2,2,1,2,2,2,2,2,2,,1,1,1,2,2,1,2,2,2,2,,,2,2,2,1,2,2,1,1,2,,2,0,12,5,4,5,1,2,,,,2,,,1595.2,1,2,1,1,2,2,2,,
1316,2,4,4,3,2,,1,2,1,1,2,2,1,2,2,2,2,,2,,2,2,2,1,2,1,2,2,,,3,1,2,2,2,1,1,1,2,,2,0,12,6,6,5,2,2,,,,1,2,,487.36,17,1,1,1,2,2,2,12,3
1317,1,2,5,2,1,1,1,1,2,2,2,2,1,1,1,2,2,,1,1,1,2,2,1,2,1,1,2,,,4,2,2,1,2,2,2,1,2,,1,30,12,8,4,4,2,2,,,,2,,,250.94,19,2,1,1,2,2,2,,
1318,4,9,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,,2,0,12,4,3,4,2,2,,,,1,2,,72,16,1,1,2,2,2,2,3,3
1319,1,2,5,4,1,1,1,2,2,1,2,2,1,2,1,1,2,,1,1,1,2,1,1,2,2,2,2,,,3,1,2,1,1,2,2,1,2,,2,0,12,1,4,3,2,2,,,,1,2,,836.86,14,1,1,1,2,1,2,13,3
1320,2,3,2,2,1,1,2,2,1,2,2,2,1,2,2,2,2,,1,1,2,2,2,1,2,1,2,2,,,5,2,2,1,2,2,2,1,2,,2,0,12,4,4,3,2,2,,,,2,,,513.05,5,1,1,1,2,2,2,,
1321,2,3,4,4,1,1,1,1,1,2,2,2,2,2,2,2,2,,1,1,1,2,2,1,2,2,2,2,,,4,2,2,1,1,2,1,1,2,,2,0,12,2,4,3,2,2,,,,2,,,584.61,8,2,1,1,2,2,2,,
1322,4,9,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,2,2,2,1,1,2,0,12,3,3,4,2,2,,,,1,2,,288.37,18,2,1,1,2,2,2,5,3
1323,1,2,9,13,2,,1,1,2,2,2,2,2,2,2,1,2,,2,,1,2,1,2,2,2,2,2,,,,1,1,1,2,2,1,2,2,,1,100,10,2,4,2,2,2,,,,2,,,306.28,14,2,1,1,1,2,2,,
1324,3,5,2,2,,,,,,,,,,,,,,,1,1,1,2,2,1,2,2,2,2,,,4,2,2,1,2,1,2,2,2,,2,0,12,5,3,3,2,2,,,,2,,,1597.65,8,2,1,3,2,2,2,,
1325,3,5,9,3,2,,1,2,2,2,2,2,1,2,2,2,2,,2,,1,1,2,1,2,2,2,2,,4,4,1,1,1,1,1,1,1,2,,1,10,12,7,4,4,1,2,,,,2,,,8.83,4,2,1,1,2,2,2,,
1326,4,9,5,2,2,,1,1,2,2,2,2,2,2,2,2,2,,2,,1,1,2,2,2,2,2,2,,2,,1,2,1,1,1,1,1,2,,2,0,12,5,3,4,2,2,,,,1,2,,268.52,7,2,1,1,2,2,2,4,3
1327,1,1,7,2,2,,1,2,2,1,2,2,1,1,2,2,2,,2,,1,2,2,2,2,1,2,1,95,,,1,1,1,2,1,1,1,2,,1,10,12,8,4,4,1,2,,,,1,2,,21.38,3,2,1,2,1,2,2,4,3
1328,4,9,4,12,2,,1,2,2,2,1,2,1,2,2,2,2,,2,,1,2,2,1,2,1,2,2,,,5,2,2,1,2,2,2,1,2,,1,70,9,6,4,4,2,2,,,,2,,,163.32,13,1,1,2,2,2,2,,
1329,3,5,5,17,2,,1,1,2,2,2,1,1,1,2,2,2,,2,,1,2,2,2,1,1,2,2,,,,2,2,1,2,1,1,1,2,,2,0,12,8,4,4,2,2,,,,1,2,,21.45,16,2,1,2,1,2,2,1,3
