DS Number,demand,fail,total
1.0,106,1.0,5.0
1.0,107,0.0,2.0
1.0,108,8.0,11.0
1.0,109,0.0,1.0
2.0,106,1.0,5.0
2.0,107,0.0,2.0
2.0,108,8.0,11.0
2.0,109,0.0,1.0
3.0,106,1.0,5.0
3.0,107,0.0,2.0
3.0,108,1.0,11.0
3.0,109,0.0,1.0
