Id,ParcelId,Address,OccupancyClass,PlanArea,NumberOfStories,YearBuilt,ExteriorWalls,RoofCover,InteriorWalls,FrameType,FloorCover,PermitNumber,PermitIssueDate,PermitType,PermitDescription,PermitAmount,Latitude,Longitude,RoofShape,LULC,County,FloodZone,DWSII,Garage,RoofSlope,AvgJanTemp,City,State,BldgHeight,HeightUnit,RoofReplaceYear,HazusGBM
1940,27636-000-000,2205 JOAN AVE PANAMA CITY BEACH 32408,SINGLE FAM (000100),2365,1.0,1963,CONC BLOCK,ENG SHINGL,DRYWALL,NONE REPORTED,CARPET,"['14-1121', '96-01728']","['20140729', '19960209']","['RERF', 'ROOF']","['RERF', 'ROOF']","['0', '0']",30.178578,-85.790108,hip,0.03,BAY,V,166.5382839,0,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1996,WSF1_hip_1_6d_tnail_no_1_3
1941,27632-000-000,2229 JOAN AVE PANAMA CITY BEACH 32408,SINGLE FAM (000100),2210,1.0,1974,COMMON BRK,ENG SHINGL,PLYWOOD; DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['16-0358', '07-1735']","['20160328', '20071227']","['RERF', 'STOR']","['RERF', 'STORAGE']","['0', '0']",30.177482,-85.790215,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1974,WSF1_gab_1_6d_tnail_wkd_0_3
1942,27626-453-000,1605 VECUNA CIR PANAMA CITY BEACH 32407,SINGLE FAM (000100),1750,1.0,1996,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE,['18-05366'],['20181217'],['RERF'],['RERF'],['0'],30.187078,-85.78476,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1996,WSF1_gab_1_8d_strap_std_0_3
1943,27626-452-000,1609 VECUNA CIR PANAMA CITY BEACH 32407,SINGLE FAM (000100),1724,1.0,1997,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CARPET; CLAY TILE,"['DIS19-06540', '9708716']","['20190319', '19970812']","['RERF', 'NC']","['RE-ROOF', 'NEW CONST.']","['0', '50,000']",30.186932,-85.784761,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1997,WSF1_gab_1_8d_strap_std_0_3
1944,27626-448-000,1625 VECUNA CIR PANAMA CITY BEACH 32407,SINGLE FAM (000100),1446,1.0,2001,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE,"['DIS19-01603', 'B1247']","['20190116', '20001113']","['RERF', 'NC']","['RE-ROOF', 'NEW CONST.']","['0', '62,700']",30.186393,-85.784717,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2001,WSF1_hip_1_6d_strap_std_0_3
1945,27626-443-000,1741 VECUNA CIR PANAMA CITY BEACH 32407,SINGLE FAM (000100),1644,1.0,1999,WD FR STUC,ENG SHINGL,DRYWALL,WOOD FRAME,CLAY TILE; CARPET,"['18-0391', '08-0865', '99-02330']","['20180404', '20080702', '19990304']","['RERF', 'RENO', 'NC']","['RERF', 'RENOVATION', 'NEW CONST.']","['0', '25', '42,000']",30.18693,-85.784436,hip,0.03,BAY,V,166.5382839,0,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1999,WSF1_hip_1_8d_strap_no_1_3
1946,27626-436-000,1752 VECUNA CIR PANAMA CITY BEACH 32407,SINGLE FAM (000100),1750,1.0,2001,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['18-03113', 'RF521', 'B572']","['20181129', '20010504', '20010329']","['RERF', 'ROOF', 'NC']","['RERF', 'ROOF', 'NEW CONST.']","['0', '0', '85,750']",30.187276,-85.783915,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2001,WSF1_hip_1_8d_strap_std_0_3
1947,27626-420-000,1636 VECUNA CIR PANAMA CITY BEACH 32407,SINGLE FAM (000100),1796,1.0,1997,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE,"['DIS19-05348', 'DIS19-05349', '9711250']","['20190226', '20190226', '19971003']","['RERF', 'RENO', 'NC']","['RE-ROOF', 'INT RENO', 'NEW CONST.']","['0', '5,000', '40,000']",30.185987,-85.785037,hip,0.03,BAY,V,166.5382839,0,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1997,WSF1_hip_1_6d_strap_no_0_3
1948,27626-410-000,8805 GEORGETTE ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),1750,1.0,1998,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['DIS19-06569', '9804826']","['20190320', '19980512']","['RERF', 'NC']","['RE-ROOF', 'NEW CONST.']","['0', '50,000']",30.187355,-85.785314,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1998,WSF1_gab_1_6d_strap_std_0_3
1949,27626-409-000,8809 GEORGETTE ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),1870,1.0,1999,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CARPET; VINYL PLNK,"['19-00303', 'B1102', '6731']","['20190104', '20020427', '19990706']","['RERF', 'ADD', 'NC']","['RE-ROOF', 'ADDITION', 'NEW CONST.']","['0', '4,175', '86,152']",30.18732,-85.785473,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1999,WSF1_gab_1_6d_strap_std_0_3
1950,27626-408-000,8813 GEORGETTE ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),1870,1.0,1997,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CARPET; CLAY TILE,"['15-0317', '9704831']","['20150305', '19970505']","['RERF', 'NC']","['RERF', 'NEW CONST.']","['0', '39,648']",30.18728,-85.785624,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1997,WSF1_hip_1_8d_strap_std_0_3
1951,27626-404-000,8829 GEORGETTE ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),1870,1.0,1999,WD FR STUC,ENG SHINGL,DRYWALL,WOOD FRAME,CLAY TILE; HARDWOOD,"['18-0155', 'SP156', '9813561']","['20180213', '20040727', '19981209']","['RERF', 'POOL', 'NC']","['RERF', 'POOLS', 'NEW CONST.']","['0', '21,000', '45,000']",30.18727,-85.786224,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1999,WSF1_hip_1_8d_strap_std_0_3
1952,27623-034-000,9207 FAITH LN PANAMA CITY BEACH 32407,SINGLE FAM (000100),2022,1.0,1990,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['18-05150', '99-02048']","['20181214', '19990301']","['RERF', 'ROOF']","['RERF', 'ROOF']","['0', '0']",30.185514,-85.789066,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1999,WSF1_gab_1_8d_tnail_wkd_0_3
1953,27623-033-000,9209 FAITH LN PANAMA CITY BEACH 32407,SINGLE FAM (000100),1772,1.0,1989,WD FR STUC; STONE,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['DIS19-06673', '21095']","['20190321', '19901026']","['RERF', 'ADD']","['RE-ROOF', 'ADDITION']","['0', '0']",30.185536,-85.789362,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1989,WSF1_gab_1_8d_tnail_wkd_0_3
1954,27623-021-000,1615 HOPE CIR PANAMA CITY BEACH 32407,SINGLE FAM (000100),1869,1.0,1997,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['17-0545', '9702644']","['20170509', '19970311']","['RERF', 'NC']","['RERF', 'NEW CONST.']","['0', '39,144']",30.186747,-85.790092,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1997,WSF1_gab_1_6d_strap_std_0_3
1955,27623-012-000,1633 HOPE CIR PANAMA CITY BEACH 32407,SINGLE FAM (000100),1744,1.0,1997,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['18-05406', '9702643']","['20181217', '19970311']","['RERF', 'NC']","['RERF', 'NEW CONST.']","['0', '34,734']",30.186013,-85.789304,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1997,WSF1_gab_1_8d_strap_std_0_3
1956,27568-021-000,8502 LAIRD ST PANAMA CITY BEACH 32408,SINGLE FAM (000100),2636,1.0,2003,VINYL,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['B627', 'BO1333', 'B545', 'B545', 'B627', 'B545']","['20030710', '20030616', '20010410', '20010410', '20010404', '20010322']","['ADD', 'ADD', 'NC', 'NC', '', '']","['ADDITION', 'ADDITION', 'NEW CONST.', 'NEW CONST.', 'ADDITION', 'NEW CONST']","['15,000', '12,000', '97,020', '97,020', '0', '0']",30.179133,-85.779501,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2003,WSF1_gab_1_8s_strap_sup_1_3
1957,27554-241-000,8405 ESTRELLA ST PANAMA CITY BEACH 32408,SINGLE FAM (000100),364,1.0,1950,ASB SHNGLE,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['DIS19-11862', '500961', '500962', '500963']","['20191003', '20050506', '20050506', '20050506']","['RERF', 'RERF', 'RERF', 'RERF']","['RE-ROOF', 'RE-ROOF', 'RE-ROOF', 'RE-ROOF']","['0', '0', '0', '0']",30.177243,-85.77834,hip,0.03,BAY,V,166.5382839,0,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1950,WSF1_hip_1_6d_tnail_no_0_3
1958,27554-241-000,8405 ESTRELLA ST PANAMA CITY BEACH 32408,SINGLE FAM (000100),501,1.0,1950,ASB SHNGLE,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['DIS19-11862', '500961', '500962', '500963']","['20191003', '20050506', '20050506', '20050506']","['RERF', 'RERF', 'RERF', 'RERF']","['RE-ROOF', 'RE-ROOF', 'RE-ROOF', 'RE-ROOF']","['0', '0', '0', '0']",30.177243,-85.77834,gab,0.03,BAY,V,166.5382839,0,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1950,WSF1_gab_1_6d_tnail_no_0_3
1959,27554-241-000,8405 ESTRELLA ST PANAMA CITY BEACH 32408,SINGLE FAM (000100),664,1.0,1950,ASB SHNGLE,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['DIS19-11862', '500961', '500962', '500963']","['20191003', '20050506', '20050506', '20050506']","['RERF', 'RERF', 'RERF', 'RERF']","['RE-ROOF', 'RE-ROOF', 'RE-ROOF', 'RE-ROOF']","['0', '0', '0', '0']",30.177243,-85.77834,gab,0.03,BAY,V,166.5382839,0,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1950,WSF1_gab_1_6d_tnail_no_1_3
1960,27554-203-000,8507 LAIRD ST PANAMA CITY BEACH 32408,SINGLE FAM (000100),2572,1.0,1977,VINYL,ENG SHINGL,PLYWOOD; DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['RR20-01188', 'R07-0228', 'B0803', '9500132']","['20201210', '20070215', '20030408', '19950106']","['RERF', 'RERF', 'RENO', 'ROOF']","['RE-ROOF', 'RE-ROOF', 'RENOVATION', 'ROOF']","['0', '0', '12,741', '0']",30.178101,-85.779826,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1995,WSF1_gab_1_8d_tnail_wkd_0_3
1961,27552-010-040,8606 LAIRD ST PANAMA CITY BEACH 32408,SINGLE FAM (000100),3444,1.0,2004,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,NONE REPORTED,NONE REPORTED,NONE REPORTED,NONE REPORTED,NONE REPORTED,30.178898,-85.781135,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2004,WSF1_hip_0_8s_strap_sup_1_3
1962,27552-010-020,8518 LAIRD ST PANAMA CITY BEACH 32408,SINGLE FAM (000100),1812,1.0,1999,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['DIS18-02801', '12-0463']","['20181127', '20120515']","['RERF', 'ADD']","['RERF', 'POOL DECK']","['0', '1,400']",30.179276,-85.780559,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1999,WSF1_gab_1_8d_strap_std_0_3
1963,27550-086-000,1602 ALLISON AVE PANAMA CITY BEACH 32407,SINGLE FAM (000100),2621,1.0,2006,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,NONE REPORTED,NONE REPORTED,NONE REPORTED,NONE REPORTED,NONE REPORTED,30.186931,-85.787103,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2006,WSF1_gab_1_8s_strap_sup_1_3
1964,27550-060-003,9133 ABBA LN PANAMA CITY BEACH 32407,SINGLE FAM (000100),2414,1.0,1988,COMMON BRK,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['13-1754', '9500129']","['20131112', '19950106']","['RERF', 'ADD']","['RERF', 'ADDITION']","['0', '3,995']",30.187013,-85.790313,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1988,WSF1_hip_1_6d_tnail_wkd_0_3
1965,27550-005-001,9134 ABBA LN PANAMA CITY BEACH 32407,SINGLE FAM (000100),2973,1.0,1986,VINYL,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,['501131'],['20050601'],['RERF'],['RE-ROOF'],['0'],30.187483,-85.790523,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1986,WSF1_hip_1_8d_tnail_wkd_0_3
1966,27541-453-000,7101 BRANDYWINE DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),1946,1.0,1999,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE,"['19-04735', '11-0942', 'SP0032', '8188']","['20190219', '20110906', '20010305', '19980811']","['RERF', 'RENO', 'POOL', 'NC']","['RE-ROOF', 'NEW SIDE DOOR', 'POOLS', 'NEW CONST.']","['0', '1,479', '13,000', '35,785']",30.196086,-85.761831,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1999,WSF1_hip_1_6d_strap_std_0_3
1967,27541-447-000,7113 BRANDYWINE DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),2228,1.0,2001,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['DIS20-00917', 'DIS18-1144', 'MH121', 'RF1227', 'B358']","['20200403', '20181108', '20020618', '20010918', '20010201']","['RENO', 'RERF', 'MH', 'ROOF', 'NC']","['EXT RENO', 'RERF', 'MOBILE HME', 'ROOF', 'NEW CONST.']","['21,995', '0', '0', '0', '100,755']",30.196132,-85.762875,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2001,WSF1_gab_1_6d_strap_std_0_3
1968,27541-444-000,7119 BRANDYWINE DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),1960,1.0,2000,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CARPET; CLAY TILE,"['DIS19-12940', '7584']","['20200109', '19990729']","['RERF', 'NC']","['RE-ROOF', 'NEW CONST.']","['0', '70,000']",30.196159,-85.763424,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2000,WSF1_gab_1_6d_strap_std_0_3
1969,27541-442-000,7123 BRANDYWINE DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),1989,1.0,2002,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; HARDWOOD,"['DIS19-09347', '13-0616', '13-0034', 'B2105']","['20190531', '20130801', '20130416', '20011024']","['RERF', 'ADD', 'POOL', 'NC']","['RE-ROOF', 'POOL ENCLOSURE', 'POOL', 'NEW CONST.']","['0', '4,000', '27,000', '97,363']",30.195995,-85.763901,gab,0.03,BAY,V,166.5382839,0,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2002,WSF1_gab_1_8s_strap_no_1_3
1970,27541-438-000,7118 MELISSA ELAINE DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),1945,1.0,2000,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CARPET; CLAY TILE,"['DIS18-1264', '0252']","['20181109', '20000104']","['RERF', 'NC']","['RERF', 'NEW CONST.']","['0', '79,904']",30.195677,-85.763489,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2000,WSF1_gab_1_8d_strap_std_0_3
1971,27541-436-000,7114 MELISSA ELAINE DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),2038,1.0,2002,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['19-05724', '500389', 'RF946', 'B305']","['20190305', '20050215', '20020709', '20020212']","['RERF', 'ADD', 'ROOF', 'NC']","['RE-ROOF', 'ADDITION', 'ROOF', 'NEW CONST.']","['0', '700', '0', '101,724']",30.195665,-85.763078,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2002,WSF1_hip_1_8s_strap_sup_1_3
1972,27541-435-000,7112 MELISSA ELAINE DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),2092,1.0,2002,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['19-05629', 'B304']","['20190304', '20020212']","['RERF', 'NC']","['RE-ROOF', 'NEW CONST.']","['0', '103,390']",30.195671,-85.76289,gab,0.03,BAY,V,166.5382839,0,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2002,WSF1_gab_0_8s_strap_no_1_3
1973,27541-433-000,7108 MELISSA ELAINE DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),2057,1.0,2002,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['DIS18-04462', 'B1396']","['20181212', '20010727']","['RERF', 'NC']","['RERF', 'NEW CONST.']","['0', '105,399']",30.19571,-85.762504,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2002,WSF1_gab_1_8s_strap_sup_1_3
1974,27541-428-000,7103 MELISSA ELAINE DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),2112,1.0,2003,CONC BLOCK,ENG SHINGL,DRYWALL,MASONARY,CARPET; CLAY TILE,"['DIS19-10668', 'B2631']","['20190731', '20021204']","['RERF', 'NC']","['RE-ROOF', 'NEW CONST.']","['0', '105,231']",30.195183,-85.762012,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2003,WSF1_hip_0_8s_strap_sup_1_3
1975,27541-424-000,7111 MELISSA ELAINE DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),2266,1.0,2004,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['DIS19-01747', '1579']","['20190117', '20040611']","['RERF', 'NC']","['RE-ROOF', 'NEW CONST.']","['0', '111,321']",30.195179,-85.762808,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2004,WSF1_gab_1_8s_strap_sup_1_3
1976,27541-422-000,7115 MELISSA ELAINE DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),2296,1.0,2004,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['18-04887', '1580']","['20181212', '20040611']","['RERF', 'NC']","['RERF', 'NEW CONST.']","['0', '111,321']",30.19517,-85.763136,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2004,WSF1_gab_1_8s_strap_sup_1_3
1977,27541-417-000,7125 MELISSA ELAINE DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),2154,1.0,2003,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CARPET,"['DIS18-1682', 'B229']","['20181114', '20030130']","['RENO', 'NC']","['INT RENO', 'NEW CONST.']","['11,895', '109,374']",30.195195,-85.763998,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2003,WSF1_gab_1_8s_strap_sup_1_3
1978,27541-413-000,7133 MELISSA ELAINE DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),1730,1.0,1999,WD FR STUC,ENG SHINGL,DRYWALL,WOOD FRAME,CLAY TILE,"['19-04835', '3123', '1075']","['20190220', '19990326', '19990201']","['RERF', 'XTRA', 'NC']","['RE-ROOF', 'EXTRA FEAT', 'NEW CONST.']","['0', '10,000', '60,000']",30.19512,-85.764695,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1999,WSF1_gab_1_6d_strap_std_0_3
1979,27541-412-000,7135 MELISSA ELAINE DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),1958,1.0,2004,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['18-03234', 'RF-1372', 'BO1274']","['20181129', '20030916', '20030606']","['RERF', 'ROOF', 'NC']","['RERF', 'ROOF', 'NEW CONST.']","['0', '0', '52,500']",30.195094,-85.764859,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2004,WSF1_hip_0_8s_strap_sup_1_3
1980,27541-410-000,7139 MELISSA ELAINE DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),2112,1.0,2003,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CARPET; CLAY TILE,"['DIS19-02530', 'B1915']","['20190124', '20020823']","['RERF', 'NC']","['RE-ROOF', 'NEW CONST.']","['0', '105,281']",30.195219,-85.765252,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2003,WSF1_hip_0_8s_strap_sup_1_3
1981,27541-407-000,7145 MELISSA ELAINE DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),1969,1.0,1999,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CARPET; CLAY TILE,"['DIS19-02288', '12210', '10505', '6022']","['20190122', '19991102', '19991004', '19990614']","['RERF', 'ADD', 'POOL', 'NC']","['RE-ROOF', 'ADDITION', 'POOLS', 'NEW CONST.']","['0', '3,650', '11,500', '81,092']",30.195724,-85.765471,hip,0.03,BAY,V,166.5382839,0,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1999,WSF1_hip_1_8d_strap_no_0_3
1982,27541-406-000,7147 MELISSA ELAINE DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),1834,1.0,1999,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CARPET; CLAY TILE,"['DIS18-1450', '6879']","['20181112', '19990712']","['RERF', 'NC']","['RERF', 'NEW CONST.']","['0', '74,976']",30.19592,-85.765478,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1999,WSF1_hip_1_6d_strap_std_0_3
1983,27541-334-000,105 DANA WAY PANAMA CITY BEACH 32407,SINGLE FAM (000100),1880,1.0,1988,ABOVE AVG.; COMMON BRK,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE,['DIS19-10685'],['20190730'],['RERF'],['RE-ROOF'],['0'],30.196788,-85.763187,hip,0.03,BAY,V,166.5382839,0,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1988,WSF1_hip_1_8d_tnail_no_0_3
1984,27541-324-000,108 DANA WAY PANAMA CITY BEACH 32407,SINGLE FAM (000100),1966,1.0,1987,COMMON BRK,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,['R07-1095'],['20070920'],['RERF'],['RE-ROOF'],['0'],30.196973,-85.762685,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1987,WSF1_gab_1_6d_tnail_wkd_0_3
1985,27541-323-000,106 DANA WAY PANAMA CITY BEACH 32407,SINGLE FAM (000100),2015,1.0,1989,ABOVE AVG.; COMMON BRK,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,['14-1597'],['20141028'],['RERF'],['RERF'],['0'],30.196832,-85.762638,hip,0.03,BAY,V,166.5382839,0,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1989,WSF1_hip_1_8d_tnail_no_1_3
1986,27541-319-000,105 MICHELLE CT PANAMA CITY BEACH 32407,SINGLE FAM (000100),1772,1.0,1987,CEDAR; COMMON BRK,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,['RR20-00996'],['20201028'],['RERF'],['RE-ROOF'],['0'],30.19667,-85.762349,hip,0.03,BAY,V,166.5382839,0,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1987,WSF1_hip_1_6d_tnail_no_1_3
1987,27541-318-000,107 MICHELLE CT PANAMA CITY BEACH 32407,SINGLE FAM (000100),1484,1.0,1989,PREFAB; COMMON BRK,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['DIS19-05162', 'R07-1063']","['20190223', '20070912']","['RERF', 'RERF']","['RE-ROOF', 'RE-ROOF']","['0', '0']",30.196816,-85.762366,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1989,WSF1_gab_1_8d_tnail_wkd_0_3
1988,27541-312-000,116 MICHELLE CT PANAMA CITY BEACH 32407,SINGLE FAM (000100),1988,1.0,1992,VINYL; COMMON BRK,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['18-04701', '15-0616', '927247']","['20181211', '20150429', '19920818']","['RERF', 'RERF', 'NC']","['RERF', 'RERF', 'NEW CONST.']","['0', '0', '39,711']",30.197616,-85.762032,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1992,WSF1_gab_1_8d_tnail_wkd_0_3
1989,27541-308-000,108 MICHELLE CT PANAMA CITY BEACH 32407,SINGLE FAM (000100),2563,1.0,1990,ABOVE AVG.; COMMON BRK,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['RB20-01069', 'RR20-00560', 'RB20-00085', '15-0941', 'B07-1310', '13186', '912796']","['20200706', '20200706', '20200109', '20150727', '20070821', '19991214', '19910510']","['RENO', 'RERF', 'RENO', 'RERF', 'ENCL', 'ADD', 'POOL']","['INT RENO', 'RE-ROOF', 'INT/EXT RENO', 'RERF', 'POOL ENCLOSURE', 'ADDITION', 'POOL']","['5,000', '0', '0', '0', '7,985', '2,500', '8,000']",30.196959,-85.761809,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1990,WSF1_gab_1_8d_tnail_wkd_0_3
