Id,ParcelId,Address,OccupancyClass,PlanArea,NumberOfStories,YearBuilt,ExteriorWalls,RoofCover,InteriorWalls,FrameType,FloorCover,PermitNumber,PermitIssueDate,PermitType,PermitDescription,PermitAmount,Latitude,Longitude,RoofShape,RoofPitch,LULC,DWSII,County,FloodZone,Garage,RoofSlope,AvgJanTemp,City,State,BldgHeight,HeightUnit,Footprint,LatF,LonF,RoofReplaceYear,HazusGBMs,HazusGBM
59,04973-395-000,427 7TH ST MEXICO BEACH 32410,SINGLE FAM (000100),1640.0,1,1977.0,COMMON BRK,ENG SHINGL,DRYWALL,NONE REPORTED,VINYL PLNK,"['21MB-RB0048', '19MB-RB0586', '19MB-RR0309', '13-2399', '25101043', '9507289']","['20210325', '20191025', '20190618', '20130918', '20100507', '19950809']","['STOR', 'REMO', 'RERF', 'ROOF', 'RENO', 'ROOF']","['POLE BARN/SHED', 'REMODEL', 'RE-ROOF', 'ROOF', 'RENOVATION', 'ROOF']","['2,500', '40,000', '0', '0', '0', '0']",29.941524,-85.394612,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.39464, 29.941384], [-85.394517, 29.941509], [-85.394599, 29.94157], [-85.394722, 29.941445], [-85.39464, 29.941384]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.941477,-85.3946195,1977.0,WSF1_gab_1_6d_tnail_wkd_0_3,WSF1_gab_1_8d_tnail_wkd_0_3
60,04973-391-000,424 ARIZONA DR MEXICO BEACH 32410,SINGLE FAM (000100),1902.0,1,2008.0,VINYL; COMMON BRK,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,['31880619'],['20080318'],['NC'],['NEW CONST.'],"['125,000']",29.94153,-85.395078,gab,9.462322208,0.03,166.5382839,BAY,V,0,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.395182, 29.941492], [-85.395081, 29.941412], [-85.394971, 29.941516], [-85.395073, 29.941596], [-85.395182, 29.941492]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.94150402,-85.39507667,2008.0,WSF1_gab_1_8s_strap_no_1_3,WSF1_gab_1_8s_strap_no_1_3
61,04973-345-000,414 ARIZONA DR MEXICO BEACH 32410,SINGLE FAM (000100),1992.0,1,1993.0,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['19MB-RR0029', '16-3168', '16-3165', '15-2958', '15-2805', '93-5873']","['20190108', '20160620', '20160601', '20150930', '20150414', '19930613']","['RERF', 'CRPT', 'RERF', 'ADD', 'POOL', 'NC']","['RE-ROOF', 'CARPORT', 'RERF', 'SCREEN ENCLOSURE', 'POOL', 'NEW CONST.']","['0', '0', '0', '9,595', '0', '36,157']",29.940531,-85.396163,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.396263, 29.940482], [-85.396197, 29.940409], [-85.396078, 29.94049], [-85.396182, 29.940605], [-85.396249, 29.940559], [-85.396211, 29.940517], [-85.396263, 29.940482]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.94050438,-85.39617684,1993.0,WSF1_gab_1_6d_strap_std_0_3,WSF1_gab_1_6d_strap_std_0_3
62,04973-342-000,415 7TH ST MEXICO BEACH 32410,SINGLE FAM (000100),1920.0,1,1995.0,VINYL,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['19MB-RR0015', '9507353']","['20190103', '19950811']","['RERF', 'NC']","['RE-ROOF', 'NEW CONST.']","['0', '39,186']",29.940326,-85.395914,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.396016, 29.940235], [-85.395933, 29.940167], [-85.395801, 29.940286], [-85.395884, 29.940355], [-85.396016, 29.940235]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.94026084,-85.39590845,1995.0,WSF1_gab_1_8d_strap_std_0_3,WSF1_gab_1_8d_strap_std_0_3
63,04973-340-000,412 ARIZONA DR MEXICO BEACH 32410,SINGLE FAM (000100),2598.0,1,2006.0,VINYL,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,['610305'],['20050603'],['NC'],['NEW CONST.'],"['150,000']",29.940331,-85.39638,hip,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.39652, 29.940266], [-85.396473, 29.940204], [-85.396301, 29.940301], [-85.396385, 29.940412], [-85.396475, 29.940361], [-85.396439, 29.940312], [-85.39652, 29.940266]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.94030649,-85.39641086,2006.0,WSF1_hip_1_8s_strap_sup_1_3,WSF1_hip_1_8s_strap_sup_1_3
64,04973-322-000,409 7TH ST MEXICO BEACH 32410,SINGLE FAM (000100),3217.0,1,2008.0,BD/BAT AVG,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,['19MB-RR0055'],['20190115'],['RERF'],['RE-ROOF'],['0'],29.939727,-85.396565,hip,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.39647546699739, 29.939804977451285], [-85.39647546713705, 29.939649022486975], [-85.39665453286294, 29.939649022486975], [-85.3966545330026, 29.939804977451285]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.939727,-85.396565,2008.0,WSF1_hip_1_8s_strap_sup_1_3,WSF1_hip_1_8s_strap_sup_1_3
65,04973-280-000,429 COLORADO DR MEXICO BEACH 32410,SINGLE FAM (000100),1500.0,1,2004.0,VINYL,ENG SHINGL,DRYWALL,NONE REPORTED,VINYL PLNK,"['21MB-RB0002', '19MB-RB0395', '18MB-RR0143']","['20210202', '20190627', '20181204']","['STOR', 'REMO', 'RERF']","['POLE BARN/SHED', 'REMODEL', 'RE-ROOF']","['6,500', '32,000', '0']",29.941078,-85.393612,hip,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.393536, 29.941033], [-85.393619, 29.941104], [-85.393719, 29.941017], [-85.393636, 29.940946], [-85.393536, 29.941033]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.941025,-85.3936275,2004.0,WSF1_hip_1_8s_strap_sup_1_3,WSF1_hip_0_8s_strap_sup_1_3
66,04973-270-000,426 7TH ST MEXICO BEACH 32410,SINGLE FAM (000100),2612.0,1,2000.0,ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; VINYL PLNK,"['19MB-RR0269', '10280575', '248-0589', '28-0575', 'B308', '13314']","['20190424', '20080522', '20080124', '20080102', '20010215', '19991210']","['RERF', 'POOL', 'ENCL', 'POOL', 'ADD', 'NC']","['RE-ROOF', 'POOLS', 'SCREEN ENC', 'POOLS', 'ADDITION', 'NEW CONST.']","['0', '0', '0', '0', '2,125', '90,112']",29.941348,-85.393738,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.39365732272645, 29.941418263536026], [-85.39365732283986, 29.941277736413838], [-85.39381867716014, 29.941277736413838], [-85.39381867727354, 29.941418263536026]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.941348,-85.393738,2000.0,WSF1_gab_1_6d_strap_std_0_3,WSF1_gab_1_8d_strap_std_0_3
67,04973-260-000,427 COLORADO DR MEXICO BEACH 32410,SINGLE FAM (000100),2656.0,1,2000.0,VINYL,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['19MB-RB0169', '19MB-RR0212', 'B1301', '10592']","['20190321', '20190321', '20020502', '19991005']","['REMO', 'RERF', 'ADD', 'NC']","['REMODEL', 'RE-ROOF', 'ADDITION', 'NEW CONST.']","['43,888', '0', '20,000', '84,436']",29.940879,-85.393829,hip,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.393777, 29.940668], [-85.393678, 29.940754], [-85.393821, 29.940879], [-85.39392, 29.940793], [-85.393777, 29.940668]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.9407735,-85.393799,2000.0,WSF1_hip_1_8d_strap_std_0_3,WSF1_hip_1_6d_strap_std_0_3
68,04973-185-000,417 COLORADO DR MEXICO BEACH 32410,SINGLE FAM (000100),1576.0,1,1998.0,VINYL,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['21MB-RB0018', '18-0048', 'B0200158', '9710355']","['20210208', '20180806', '20020123', '19970915']","['REMO', 'RERF', 'ADD', 'NC']","['REMODEL', 'RERF', 'ADDITION', 'NEW CONST.']","['15,000', '0', '1,894', '93,650']",29.93988,-85.394914,hip,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.394963, 29.939741], [-85.394874, 29.939673], [-85.394741, 29.939804], [-85.39483, 29.939872], [-85.394963, 29.939741]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.9397725,-85.394852,1998.0,WSF1_hip_1_8d_strap_std_0_3,WSF1_hip_1_6d_strap_std_0_3
69,04973-180-000,415 COLORADO DR 415 MEXICO BEACH 32410,SINGLE FAM (000100),2340.0,1,1999.0,VINYL,ENG SHINGL,DRYWALL,NONE REPORTED,VINYL PLNK,"['18MB-RR0175', '12-2090', '99-01702', '9813398', '9813032']","['20181212', '20120213', '19990218', '19981207', '19981125']","['RERF', 'ADD', 'ADD', 'ROOF', 'NC']","['RE-ROOF', 'WINDOW/DOOR', 'ADDITION', 'ROOF', 'NEW CONST.']","['0', '0', '4,000', '0', '70,000']",29.93968,-85.395131,hip,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.395235, 29.939544], [-85.395155, 29.939476], [-85.394973, 29.939634], [-85.395052, 29.939702], [-85.395235, 29.939544]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.93958893,-85.39510386,1999.0,WSF1_hip_1_8d_strap_std_0_3,WSF1_hip_1_8d_strap_std_0_3
70,04973-165-000,406 7TH ST MEXICO BEACH 32410,SINGLE FAM (000100),1595.0,1,1978.0,COMMON BRK,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['19MB-RB0559', '18MB-RR0169', 'ROOF', '91-4743']","['20191008', '20181210', '20101220', '19910712']","['ADD', 'RERF', 'ROOF', 'ROOF']","['PATIO ENCLOSURE', 'RE-ROOF', 'ROOF', 'ROOF']","['1,000', '0', '0', '0']",29.939181,-85.396362,hip,9.462322208,0.03,166.5382839,BAY,V,0,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.396456, 29.939061], [-85.396333, 29.939184], [-85.39641, 29.939242], [-85.396533, 29.939118], [-85.396456, 29.939061]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.93915135,-85.39643295,1978.0,WSF1_hip_1_8d_tnail_no_1_3,WSF1_hip_1_8d_tnail_no_0_3
71,04973-150-000,404 7TH ST MEXICO BEACH 32410,SINGLE FAM (000100),2771.0,1,2002.0,VINYL; COMMON BRK,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['20MB-RB0267', '18MB-RR0155', 'B2384', 'RF1072', 'B513']","['20200731', '20181206', '20021015', '20020806', '20020222']","['ADD', 'RERF', 'ADD', 'ROOF', 'NC']","['ADDITION', 'RE-ROOF', 'ADDITION', 'ROOF', 'NEW CONST.']","['6,500', '0', '4,294', '0', '160,000']",29.938959,-85.396598,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.396729, 29.938849], [-85.396621, 29.938849], [-85.396621, 29.938885], [-85.396565, 29.938885], [-85.396565, 29.939059], [-85.39668, 29.939059], [-85.39668, 29.938987], [-85.396729, 29.938987], [-85.396729, 29.938849]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.93895165,-85.39664375,2002.0,WSF1_gab_1_8s_strap_sup_1_3,WSF1_gab_1_8s_strap_sup_1_3
72,04973-140-000,405 COLORADO DR MEXICO BEACH 32410,SINGLE FAM (000100),2379.0,1,2003.0,ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,VINYL PLNK,"['20MB-RR0106', 'B2382']","['20201201', '20021011']","['RERF', 'NC']","['RE-ROOF', 'NEW CONST.']","['0', '155,000']",29.938132,-85.396571,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.396697, 29.938135], [-85.39655, 29.938161], [-85.396575, 29.938269], [-85.396631, 29.938259], [-85.396639, 29.938293], [-85.396729, 29.938277], [-85.396697, 29.938135]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.93821267,-85.39664299,2003.0,WSF1_gab_1_8s_strap_sup_1_3,WSF1_gab_1_8s_strap_sup_1_3
73,04973-105-000,425 NEW MEXICO DR MEXICO BEACH 32410,SINGLE FAM (000100),1582.0,1,2015.0,VINYL,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['19MB-RR0183', '18-0038', '15-2923']","['20190305', '20180731', '20150818']","['RERF', 'STOR', 'NC']","['RE-ROOF', 'SHED/CARPORT COMBO', 'MODULAR']","['0', '8,395', '0']",29.940041,-85.393214,hip,9.462322208,0.03,133.0,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.3931512141004, 29.94009568230032], [-85.39315121416908, 29.9399863176693], [-85.39327678583092, 29.9399863176693], [-85.3932767858996, 29.94009568230032]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.940041,-85.393214,2015.0,WSF1_hip_1_8s_strap_sup_1_3,WSF1_hip_1_8s_strap_sup_1_3
74,04973-104-000,424 COLORADO DR MEXICO BEACH 32410,SINGLE FAM (000100),1374.0,1,1985.0,PREFAB,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; VINYL PLNK,"['21MB-RB0022', '20MB-RB0274', '19MB-RB0613', '19MB-RR0355', '17-3710', '9312355']","['20210316', '20200729', '20191127', '20190815', '20171115', '19931220']","['STOR', 'REMO', 'REMO', 'RERF', 'STOR', 'ADD']","['POLE BARN/SHED', 'REMODEL', 'REMODEL', 'RE-ROOF', 'POLE BARN', 'ADDITION']","['7,975', '93,400', '15,000', '0', '0', '8,000']",29.940285,-85.393568,hip,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.393715, 29.94028], [-85.393705, 29.940204], [-85.393591, 29.940215], [-85.393601, 29.940291], [-85.393715, 29.94028]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.9402475,-85.393653,1985.0,WSF1_hip_1_6d_tnail_wkd_0_3,WSF1_hip_1_8d_tnail_wkd_0_3
75,04973-096-000,418 COLORADO DR MEXICO BEACH 32410,SINGLE FAM (000100),2235.0,1,1988.0,VINYL,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; NONE,"['20MB-RB0055', '20MB-RR0022', '15-2765', 'RF-1442', '93-03041']","['20200211', '20200211', '20150227', '20030926', '19930407']","['REMO', 'RERF', 'STOR', 'RERF', 'ADD']","['REMODEL', 'RE-ROOF', 'STORAGE SHED', 'RE-ROOF', 'ADDITION']","['33,000', '0', '0', '0', '0']",29.939586,-85.394328,hip,9.462322208,0.03,166.5382839,BAY,V,0,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.394456, 29.939682], [-85.394375, 29.939614], [-85.394212, 29.939759], [-85.394293, 29.939827], [-85.394456, 29.939682]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.9397205,-85.394334,1988.0,WSF1_hip_1_8d_tnail_no_1_3,WSF1_hip_1_8d_tnail_no_0_3
76,04973-076-000,414 COLORADO DR MEXICO BEACH 32410,SINGLE FAM (000100),3014.0,1,1999.0,VINYL,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['20MB-RB0188', '20MB-RR0034', '050055', '7109']","['20200506', '20200313', '20051010', '19990719']","['REMO', 'RERF', 'POOL', 'NC']","['REMODEL', 'RE-ROOF', 'POOLS', 'NEW CONST.']","['37,500', '0', '22,800', '91,256']",29.939287,-85.394653,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.39456633827672, 29.93936247709285], [-85.39456633840756, 29.939211522849302], [-85.39473966159245, 29.939211522849302], [-85.39473966172329, 29.93936247709285]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.939287,-85.394653,1999.0,WSF1_gab_1_6d_strap_std_0_3,WSF1_gab_1_6d_strap_std_0_3
77,04973-010-000,404 NEW MEXICO DR MEXICO BEACH 32410,SINGLE FAM (000100),3346.0,1,2003.0,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; HARDWOOD,"['19MB-RB0433', '19MB-RR0030', '15-2912', '80590901', 'RF372', 'B2682', '']","['20190724', '20190109', '20150811', '20090805', '20030322', '20021211', '19911011']","['STOR', 'RERF', 'ADD', 'UDU', 'ROOF', 'NC', '']","['POLE BARN/SHED', 'RE-ROOF', 'SCREEN ROOM', 'SHED', 'ROOF', 'NEW CONST.', 'N/A']","['0', '0', '5,200', '2,400', '0', '198,987', '0']",29.937191,-85.39554,hip,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.39544869184256, 29.937270525542008], [-85.3954486919878, 29.937111474393777], [-85.3956313080122, 29.937111474393777], [-85.39563130815743, 29.937270525542008]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.937191,-85.39554,2003.0,WSF1_hip_0_8s_strap_sup_1_3,WSF1_hip_0_8s_strap_sup_1_3
78,04973-002-010,401 5TH ST MEXICO BEACH 32410,SINGLE FAM (000100),2234.0,1,1991.0,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; VINYL PLNK,"['20MB-RB0221', '19MB-RR0059', '13-2271', '12-2132', '11847', '9606907', '', '913053']","['20200622', '20190116', '20130114', '20120409', '19991025', '19960603', '19910610', '19910514']","['STOR', 'RERF', 'ROOF', 'ROOF', 'ADD', 'ADD', '', 'NC']","['POLE BARN/SHED', 'RE-ROOF', 'ROOF', 'ROOF', 'ADDITION', 'ADDITION', 'N/A', 'NEW CONST.']","['6,800', '0', '0', '0', '9,000', '1,000', '0', '0']",29.937348,-85.393909,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.39383439141321, 29.937412980833166], [-85.39383439151017, 29.93728301912394], [-85.39398360848982, 29.93728301912394], [-85.39398360858678, 29.937412980833166]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.937348,-85.393909,1991.0,WSF1_gab_1_8d_tnail_wkd_0_3,WSF1_gab_1_8d_tnail_wkd_0_3
79,04973-002-000,504 MARYLAND BLVD MEXICO BEACH 32410,SINGLE FAM (000100),4208.0,1,2000.0,VINYL,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; HARDWOOD,"['20MB-RR0027', '19MB-RB0522', '604405', 'B1271', '3190', '8702']","['20200221', '20190906', '20050630', '20010711', '20000328', '19990806']","['RERF', 'REMO', 'ADD', 'ADD', 'ADD', 'NC']","['RE-ROOF', 'REMODEL', 'ADDITION', 'ADDITION', 'ADDITION', 'NEW CONST.']","['0', '30,485', '6,250', '25,401', '2,100', '230,206']",29.937266,-85.395187,hip,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.395166, 29.937278], [-85.395261, 29.937365], [-85.395456, 29.937205], [-85.395361, 29.937118], [-85.395166, 29.937278]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.9372415,-85.395311,2000.0,WSF1_hip_1_6d_strap_std_0_3,WSF1_hip_1_8d_strap_std_0_3
80,04968-000-000,510 MARYLAND BLVD MEXICO BEACH 32410,SINGLE FAM (000100),1740.0,1,1986.0,PREFAB,ENG SHINGL,PLYWOOD; DRYWALL,NONE REPORTED,CARPET; SHT VINYL,"['19MB-RR0157', '0435', 'B1120']","['20190228', '20070313', '20030516']","['RERF', 'RERF', 'XTRA']","['RE-ROOF', 'RE-ROOF', 'EXTRA FEAT']","['0', '0', '1,895']",29.937308,-85.396156,hip,9.462322208,0.03,166.5382839,BAY,V,0,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.396083, 29.937289], [-85.396165, 29.93736], [-85.396244, 29.937291], [-85.396163, 29.93722], [-85.396083, 29.937289]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.93729,-85.39616367,1986.0,WSF1_hip_1_8d_tnail_no_1_3,WSF1_hip_1_6d_tnail_no_1_3
81,04938-010-000,710 GEORGIA AVE MEXICO BEACH 32410,SINGLE FAM (000100),980.0,1,1973.0,VINYL,ENG SHINGL,PLYWOOD; DRYWALL,NONE REPORTED,CLAY TILE,"['19MB-RB0404', '19MB-RR0066', 'RF377', 'B500']","['20190702', '20190117', '20020320', '20020304']","['REMO', 'RERF', 'RERF', 'ADD']","['REMODEL', 'RE-ROOF', 'RE-ROOF', 'ADDITION']","['0', '0', '0', '18,000']",29.938862,-85.398994,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.39897, 29.938794], [-85.39902, 29.938884], [-85.399094, 29.938853], [-85.399045, 29.938763], [-85.39897, 29.938794]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.93882343,-85.39903218,1973.0,WSF1_gab_1_8d_tnail_wkd_0_3,WSF1_gab_1_6d_tnail_wkd_0_3
82,04930-030-000,205 8TH ST MEXICO BEACH 32410,SINGLE FAM (000100),2117.0,1,2011.0,VINYL,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['19MB-RB0635', '19MB-RB0573', '18MB-RR0125', '13111180', '06101013']","['20200124', '20191021', '20190103', '20110413', '20100406']","['STOR', 'REMO', 'RERF', 'ROOF', 'DEM']","['POLE BARN/SHED', 'REMODEL', 'RE-ROOF', 'ROOF', 'DEMOLITION']","['4,395', '15,000', '0', '3,500', '0']",29.938611,-85.400356,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.40028337048626, 29.938674256337162], [-85.40028337057815, 29.938547743622202], [-85.40042862942185, 29.938547743622202], [-85.40042862951374, 29.938674256337162]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.938611,-85.400356,2011.0,WSF1_gab_1_8s_strap_sup_1_3,WSF1_gab_1_8s_strap_sup_1_3
83,04925-020-000,209 VIRGINIA DR MEXICO BEACH 32410,SINGLE FAM (000100),2734.0,1,2007.0,AVERAGE,ENG SHINGL,DRYWALL,NONE REPORTED,CARPET; HARDWOOD,"['82860302', 'B0599', 'B050', '21220', '21220']","['20060828', '20030314', '20010105', '19901115', '19901115']","['NC', 'ADD', 'ADD', 'ADD', 'NC']","['NEW CONST.', 'ADDITION', 'ADDITION', 'ADDITION', 'NEW CONST.']","['217,000', '800', '5,370', '0', '217,000']",29.938239,-85.399434,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.399302, 29.938174], [-85.399397, 29.938257], [-85.399531, 29.938141], [-85.399436, 29.938058], [-85.399302, 29.938174]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.9381575,-85.3994165,2007.0,WSF1_gab_1_8s_strap_sup_1_3,WSF1_gab_1_8s_strap_sup_1_3
84,04916-000-000,203 7TH ST MEXICO BEACH 32410,SINGLE FAM (000100),2567.0,1,1977.0,COMMON BRK,ENG SHINGL,DRYWALL,NONE REPORTED,VINYL PLNK,"['19MB-RB0267', '19MB-RR0206', '9612438']","['20190611', '20190319', '19961011']","['REMO', 'RERF', 'ROOF']","['REMODEL', 'RE-ROOF', 'ROOF']","['110,000', '0', '0']",29.937261,-85.399236,hip,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.399377, 29.937182], [-85.399283, 29.9371], [-85.399116, 29.937246], [-85.399202, 29.93732], [-85.399268, 29.937262], [-85.399276, 29.937269], [-85.399377, 29.937182]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.93721069,-85.39924675,1977.0,WSF1_hip_1_8d_tnail_wkd_0_3,WSF1_hip_1_6d_tnail_wkd_0_3
85,04915-020-000,200 7TH ST MEXICO BEACH 32410,SINGLE FAM (000100),3104.0,1,1992.0,COMMON BRK,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['18-012S', '12-2249', '924865']","['20181129', '20121107', '19920601']","['RERF', 'ROOF', 'NC']","['RERF', 'ROOF', 'NEW CONST.']","['0', '0', '85,644']",29.936912,-85.398811,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.398937, 29.936766], [-85.398816, 29.936872], [-85.398858, 29.936908], [-85.398805, 29.936954], [-85.398875, 29.937014], [-85.399049, 29.936862], [-85.398937, 29.936766]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.93688708,-85.39891834,1992.0,WSF1_gab_1_8d_tnail_wkd_0_3,WSF1_gab_1_6d_tnail_wkd_0_3
86,04908-030-000,603 GEORGIA AVE MEXICO BEACH 32410,SINGLE FAM (000100),1984.0,1,1977.0,VINYL,ENG SHINGL,DRYWALL,NONE REPORTED,VINYL PLNK,"['20MB-RR0041', '19MB-RB0571', '18-0039', '9703745']","['20200327', '20191120', '20180706', '19970407']","['RERF', 'REMO', 'REMO', 'RENO']","['RE-ROOF', 'REMODEL', 'BATHROOM REMO', 'RENOVATION']","['0', '120,000', '5,000', '0']",29.937088,-85.397473,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.397453, 29.937071], [-85.397537, 29.937149], [-85.397601, 29.937096], [-85.397517, 29.937019], [-85.397453, 29.937071]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.93708384,-85.39752703,1977.0,WSF1_gab_1_8d_tnail_wkd_0_3,WSF1_gab_1_6d_tnail_wkd_0_3
