Edition,Zone 4+,Zone 4-,Zone 5+,Zone 5-
ASCE 7-95,6.296408010059522,-6.859407996360464,6.296408010059522,-8.20371408609945
ASCE 7-98,7.675407336704987,-8.361712007322769,7.675407336704987,-10.000439486144819
ASCE 7-10,7.675407336704987,-8.361712007322769,7.675407336704987,-10.000439486144819
ASCE 7-16,7.675407336704987,-8.361712007322769,7.675407336704987,-10.000439486144819
